カテゴリー,問題番号,重要度,問題,選択肢,正解,解説
減免戻し税,58-18-4,C,特例輸入者が関税定率法第17条第1項（再輸出免税）の規定により関税の免除を受けて輸入した容器（輸入貨物の容器で、貨物の運送のために反覆して使用されるもの）を、その輸入の許可の日から1年以内に特定輸出者が輸出しようとする場合には、当該特定輸出者が当該特例輸入者と同一の者でなくても、その輸出申告の際に、その輸入の許可書又はこれに代わる税関の証明書を税関長に提出することを要しない。,○×,○,"再輸出免税の適用を受けて輸入した通い容器について、再輸出するための輸出申告の際は、通常、輸入許可書又はこれに代わる税関の証明書を税関長に提出する(関率令39条1項)。ただし、再輸出免税対象となる貨物が通い容器であって、特例輸入者によって輸入され、かつ、特定輸出者によって再輸出されるときは、これらの証明書の提出は不要となる(関率令39条3項)。昔は特例輸入者かつ特例輸出者である者の特例申告貨物である場合のみこれらの証明書の提出が不要であったが、令和4年の法改正によって、特例輸入者かつ特例輸出者でなくてもよく、また、特例申告貨物でなくてもよくなった。その点を理解しているかを問う問題である。
 [参照　第3編（関税定率法、関税暫定措置法）-第6章（減免戻し税4（再輸出））-1.再輸出免税（関率17条）-（3）手続]"
罰則（関税法）,58-18-5,C,輸入しようとした貨物が商標権を侵害する物品であると認定され、関税法第69条の11第2項の規定により税関長にその積戻しを命じられた者が、当該貨物の侵害部分を切除することなく当該貨物を積み戻した場合には、同法第108条の4第1項（輸出してはならない貨物を輸出する罪）の規定に基づき、罰せられることがある。,○×,×,"商標権侵害物品を輸出し又は積戻した者は、10年以下の拘禁刑若しくは1,000万円以下の罰金に処し、これを併科するが(関108条の4第2項、69条の2第1項3号)、この積戻しには、輸入してはならない貨物だとして税関長から積戻し命令を受けたものを含まないので、このとき積み戻す貨物が輸出してはならない貨物に該当していても、この罪には当たらない。本問の商標権侵害物品は輸入してはならない貨物であるが、輸出してはならない貨物でもある。そのため、輸入しようとしたときに積戻し命令を受けて積み戻すことがあっても、この積戻し自体は輸出してはならない貨物を輸出する罪に当たらない。税関長が行った積戻し命令に従うことが罪になるのはさすがに酷いからである。
[参照　第2編（関税法）-第25章（罰則）-2.関税法の罰則-（1）輸出入してはならない貨物を輸出入する等の罪-①輸出してはならない貨物を輸出する罪]"
災害等による期限の延長,58-19-1,B,財務大臣は、災害その他やむを得ない理由により、関税法又は関税定率法その他の関税に関する法律に基づく申請、請求、届出その他書類の提出、納付又は徴収に関する期限までにこれらの行為をすることができないと認めるときは、地域及び期日（当該災害その他やむを得ない理由のやんだ日から３月以内の日に限る。）を指定して、当該期限を延長することができる。,○×,×,"3月以内の日ではなく、2月以内の日に限り、期限を延長できる(関2条の3)。
[参照　第2編（関税法）-第2章（期間と期限）-2.災害等による期限の延長]"
AEO事業者等になるための要件と失効・取消し等,58-19-2,B,特例輸入者の承認を受けた者が、特例申告を電子情報処理組織（NACCS）を使用して行うことができる能力を有しないこととなった場合であっても、税関長は、その承認を取り消すことができない。,○×,×,"税関長は、特例輸入者の承認を受けようとする者が、特例申告を電子情報処理組織を使用して行うことその他特例申告貨物の輸入に関する業務を適正かつ確実に遂行することができる能力を有しなくなったときは、承認を取り消すことができる(関7条の5第2号、7条の12第1項1号ホ)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-1.特定輸出者、特例輸入者-（2）失効事由、取消事由-③取消事由]"
輸入申告の特例,58-19-3,A,特例輸入者及び特例委託輸入者が電子情報処理組織（NACCS）を使用して行う輸入申告は、関税法第15条第1項又は第9項（入港手続）の規定により当該輸入申告に係る貨物を搭載した外国貿易船の船長又は外国貿易機の機長から当該貨物についての積荷に関する事項が税関に報告される前に、行わなければならない。,○×,×,"特例輸入者及び特例委託輸入者が電子情報処理組織（NACCS）を使用して輸入申告を行う場合は、貨物を保税地域等に搬入する前に行うことができるが、積荷に関する事項が税関に報告されたか、積荷に関する事項を記載した書面が税関に提出された後に行うとされている(関67条の2第3項3号、4項)。
[参照　第2編（関税法）-第4章（輸出入申告の特例）-2.輸入申告の特例-（1）特徴]"
輸入通関,58-19-4,A,輸入申告者側において、輸入貨物である原料の在庫がなく、工場の操業等に支障を来すため、特に引取りを急ぐ理由があると認められるときは、当該輸入貨物について輸入の許可前における貨物の引取りの承認を受けることができる場合に該当することとされている。,○×,○,"輸入貨物である原料の在庫がなく、工場の操業等に支障をきたす場合は、輸入許可前引取承認を受けることができる事由として挙げられているが(関通73-3-2(2)ホ)、この具体例を知らなくても、税関長は、輸入許可前引取承認の目的が関税の納期限の延長を目的とするような場合等を除いて承認できる(関通73-3-2)ということを知っていれば解ける。
[参照　第2編（関税法）-第3章（輸出入申告）-11.輸入許可前引取承認（輸入のみ）-（2）承認の要件]"
関税関係帳簿等,58-19-5,B,申告納税方式が適用される貨物（特例輸入者の特例申告貨物を除く。）を業として輸入する者は、当該貨物の品名、数量及び価格その他の必要な事項を記載した帳簿を備え付け、かつ、当該帳簿を保存しなければならないこととされており、その保存しなければならない期間は当該貨物の輸入の許可の日の翌日から5年間である。,○×,×,"輸入者の関税関係帳簿の保存期間は、輸入の許可の日の翌日から7年間である(関令83条6項)。
[参照　第2編（関税法）-第7章（関税関係帳簿等）-1.関税関係帳簿等-（4）保存期間]"
保税運送,58-20-1,B,内国貨物を外国貿易船に積んで本邦内の開港相互間を運送する場合には、税関長の承認を受けることを要しない。,○×,×,"内国貨物であっても外国貿易船や外国貿易機に積んで本邦内の場所相互間を運送しようとする者は、税関長に申告してその承認を受けなければならない(内国貨物の運送の承認　関66条1項)。
[参照　第2編（関税法）-第11章（保税運送）-7.内国貨物の運送]"
保税運送,58-20-2,A,税関長が指定する期間内に発送される外国貨物の運送について一括して保税運送の承認を受けた場合であっても、当該外国貨物の運送の都度、運送目録を税関に提示し、その確認を受けなければならない。,○×,×,"税関長は、運送の状況その他の事情を勘案して取締り上支障がないと認めるときは、税関長が指定する期間内（1年以内）に発送される外国貨物の運送について、一括して承認することができる(包括保税運送　関63条1項、関令53条の2第1号)。包括保税運送の承認を受けた場合、税関長が指定する期間（1月以内）ごとに、運送目録の確認を一括して受けることができる(関63条3項ただし書、5項ただし書)。
[参照　第2編（関税法）-第11章（保税運送）-2.包括保税運送]"
保税運送,58-20-3,A,本邦に到着した外国貿易機に積まれていた外国貨物で、他の外国貿易機に積み替えられて運送されるものについては、当該運送につき税関長に申告し、その承認を受けなければならない。,○×,×,"本邦に到着した外国貿易機に積まれていた外国貨物で、他の外国貿易機に積み替えられて運送されるものについては、保税運送の承認を受けることを要しない(関63条1項、関令52条1号)。保税運送の承認を受けなくても外国貨物のまま運送できる。
[参照　第2編（関税法）-第11章（保税運送）-1.通常の保税運送-（2）保税運送の承認を要しない場合]"
保税運送,58-20-4,A,保税運送の承認を受けた者から委託を受けた運送人により運送された外国貨物が、当該運送人の不注意により亡失し、その指定された運送の期間内に運送先に到着しないときは、税関長は、当該運送人から直ちにその関税を徴収する。,○×,×,"運送人からではなく、保税運送の承認を受けた者から徴収する(関65条1項)。
[参照　第2編（関税法）-第11章（保税運送）-6.運送期間の経過による関税の徴収]"
保税運送,58-20-5,A,保税運送の承認に際し税関長が指定した運送の期間について、その指定した運送の期間の延長の申請を行おうとする者は、当該承認をした税関長又は当該承認に係る外国貨物のある場所を所轄する税関長に当該申請に係る申請書を提出しなければならない。,○×,○,"保税運送の運送期間延長の申請は、保税運送の承認をした税関長又は当該貨物のある場所を所轄する税関長に行う(関令55条)。
[参照　第2編（関税法）-第11章（保税運送）-1.通常の保税運送-（2）保税運送の承認を要しない場合]"
輸入申告の特例,58-21-1,A,税関長は、関税、内国消費税及び地方消費税の保全のために必要があると認めるときは、特例輸入者に対し、金額及び期間を指定して、これらの税につき担保の提供を命じることができるが、その提供を命じた後においては、その金額又は期間を変更することはできない。,○×,×,"税関長は、必要があると認めるときは、担保の提供を命じた後もその金額又は期間を変更できる(関7条の8第2項)。
[参照　第2編（関税法）-第4章（輸出入申告の特例）-2.輸入申告の特例-（1）特徴]"
輸出申告の特例,58-21-2,A,特定委託輸出者が特定委託輸出申告を行うときは、その申告に係る貨物が置かれている場所から当該貨物を外国貿易船等に積み込もうとする開港、税関空港又は不開港までの運送を認定通関業者が契約する運送業者に委託しなければならない。,○×,×,"認定通関業者が契約する運送業者に委託するのではなく、特定保税運送者に委託する(関67条の3第1項)。
[参照　第2編（関税法）-第4章（輸出入申告の特例）-1.輸出申告の特例-（1）特徴]"
輸入申告の特例,58-21-3,A,特例輸入者又は特例委託輸入者でその特例申告に係る特例申告書をその提出期限までに提出していない者が、その提出期限後において特例申告書を提出する場合は、あらかじめその旨を税関長に届け出なければならない。,○×,×,"期限後特例申告書を提出するのに、別途届出は不要である(関7条の4)。
[参照　第2編（関税法）-第4章（輸出入申告の特例）-2.輸入申告の特例-（7）期限内特例申告と期限後特例申告]"
輸出申告の特例,58-21-4,A,保税地域以外の場所にある特例輸出貨物が亡失した場合には、当該特例輸出貨物に係る特定輸出者は、直ちにその旨を当該貨物の置かれていた場所の所在地を所轄する税関長に届け出なければならない。,○×,×,"特定輸出者、特定委託輸出者又は特定製造貨物輸出者は、保税地域外の場所にある特例輸出貨物が亡失した場合、直ちに輸出の許可をした税関長へ届け出ることを要する(関67条の5、34条本文、45条3項)。貨物の置かれていた場所の所在地を所轄する税関長ではない。
[参照　第2編（関税法）-第4章（輸出入申告の特例）-1.輸出申告の特例-（6）保税地域外にある貨物の廃棄又は亡失の届出]"
輸入申告の特例,58-21-5,A,特例委託輸入者は、申告納税方式が適用される貨物であっても、関税暫定措置法別表第一の六に掲げる輸入数量が輸入基準数量を超えた場合の特別緊急関税が課される物品については、特例申告を行うことはできない。,○×,○,"関税暫定措置法別表1の6に規定する物品（米、小麦、乳製品等）は、特例申告が利用できない貨物である(関7条の2第4項、関令4条の3)。
[参照　第2編（関税法）-第4章（輸出入申告の特例）-2.輸入申告の特例-（4）輸入(引取)申告、特例申告ができない貨物-②特例申告ができない貨物]"
減免戻し税,58-22-1,A,加工のため本邦から輸出され、その輸出の許可の日から2年以内に輸入される貨物については、本邦においてその加工をすることが困難であると認められるもの以外のものであっても、関税定率法第11条（加工又は修繕のため輸出された貨物の減税）の規定による関税の軽減を受けることができる。,○×,×,"加工又は修繕のため本邦から輸出され、その輸出の許可の日から1年以内（税関長の承認を受ければ延長可。）に輸入される貨物については、関税定率法11条の規定により軽減を受けることができるが、加工のためのものについては、本邦において加工が困難であると認められるものに限る。輸出の許可の日から2年以内とする点と、本邦においてその加工をすることが困難であると認められるもの以外のものであっても軽減を受けることができるとする点が誤りとなる。
[参照　第3編（関税定率法、関税暫定措置法）-第5章（減免戻し税3（再輸入））-4.加工又は修繕のため輸出された貨物の減税（関率11条）-（1）要件]"
減免戻し税,58-22-2,A,国際博覧会に関する条約の適用を受けて開催される国際博覧会への参加国が発行した当該国際博覧会のための公式のカタログ、パンフレット、ポスターその他これらに類するもので、輸入されるものについては、関税定率法第14条第3号の3（無条件免税）の規定による関税の免除を受けることができる。,○×,○,"博覧会等（国際博覧会に関する条約の適用を受けて開催される国際博覧会及び国際機関、本邦若しくは外国の政府若しくは地方公共団体又は一般社団法人若しくは一般財団法人が開催する博覧会、見本市その他これらに類するもの等）への参加国が発行した公式のカタログ、パンフレット、ポスター等で輸入されるものは、無条件免税の対象物品である(関率14条3号の3、関率令13条の2)。
[参照　第3編（関税定率法、関税暫定措置法）-第3章（減免戻し税1（無条件））-3.無条件免税（関率14条）-（1）要件、金額]"
減免戻し税,58-22-3,B,課税価格の合計額が1万円以下の物品で輸入されるものについては、そのすべての物品につき、関税定率法第14条第18号（無条件免税）の規定による関税の免除を受けることができる。,○×,×,"課税価格の合計額が1万円以下の物品で輸入されるもののうち、編物製衣類等は原則としてこの免税対象から除かれる(関率14条18号、関率令16条の3)。
[参照　第3編（関税定率法、関税暫定措置法）-第3章（減免戻し税1（無条件））-3.無条件免税（関率14条）-（1）要件、金額]"
減免戻し税,58-22-4,B,本邦から出漁した外国の船舶によって外国で採捕された水産物及び本邦から出漁した外国の船舶内において当該水産物に加工し、又はこれを原料として製造して得た製品で、輸入されるものについては、関税定率法第14条の3第1項（外国で採捕された水産物等の減税又は免税）の規定による関税の免除を受けることができる。,○×,×,"外国で採捕された水産物等の免税とは、①本邦から出漁した本邦の船舶により外国で採捕された水産物か、②本邦から出漁した本邦の船舶内において①の水産物に加工し、又はこれを原料として製造して得た製品について関税を免税する規定であり、本邦から出漁した外国の船舶により採捕された水産物や、その外国の船舶内で加工等をして得た製品については免税の対象外である(関率14条の3第1項)。
[参照　第3編（関税定率法、関税暫定措置法）-第3章（減免戻し税1（無条件））-4.外国で採捕された水産物等の減免税（関率14条の3）-（1）要件]"
減免戻し税,58-22-5,A,関税を納付して輸入された貨物のうち、その品質が契約の内容と相違するため返送することがやむを得ないと認められるもので、その輸入の時の性質及び形状に変更を加えないものについては、その輸入の許可の日から3月以内に保税地域に入れ、かつ、返送のために本邦から輸出する場合に限り、関税定率法第20条第1項第1号（違約品等の再輸出又は廃棄の場合の戻し税等）の規定による関税の払戻しを受けることができる。,○×,×,"輸入許可の日から3月以内ではなく、6月以内（税関長の承認を受ければ1年以内まで延長可。）に保税地域等に入れることを要する。また、返送のための期間制限はない(関率令20条1項1号)。
[参照　第3編（関税定率法、関税暫定措置法）-第6章（減免戻し税4（再輸出））-6.違約品等の再輸出又は廃棄の場合の戻し税（関率20条）-（1）要件]"
特恵関税、経済連携協定,58-23-1,A,特恵関税は、原産地である特恵受益国等から当該特恵受益国等以外の地域を経由しないで本邦へ向けて直接に運送される物品にのみ適用される。,○×,×,"直接運送品以外でも、積送基準を満たす物品であれば適用される(暫令31条)。
[参照　第3編（関税定率法、関税暫定措置法）-第8章（特恵関税、経済連携協定、WTO協定）-4.積送基準-（1）特恵関税]"
特恵関税、経済連携協定,58-23-2,A,関税暫定措置法第8条の2の規定による特恵税率を適用するための原産地証明書は、その証明に係る物品の輸出の際に、当該物品の輸出者の申告に基づき原産地の税関（税関が原産地証明書を発給することとされていない場合には、原産地証明書の発給につき権限を有するその他の官公署又は商業会議所等で税関長が適当と認めるもの）が発給したものでなければならない。,○×,○,"特恵税率を適用するためには、輸出の際（税関長がやむを得ない特別の事由があると認める場合には、輸出後その事由により相当と認められる期間内）に、輸出者の申告に基づき原産地の税関（税関が原産地証明書を発給することとされていない場合には、原産地証明書の発給につき権限を有するその他の官公署又は商業会議所その他これに準ずる機関で、税関長が適当と認めるもの）が発給した原産地証明書を提出する(暫令27条4項)。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-②原産地証明書、原産品申告書]"
特恵関税、経済連携協定,58-23-3,A,特別特恵受益国を原産地とする物品については、関税率表に掲げるすべての物品について特別特恵関税が定められており、その税率はすべて無税である。,○×,×,"適用されるときの税率が全て無税であるという点は正しいが、すべての物品ではなく暫定措置法別表第5に掲げるもの以外の物品にだけ適用される(暫8条の2第3項)。
[参照　第3編（関税定率法、関税暫定措置法）-第8章（特恵関税、経済連携協定、WTO協定）-1.特恵税率及びEPA税率の適用要件-（3）特恵税率又はEPA税率の設定されている物品-①特恵税率の設定されている物品]"
特恵関税、経済連携協定,58-23-4,A,特恵関税は、本邦に入国する旅客が別送して輸入する物品には適用されない。,○×,×,"携帯品や別送品について特恵税率の適用を禁じる規定はなく、適用可能である。
[参照　第3編（関税定率法、関税暫定措置法）-第8章（特恵関税、経済連携協定、WTO協定）-1.特恵税率及びEPA税率の適用要件-（1）要件]"
特恵関税、経済連携協定,58-23-5,A,特恵受益国等において完全に生産された物品以外の物品については、税関長が物品の種類又は形状によりその原産地が明らかであると認めた物品であっても、当該物品について特恵関税の適用を受けようとする者は、必ず税関長に原産地証明書を提出しなければならない。,○×,×,"特恵関税適用のための原産地証明書は、税関長が物品の種類又は形状によりその原産地が明らかであると認めた物品については提出不要となる(暫令27条1項1号)。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-②原産地証明書、原産品申告書]"
課税価格の決定,58-24-1,A,関税定率法第４条第1項第1号に規定する「輸入港に到着するまでの運送に要する運賃」とは、輸入貨物が運送契約に基づき運送された場合は、当該運送契約に基づき当該運送の対価として運送人又は運送取扱人等に最終的に支払われる費用をいうが、コンテナー賃借料についてはいかなる場合も当該輸入貨物の課税価格に含めないこととされている。,○×,×,"コンテナー賃借料は輸入港到着までの運賃である(関率通4-8(3)イ(ハ))。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第3章（課税価格の決定（原則））-5.加算費用-（2）輸入港に到着するまでの運送に要する運賃、保険料その他当該運送に関連する費用-②運賃]"
課税価格の決定,58-24-2,A,輸入貨物の輸入港までの輸送に実際に要した運賃等の額が、当該輸入貨物の運送が特殊な事情の下において行われたことにより、当該輸入貨物の通常必要とされる当該輸入港までの運賃等の額をわずかでも超えるときは、当該通常必要とされる当該輸入港までの運賃等を関税定率法第4条第1項第1号に規定する輸入港までの運賃等として、当該輸入貨物の課税価格を計算する。,○×,×,"輸入港までの運賃等は、輸入貨物の運送が特殊な事情の下において行われたことにより、実際に要した輸入港までの運賃等の額が通常必要とされる輸入港までの運賃等の額を著しく超えるものである場合には、通常必要とされる輸入港までの運賃等として課税価格を計算する(関率令1条の5第1項)。基本的には輸入港までの運賃等は実費なので、わずかに超えるだけであれば、著しく超えていないのだから、そのわずかに超えた分も輸入港までの運賃等として加算費用となる。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第3章（課税価格の決定（原則））-5.加算費用-（2）輸入港に到着するまでの運送に要する運賃、保険料その他当該運送に関連する費用-①運賃等（運賃、保険料その他当該運送に関連する費用）-ⅰ概要]"
課税価格の決定,58-24-3,A,輸入貨物の生産及び輸入取引に関連して、買手により売手に無償で燃料及び触媒が提供された場合において、当該燃料及び触媒が当該輸入貨物の生産の過程で消費されたときは、当該燃料及び触媒に要した費用の額は当該輸入貨物の課税価格に含めないこととされている。,○×,×,"輸入貨物の生産の過程で消費された物品が無償提供物品であるときは加算費用として課税価格に含まれるが、この輸入貨物の生産の過程で消費された物品には燃料、触媒等を含む(関率4条1項3号ハ、関率通4-12(3))。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第3章（課税価格の決定（原則））-5.加算費用-（4）無償提供物品・役務-①概要]"
課税価格の決定,58-24-4,C,複数の輸入貨物に係る関税定率法第4条第1項第2号に掲げる手数料が一括して支払われる場合には、当該手数料を個々の輸入貨物の数量等に応じた合理的な方法により按分して、当該輸入貨物の課税価格に算入することとされているが、輸入者から希望する旨の申し出があった場合は、課税上の支障の有無にかかわらず、当該手数料を特定の輸入貨物の課税価格に一括して算入することとされている。,○×,×,"複数の輸入貨物に係る同項各号に掲げる運賃等が一括して支払われる場合には、その運賃等を個々の輸入貨物の数量等に応じた合理的な方法により按分して、当該輸入貨物の課税価格に算入するが、特定の費用等の額の加算について輸入者から希望する旨の申し出があり、かつ、課税上その他特に支障がないと認められるときは、その費用等の額は、特定の輸入貨物の課税価格に一括して算入する(関率通4-7(3))。課税上の支障の有無にかかわらずという点が誤りとなる。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第3章（課税価格の決定（原則））-5.加算費用-（1）概要]"
課税価格の決定,58-24-5,A,売手の代理人により輸入され、その後売手の計算と危険負担によって輸入国で販売される貨物については、当該貨物が売手と買手との間で締結された売買契約を履行するために輸入される場合を除き、輸入取引によらない輸入貨物に該当し、関税定率法第4条第1項に規定する課税価格の決定の原則に基づき当該輸入貨物の課税価格を決定することはできないこととされている。,○×,○,"売手の代理人により輸入され、その後売手の計算と危険負担によって輸入国で販売される貨物については、当該貨物が売手と買手との間で締結された売買契約を履行するために輸入される場合を除き、輸入取引によらない輸入貨物に該当するため、課税価格の決定の原則ではなく例外に基づき課税価格を決定する(関率4条1項、関率通4-1の2(1)ハ)。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第4章（課税価格の決定（例外））-1.例外ルールが適用される場合-（2）輸入貨物に係る輸入取引]"
外国為替及び外国貿易法,58-25-1,B,税関長は、外国為替及び外国貿易法第48条第1項の規定による経済産業大臣の輸出の許可の有効期間を延長することができない。,○×,×,"外為法による経済産業大臣の輸出許可の有効期間は、原則として許可をした日から6月であるが、経済産業大臣は、特に必要があると認めるときは、これと異なる有効期間を定め、又は有効期間を延長できる(輸出令8条)。そして、この有効期間を延長する権限は税関長に委任されているので、税関長も延長することができる(輸出令12条)。
[参照　第6編（外国為替及び外国貿易法）-2.輸出の規制-（3）手続]"
外国為替及び外国貿易法,58-25-2,C,輸出貿易管理令別表第1中欄に掲げる貨物であって、受取人の個人的使用に供するものを国際郵便により輸出する場合には、経済産業大臣の輸出の許可を受けることを要しない。,○×,×,"そのような規定は存在しない。なお、経済産業大臣の輸出「承認」が不要な場合（特例）として、国際郵便により送付され、且つ、受取人の個人的使用に供される身廻品、家庭用品、職業用具若しくは商業用具を内容とする小型包装物若しくは小包郵便物又はその他の方法により送付される同様の小包が挙げられている(輸出令4条3項2号、別表5の3号)。
[参照　第6編（外国為替及び外国貿易法）-2.輸出の規制-（1）輸出許可-③輸出許可が不要な場合（特例）、第6編（外国為替及び外国貿易法）-2.輸出の規制-（2）輸出承認-③輸出承認が不要な場合（特例）]"
外国為替及び外国貿易法,58-25-3,B,輸出貿易管理令別表第1の16の項の中欄に掲げる貨物に該当するものを同令別表第3に掲げるフィンランドを仕向地として輸出しようとする場合には、原則として経済産業大臣の輸出の許可を受けることを要する。,○×,○,"輸出令別表1の16項の中欄に掲げる貨物は、どの地域を仕向地として輸出する場合も、原則として経済産業大臣の輸出許可を要する(輸出令1条1項、3項)。以前は別表3に掲げる地域（輸出管理徹底国）向けであれば輸出許可不要であったため誤りであったが、令和7年改正により現在は正しい。
[参照　第6編（外国為替及び外国貿易法）-2.輸出の規制-（1）輸出許可-②輸出許可を要する場合（原則）]"
外国為替及び外国貿易法,58-25-4,B,輸出貿易管理令別表第2の1の項の中欄に掲げるダイヤモンドに該当する貨物を輸出する場合において、当該貨物が総価額200万円以下の無償の商品見本に該当するときは、経済産業大臣の輸出の承認を受けることを要しない。,○×,×,"輸出令別表2の1項のダイヤモンド（選別又は加工していないダイヤモンド）は原則として輸出承認を要する(輸出令2条1項)。そして、総価額200万円以下の無償の商品見本又は宣伝用物品のうち一部のものは特例として経済産業大臣の輸出承認が不要とされているが、輸出令別表2の1項のダイヤモンドはこの対象に含まれないため、特例の適用はなく輸出承認を要する(輸出令4条3項2号イ)。
[参照　第6編（外国為替及び外国貿易法）-2.輸出の規制-（2）輸出承認-②輸出承認を要する場合（原則）、③輸出承認が不要な場合（特例）]"
外国為替及び外国貿易法,58-25-5,C,輸出貿易管理令別表第2の34の項の中欄に掲げる冷凍のあさりを、アメリカ合衆国を仕向地として輸出する場合において、その輸出する貨物の総価額が3万円以下のものであるときは、経済産業大臣の輸出の承認を受けることを要しない。,○×,○,"輸出令別表2の34項の冷凍のあさり、はまぐり、いがいをアメリカに輸出する場合は原則として経済産業大臣の輸出承認を要するが(輸出令2条1項1号)、総価格3万円以下なら特例として不要となる(輸出令4条4項、別表7の3項)。
[参照　第6編（外国為替及び外国貿易法）-2.輸出の規制-（2）輸出承認-③輸出承認が不要な場合（特例）]"
不服申立て、取消しの訴え,58-26-1,A,関税法の規定による税関長の処分について審査請求があった場合には、財務大臣は、その審査請求人から関税等不服審査会への諮問を希望しない旨の申出がされているときは、当該審査請求に参加する者から当該諮問をしないことについて反対する旨の申出がされているときであっても、当該諮問を要しない。,○×,×,"審査請求があったとき、財務大臣は、審査請求人から関税等不服審査会への諮問を希望しない旨の申出がされている場合は諮問を要しないが、参加人から、諮問をしないことについて反対する旨の申出がされている場合は諮問を要する(関91条1号、関令82条)。
[参照　第2編（関税法）-第21章（不服申立て、取消しの訴え）-3.審査請求]"
不服申立て、取消しの訴え,58-26-2,A,税関長が、輸入されようとする貨物が商標権を侵害する物品に該当すると認定し、当該貨物を輸入しようとする者に対しその旨を通知した場合、その通知についての財務大臣に対する審査請求は、その税関長に対する再調査の請求をした後でなければすることができない。,○×,×,"財務大臣に対する審査請求については、再調査の請求をした後でなくても行うことができる(行政不服審査法2条、4条3号)。
[参照　第2編（関税法）-第21章（不服申立て、取消しの訴え）-3.審査請求]"
不服申立て、取消しの訴え,58-26-3,A,関税法第89条に規定する再調査の請求をすることができる税関長の処分には、同法第69条の11第3項の規定に基づく輸入されようとする貨物が風俗を害すべき物品に該当すると認められる旨の通知は含まれないこととされている。,○×,×,"関税法69条の11第3項（輸入してはならない貨物）の規定による通知は、再調査の請求をすることができる税関長の処分に含まれる(関89条1項、関通89-1(4))。
[参照　第2編（関税法）-第21章（不服申立て、取消しの訴え）-2.再調査の請求]"
不服申立て、取消しの訴え,58-26-4,A,関税の滞納に関する税関長の処分の取消しの訴えは、当該処分についての審査請求に対する裁決を経ないことについて正当な理由があるときは、当該裁決を経ることなく、提起することができることとされている。,○×,○,"関税の滞納に関する税関長の処分の取消しの訴えは、原則として処分についての審査請求に対する裁決を経た後でなければ提起できないが(関93条1号)、裁決を経ないことにつき正当な理由があるときは、裁決を経ないで、処分の取消しの訴えを提起できる。例えば、審査請求した日から3月を経過しても裁決がないときがこれに当たる(行政事件訴訟法8条2項1号、3号)。
[参照　第2編（関税法）-第21章（不服申立て、取消しの訴え）-4.取消しの訴え]"
不服申立て、取消しの訴え,58-26-5,A,関税の徴収に関する税関長の処分についての財務大臣に対する審査請求は、当該税関長に対する再調査の請求をしない場合には、正当な理由があるときを除き、処分があったことを知った日の翌日から起算して6月を経過する日までは、することができることとされている。,○×,×,"6月ではなく3月である(行政不服審査法18条1項)。
[参照　第2編（関税法）-第21章（不服申立て、取消しの訴え）-3.審査請求]"
NACCS法,58-27-1,A,電子情報処理組織（NACCS）を使用して輸入申告を行う者は、関税等に関する法令において書面に記載すべきこととされている事項を電子情報処理組織（NACCS）に係る入出力装置から入力しなければならないが、輸出入・港湾関連情報処理センター株式会社の使用に係る電子計算機に備えられたファイルへの記録により明らかにすることができる事項については、その入力を省略することが認められている。,○×,○,"税関長は、NACCSセンターの使用に係る電子計算機に備えられたファイルへの記録により明らかにすることができる事項、貨物の記号その他入力の必要がないと認められる事項については、その入力を省略させることができる(NACCS令3条1項)。
[参照　第4編（NACCS法）-2.NACCSを使用した申告等と処分通知等]"
NACCS法,58-27-2,A,通関業者は、電子情報処理組織（NACCS）を使用して他人の依頼による輸入申告を行う場合には、その申告の入力をすべて通関士に行わせる必要はないが、その申告の入力の内容を通関士に審査させ、審査した通関士にその通関士識別符号（通関士を識別するための符号で、輸出入・港湾関連情報処理センター株式会社が付与するもの）を使用させて当該審査をした旨を入力させるものとされている。,○×,○,"通関業者は、NACCSを使用して他人の依頼による申告等を行う場合、通関士の審査を要するものについては、NACCSに入力する内容を通関士に審査させなければならない(NACCS法5条)。また、通関業者は、審査した通関士にその通関士識別符号を使用させて、審査をした旨を入力させる(NACCS規4条)。
[参照　第4編（NACCS法）-4.通関士の審査]"
NACCS法,58-27-3,A,関税法第7条第7項の規定による申告納税方式が適用される輸入貨物に係る関税の納付に関する申告は、電子情報処理組織（NACCS）を使用して行うことができる。,○×,○,"できる(NACCS令1条1項1号、別表1項)。
[参照　第4編（NACCS法）-1.NACCS法の目的と定義-（2）定義]"
NACCS法,58-27-4,A,電子情報処理組織（NACCS）を使用して行われる輸入申告については、輸出入・港湾関連情報処理センター株式会社の使用に係る電子計算機に備えられたファイルへの記録がされた時に税関に到達したものとみなされる。,○×,○,"NACCSにより行った申告等は、NACCSセンターの使用に係る電子計算機に備えられたファイルへの記録がされた時に、行政機関等に到達したものとみなす(NACCS法3条1項、情報通信技術活用法6条3項)。
[参照　第4編（NACCS法）-2.NACCSを使用した申告等と処分通知等]"
