カテゴリー,問題番号,重要度,問題,選択肢,正解,解説
AEO事業者等になるための要件と失効・取消し等,59-17-2,B,特定輸出者は、関税法第67条の3第1項（輸出申告の特例）の規定の適用を受けていずれかの税関長に対して輸出申告をする必要がなくなったときは、その旨を同項第1号の特定輸出者の承認をした税関長に届け出ることができる。,○×,○,"特定輸出者は、承認を受けている必要がなくなったとき、その旨を承認をした税関長へ届け出ることができる(関67条の9)。これにより、特定輸出者の承認は失効する(関67条の10第1項1号)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-1.特定輸出者、特例輸入者-（2）失効事由、取消事由-②失効事由]"
AEO事業者等になるための要件と失効・取消し等,59-17-3,B,税関長は、特定輸出者が特定輸出貨物の品名、数量及び価格その他の必要な事項を記載し備え付けている帳簿及び当該特定輸出貨物に係る取引に関して作成し保存している書類に不実の記載があるときは、関税法第67条の3第1項第1号（輸出申告の特例）の特定輸出者の承認を取り消すことができる。,○×,○,"税関長は、特定輸出者が特定輸出貨物の品名、数量及び価格その他の必要な事項を記載し備え付けている帳簿（特定輸出関税関係帳簿）及び当該特定輸出貨物に係る取引に関して作成し保存している書類（特定輸出関税関係書類）に不実の記載があるときは、特定輸出者の承認を取り消すことができる(関67条の11第1号)。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-1.特定輸出者、特例輸入者-（2）失効事由、取消事由-③取消事由]"
輸出通関,59-17-4,A,税関長は、本邦から出国する旅客がその出国の際に携帯して輸出しようとする貨物について、当該貨物の種類にかかわらず、口頭で輸出申告をさせることができる。,○×,×,"税関長は、本邦から出国する旅客がその出国の際に携帯して輸出しようとする貨物（携帯品）は、原則として口頭で輸出申告をさせることができるが、例外として、合計100万円（特定の地域が仕向地なら合計10万円）相当額を超える支払手段や証券と、合計重量1kgを超える貴金属（金の地金で、金の含有量が90%以上のものに限る。）は、「支払手段等の携帯輸出申告書」という書面の提出により申告させる(関令58条、外国為替令8条の2第1項、外国為替に関する省令10条1項3号)。貨物の種類にかかわらず口頭で輸出申告させることができるのではない。
[参照　第2編（関税法）-第3章（輸出入申告）-3.申告の方法-（2）例外1 携帯品の輸出申告]"
輸出申告の特例,59-17-5,A,特定委託輸出者が特定委託輸出申告を行うときは、その申告に係る貨物が置かれている場所から当該貨物を外国貿易船等に積み込もうとする開港、税関空港又は不開港までの運送を特定保税運送者に委託しなければならない。,○×,○,"特定委託輸出者が特定委託輸出申告を行うときは、その申告に係る貨物が置かれている場所から当該貨物を外国貿易船等に積み込もうとする開港、税関空港又は不開港までの運送を特定保税運送者に委託しなければならない(関67条の3第1項)。
[参照　第2編（関税法）-第4章（輸出入申告の特例）-1.輸出申告の特例-（1）特徴]"
輸入申告の特例,59-18-1,A,特例輸入者は、その輸入しようとする貨物の種類にかかわらず、また、当該貨物を入れる保税地域の所在地を所轄する税関長に限ることなく、いずれかの税関長に対して、輸入申告をすることができる。,○×,×,"特例輸入者は、輸入申告の特例を利用して輸入申告をする場合、貨物を入れる保税地域の所在地を所轄する税関長に限ることなく、いずれかの税関長に対して、輸入申告をすることができる(関67条の19)。しかし、輸入申告の特例を利用できるのは、輸入(引取)申告や特例申告ができない貨物に該当しない場合であるから、貨物の種類にかかわらず、いずれかの税関長に対して輸入申告をすることができるわけではない。
[参照　第2編（関税法）-第3章（輸出入申告）-1.申告先-（3）例外2 申告の特例、第2編（関税法）-第4章（輸出入申告の特例）-2.輸入申告の特例-（1）特徴、（4）輸入(引取)申告、特例申告ができない貨物]"
郵便物の輸出入,59-18-2,A,郵便物を輸入しようとする者から当該郵便物につき関税法第67条の輸入申告を行う旨の申出があった場合であっても、日本郵便株式会社は、当該郵便物を税関長に提示しなければならない。,○×,×,"簡易手続の対象となる郵便物の輸入であれば、輸入申告をするのではなく、日本郵便株式会社が税関長への提示を行うのが原則である。しかし、輸入しようとする者から輸入申告を行う旨の申出があった場合は、提示ではなく輸入申告を行う(関76条3項)。
[参照　第2編（関税法）-第6章（郵便物の輸出入）-1.簡易手続の対象となる郵便物、2.提示、検査、通知]"
定義（関税法等）,59-18-3,A,保税展示場に入れられた外国貨物が保税展示場内で販売される場合には、当該外国貨物がその販売により外国に向けて積み戻される場合を含め、その販売を輸入とみなして、関税法の規定を適用する。,○×,×,"保税展示場に入れられた外国貨物が保税展示場内で販売される場合には、当該外国貨物がその販売により外国に向けて積み戻される場合を「除き」、その販売を輸入とみなして、関税法の規定を適用する(関62条の4第2項、関令51条の5第2項)。
[参照　第2編（関税法）-第1章（関税法の定義）-1.定義-（9）みなし輸入-③販売によるみなし輸入]"
輸入通関,59-18-4,A,原産地についての表示がされていない外国貨物については、輸入の許可を受けることができない。,○×,×,"原産地について直接又は間接に偽った表示又は誤認を生じさせる表示がされている外国貨物については、輸入を許可しない(関71条1項、関通71-3-1から71-3-7)。そして、単に原産地が表示されていない貨物は、このような外国貨物に当たらないので、輸入の許可を受けることができないわけではない。
[参照　第2編（関税法）-第3章（輸出入申告）-9.原産地虚偽・誤認表示(輸入のみ)]"
輸入通関,59-18-5,A,関税関係法令以外の法令の規定により輸入に関して許可、承認等を必要とする貨物を輸入しようとする場合は、輸入者側に貨物の引取りを急ぐ理由があると認められるときであっても、当該許可、承認等を受けている旨を税関に証明するまでの間は、輸入の許可前における貨物の引取りの承認を受けることができない。,○×,○,"他法令の許可、承認等を受けていることの証明がされていない貨物については、税関長は輸入許可前引取承認をしてはならない(関73条2項)。したがって、証明した後は輸入許可前引取承認を受けることはできるが、証明するまでの間は受けることができない。
[参照　第2編（関税法）-第3章（輸出入申告）-8.証明又は確認、11.輸入許可前引取承認(輸入のみ)-（2）承認の要件]"
保税運送,59-19-1,A,特定保税運送に際しては、特定保税運送者は、運送目録を税関に提示して確認を受けることを要さず、また、当該特定保税運送に係る外国貨物の発送地又は到着地を管轄する税関長は、税関職員に当該外国貨物の検査をさせないこととされている。,○×,×,"特定保税運送に際しては、保税運送の申告と保税運送の承認が不要なので、運送目録の提示と確認は必要である(関63条の2第2項)。保税運送の申告と保税運送の承認が不要なので、その際の貨物の検査は不要となる(関63条1項、2項)。
[参照　第2編（関税法）-第11章（保税運送）-3.特定保税運送]"
保税運送,59-19-2,C,輸入の目的以外の目的で本邦に到着した外国貨物については、当該外国貨物が関税法第69条の11第1項第9号（輸入してはならない貨物）に掲げる商標権を侵害する物品であっても、その運送に際し税関長に申告し、その承認を受けて、外国貨物のまま運送することができる。,○×,×,"輸入の目的以外の目的で本邦に到着した外国貨物については、当該外国貨物が商標権を侵害する物品であれば、保税運送ができない貨物となる(関65条の3、69条の11第1項9号)。そうすると、保税運送の承認を受けることはできない。
[参照　第2編（関税法）-第11章（保税運送）-1.通常の保税運送-（3）保税運送の承認をしない貨物、保税運送できない貨物]"
保税運送,59-19-3,A,外国貨物である難破貨物をその所在する場所から税関官署に外国貨物のまま運送しようとする場合には、当該税関官署にあらかじめその旨を届け出なければならない。,○×,×,"外国貨物である難破貨物は、その所在する場所から税関官署に外国貨物のまま運送することができる。この場合、難破貨物等の運送をしようとする者は、税関長（税関が設置されていない場所においては税関職員）の承認を受けることを要する。ただし、税関が設置されていない場所から運送をすることにつき緊急の必要がある場合において、税関職員がいないときは、警察官にあらかじめその旨を届け出ることで運送できる(関64条1項)。したがって、税関官署への届出をするわけではない。
[参照　第2編（関税法）-第11章（保税運送）-5.難破貨物等の運送]"
保税運送,59-19-4,A,本邦に到着した外国貿易船に積まれていた外国貨物で、引き続き当該外国貿易船により、又は他の外国貿易船に積み替えられて運送されるものについては、その運送につき税関長に申告し、その承認を受けることを要しない。,○×,○,"本邦に到着した外国貿易船に積まれていた外国貨物で、引き続き当該外国貿易船により、又は他の外国貿易船に積み替えられて運送されるものについては、その運送につき税関長に申告し、保税運送の承認を受けることを要しない(関63条1項、関令52条1号)。保税運送の承認を受けなくても外国貨物のまま運送できる。
[参照　第2編（関税法）-第11章（保税運送）-1.通常の保税運送-（2）保税運送の承認を要しない場合]"
保税運送,59-19-5,A,税関長は、保税運送の承認をする場合において必要があると認めるときは、税関職員に当該承認に係る貨物の検査をさせることができるが、その関税額に相当する担保を提供させることはできない。,○×,×,"税関長は、保税運送の承認をする場合において必要があると認めるときは、税関職員に当該承認に係る貨物の検査をさせることができるし、その関税額に相当する担保を提供させることもできる(関63条2項)。
[参照　第2編（関税法）-第11章（保税運送）-1.通常の保税運送-（4）保税運送の手続]"
法定納期限と納期限,59-20-1,A,税関長は、特例輸入者に係る期限内特例申告書に記載された納付すべき関税額について納付すべき期限を延長する場合において、関税の保全のために必要があると認めるときは、当該特例輸入者に対し当該期限内特例申告書に記載した関税額の全部又は一部に相当する額の担保の提供を命ずることができる。,○×,○,"税関長は、特例輸入者に係る期限内特例申告書に記載された納付すべき関税額について納付すべき期限を延長する場合において、関税の保全のために必要があると認めるときは、当該特例輸入者に対し当該期限内特例申告書に記載した関税額の全部又は一部に相当する額の担保の提供を命ずることができる(任意的担保 関9条の2第3項)。
[参照　第2編（関税法）-第17章（関税の納付、法定納期限と納期限、還付）-2.法定納期限と納期限-（3）例外-①納期限の延長]"
許可等に基づく地位の承継,59-20-2,B,関税法第67条の3第1項第1号（輸出申告の特例）に規定する税関長の承認を受けた特定輸出者が、その特定輸出貨物の輸出の業務を譲り渡した場合において、あらかじめ当該承認をした税関長の承認を受けたときは、当該業務を譲り受けた者は、当該特定輸出者の承認に基づく地位を承継することができる。,○×,○,"特定輸出者の承認を受けた者がその特定輸出貨物の輸出の業務を譲り渡した場合（事業譲渡）において、あらかじめ当該承認をした税関長の承認を受けたときは、当該業務を譲り受けた者は、当該業務を譲り渡した者の当該特定輸出者の承認に基づく地位を承継することができる(関67条の12、48条の2第4項)。
[参照　第2編（関税法）-第9章（許可等に基づく地位の承継）-2.合併、分割、業務の譲渡の場合]"
輸入通関,59-20-3,A,特例輸入者及び特定輸出者は、税関長に届け出ることにより、税関長が指定した場所以外の場所で関税法第67条（輸出又は輸入の許可）の検査を受けることができる。,○×,×,"指定された場所以外の場所で検査を受けようとする者は、検査を受けようとする貨物の置かれている場所を所轄する税関長に申請書を提出し許可を受けなければならない(指定地外検査 関69条2項、関令62条、関通69-1-2、69-3-2)。特例輸入者や特定輸出者であっても、届出により指定地外で検査を受けることができるわけではない。
[参照　第2編（関税法）-第3章（輸出入申告）-7.審査、検査]"
輸出申告の特例,59-20-4,A,特定輸出者は、輸出申告を電子情報処理組織（NACCS）を使用して行うときであっても、その輸出貨物が輸出貿易管理令別表第1の1の項の中欄に掲げる火薬類であるときは、当該輸出貨物を入れる保税地域等の所在地を所轄する税関長に対して申告しなければならない。,○×,○,"特定輸出者は、輸出申告の特例を利用した輸出申告をする場合、貨物を入れる保税地域の所在地を所轄する税関長に限ることなく、いずれかの税関長に対して、輸入申告をすることができる(関67条の3第1項1号)。輸出申告の特例による輸出申告は原則としてNACCSを使用して行わなければならないが(関令59条の7第4項)、貨物が輸出貿易管理令別表1の1項の中欄に掲げる物品であれば、輸出申告の特例は利用できない。そうすると、いずれかの税関長に対して輸入申告をすることはできず、輸出申告の特例を利用しない通常の輸出申告を行い、原則通り貨物を搬入する保税地域等の所在地を所轄する税関長に申告する(関67条の2第1項)。

輸出貿易管理令別表1の1項の物品であることと申告先税関長とを直接結びつける規定は存在しないが、特定輸出者がNACCSを使用して申告するのは輸出申告の特例である、輸出申告の特例ではいずれの税関長に申告してもよい、輸出申告の特例が利用できない貨物として輸出貿易管理令別表1の1項の物品がある、ということに気づけば、これらの知識を結びつけて解答することができるので、体系的な知識のインプットは重要である。

[参照　第2編（関税法）-第3章（輸出入申告）-1.申告先-（1）原則、（3）例外2 申告の特例、第2編（関税法）-第4章（輸出入申告の特例）-1.輸出申告の特例-（1）特徴、（5）輸出申告の特例が利用できない貨物]"
輸入申告の特例,59-20-5,A,税関長は、特例輸入者が特例申告を行う場合において、当該特例申告に係る貨物の輸入の時から当該貨物に係る関税等の納付すべき期限が延長されるまでの間における当該関税等の保全のために必要があると認めるときは、当該特例輸入者に対し、金額及び期間を指定して、当該関税等につき担保の提供を命ずることができる。,○×,○,"税関長は、特例輸入者が特例申告を行う場合において、当該特例申告に係る貨物の輸入の時から当該貨物に係る関税等の納付すべき期限が延長されるまでの間における当該関税等の保全のために必要があると認めるときは、当該特例輸入者に対し、金額及び期間を指定して、当該関税等につき担保の提供を命ずることができる(任意的担保 関7条の8)。この担保は、期限内特例申告書を提出した場合の納期限延長の任意的担保(関9条の2第3項)とは別物である。
[参照　第2編（関税法）-第4章（輸出入申告の特例）-2.輸入申告の特例-（1）特徴]"
関税法等の特例法,59-21-1,B,物品の一時輸入のための通関手帳に関する通関条約（ATA条約）の実施に伴う関税法等の特例に関する法律の規定に基づく通関手帳による輸入申告については、関税法第68条（輸出申告又は輸入申告に際しての提出書類）に規定する仕入書の提出及び同法第70条第1項（証明又は確認）の規定に基づく許可、承認等の証明の手続を省略することができることとされている。,○×,×,"通関手帳による輸入申告については、仕入書の提出は省略されるものの、他法令の証明又は確認(関70条1項、2項)は必要である(特例通5章3-2(3)(4))。
[参照　第5編（関税法等の特例法）-2.ATA特例法-（2）手続-①日本への一時輸入]"
関税法等の特例法,59-21-2,C,物品の一時輸入のための通関手帳に関する通関条約（ATA条約）の実施に伴う関税法等の特例に関する法律の規定に基づく通関手帳により輸出された物品が再輸入される際には、当該物品につき関税定率法第14条第10号、第11号又は第14号（無条件免税）の規定の適用を受けられるものであって当該通関手帳の有効期限内に輸入申告されるものに限り、当該通関手帳による輸入をすることができることとされている。,○×,×,"通関手帳により輸出された物品が再輸入される際には、無条件免税(関率14条10号、11号又は14号)の規定の適用を受けられるものに限り、通関手帳による輸入をすることができることとされているが、通関手帳の有効期限内に輸入申告されなくてもよい(特例通5章3-10)。
[参照　第5編（関税法等の特例法）-2.ATA特例法-（2）手続-②日本からの一時輸出]"
関税法等の特例法,59-21-3,B,物品の一時輸入のための通関手帳に関する通関条約（ATA条約）の実施に伴う関税法等の特例に関する法律の規定に基づく通関手帳による物品の輸入をした者が、当該物品について関税定率法第17条第4項（再輸出免税）の規定により関税を徴収されることとなったときは、輸入国の保証団体は、当該輸入をした者と連帯して当該関税を納付する義務を負う。,○×,○,"再輸出免税(関率17条4項)の規定によると、輸入された貨物が再輸出期間内に輸出されない場合と、用途以外の用途に供された場合は、直ちに輸入者から関税が徴収される。そして、この輸入者が、通関手帳により輸入したのであれば、この再輸出免税の規定により輸入税を徴収されることとなるので、輸入国の保証団体は、輸入者と連帯して関税を納付する義務を負う(ATA特例法5条4項)。
[参照　第5編（関税法等の特例法）-2.ATA特例法-（3）用途外使用等と関税の徴収]"
関税法等の特例法,59-21-4,B,物品の一時輸入のための通関手帳に関する通関条約（ATA条約）の実施に伴う関税法等の特例に関する法律の規定に基づく通関手帳による輸入がされる物品について、当該物品をその輸入の許可の日から1年以内に輸出する場合に限り、関税定率法第17条第1項（再輸出免税）の規定による関税の免除を受けることができる。,○×,×,"輸入許可の日から通関手帳の有効期限の到来する日までの期間（有効期間）が再輸出期間とされているので、「輸入の許可の日から1年以内」ではない(ATA特例法4条)。
[参照　第5編（関税法等の特例法）-2.ATA特例法-（2）手続-①日本への一時輸入]"
関税法等の特例法,59-21-5,B,物品の一時輸入のための通関手帳に関する通関条約（ATA条約）の実施に伴う関税法等の特例に関する法律の規定に基づく通関手帳による輸入をすることができる物品は、関税定率法第17条第1項第1号（再輸出免税）に規定する加工される貨物及び同項第4号に規定する修繕される貨物に限られる。,○×,×,通関手帳による輸入をすることができる物品は、再輸出免税(関率17条)の対象物品のうち、加工される貨物又は加工材料となる貨物(関率17条1項1号)と修繕される貨物(関率17条1項4号)以外のものである(ATA特例法3条1項、ATA特例令2条)。
特恵関税、経済連携協定,59-22-1,A,税関長は、輸入申告がされた貨物について関税暫定措置法第8条の2の規定による特恵関税の便益を適用する場合において、当該貨物を輸入する者に対し、関税暫定措置法第8条の4の規定に基づき、当該貨物が特恵受益国等原産品であることを明らかにする資料の提供を求めることができる。,○×,○,"特恵税率を適用する場合、税関長は、輸入者に対し、原産品であることを明らかにする資料の提供を求めることができる(暫8条の4第1項1号)。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-④原産品であることの確認]"
特恵関税、経済連携協定,59-22-2,A,関税暫定措置法第8条の2の規定による特恵関税制度における特恵原産地証明書（輸入しようとする貨物が特恵受益国等を原産地とする物品であることを証明した書類）は、その証明に係る貨物についての輸入申告の日において、その発給の日から1年以上を経過したものであってはならないが、災害その他やむを得ない理由によりその期間を経過した場合において、税関長の承認を受けたときは、この限りでない。,○×,○,"特恵税率の適用を受けようとする場合の原産地証明書は、その証明に係る貨物についての輸入申告の日において、その発給の日から1年以上を経過したものであってはならないが、災害その他やむを得ない理由によりその期間を経過した場合において、税関長の承認を受けたときは、この限りでない(暫令29条)。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-②原産地証明書、原産品申告書]"
特恵関税、経済連携協定,59-22-3,A,関税暫定措置法第8条の2の規定による特恵関税制度における特恵原産地証明書（輸入しようとする貨物が特恵受益国等を原産地とする物品であることを証明した書類）の様式は、その証明に係る貨物の輸出国の税関（税関が特恵原産地証明書を発給することとされていない場合には、特恵原産地証明書の発給につき権限を有するその他の官公署または商業会議所その他これに準ずる機関で税関長が適当と認めるもの）が定める適宜の様式でよいこととされている。,○×,×,"特恵税率の適用を受けようとする場合の原産地証明書は、輸出者の申告に基づき原産地の税関（税関が原産地証明書を発給することとされていない場合には、原産地証明書の発給につき権限を有するその他の官公署又は商業会議所その他これに準ずる機関で、税関長が適当と認めるもの）が発給したものである(暫令27条4項)。この原産地証明書の様式は、関税暫定措置法施行規則によって定められている(暫令27条5項、暫規10条1項、別紙様式第一)。特恵関税のものに限らず、原産地証明書の様式は法令で決まっているので、「適宜の様式」つまり様式が決まっておらず適当であればよいとはされていない。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-②原産地証明書、原産品申告書]"
特恵関税、経済連携協定,59-22-4,A,関税暫定措置法第8条の2の規定による特恵関税制度において、一の特恵受益国等の船舶により本邦の排他的経済水域の海域で採捕された水産物は、当該特恵受益国等において完全に生産された物品とされている。,○×,○,"一の特恵受益国等の船舶により本邦の排他的経済水域の海域で採捕された水産物は、当該特恵受益国等の完全生産品である(暫令26条1項1号、暫規8条)。
[参照　第3編（関税定率法、関税暫定措置法）-第8章（特恵関税、経済連携協定、WTO協定）-3.原産地基準-（2）完全生産品-①特恵関税]"
特恵関税、経済連携協定,59-22-5,A,本邦に入国する者がその入国の際に携帯して輸入する物品についても、特恵関税の便益の適用を受けることができることとされている。,○×,○,"本邦に入国する者がその入国の際に携帯して輸入する物品（携帯品）について特恵税率の適用を禁じる規定はなく、適用可能である。
[参照　第3編（関税定率法、関税暫定措置法）-第8章（特恵関税、経済連携協定、WTO協定）-1.特恵税率及びEPA税率の適用要件-（1）要件]"
課税価格の決定,59-23-1,B,関税の課税価格の計算方法に関し、航空機により運送された輸入貨物のうち、無償の見本であって、その航空機による運賃及び保険料により計算した場合の課税価格の総額が20万円以下のものについての輸入港に到着するまでの運送に要する運賃及び保険料は、航空機による運送方法以外の通常の運送方法による運賃及び保険料によるものとされている。,○×,○,"航空機により運送された輸入貨物のうち、無償の見本であって、その航空機による運賃及び保険料により計算した場合の課税価格の総額が20万円以下のものについての輸入港に到着するまでの運送に要する運賃及び保険料は、航空機による運送方法以外の通常の運送方法による運賃及び保険料によるものとされている(航空運賃特例 関率4条の6第1項、関率令1条の13第1項)。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第4章（課税価格の決定（例外））-3.特別ルール-（3）航空運賃特例]"
課税価格の決定,59-23-2,B,関税の課税価格の計算方法に関し、航空機により運送された輸入貨物のうち、外国に住所を有する者から本邦に住所を有する者にその個人的な使用に供するため寄贈された物品で、その航空機による運賃及び保険料に基づいて算出した課税価格の総額が10万円以下のものについての輸入港に到着するまでの運送に要する運賃及び保険料は、航空機による運送方法以外の通常の運送方法による運賃及び保険料によるものとされている。,○×,○,"航空機により運送された輸入貨物のうち、外国に住所を有する者から本邦に住所を有する者にその個人的な使用に供するため寄贈された物品で、その航空機による運賃及び保険料に基づいて算出した課税価格の総額が10万円以下のものについての輸入港に到着するまでの運送に要する運賃及び保険料は、航空機による運送方法以外の通常の運送方法による運賃及び保険料によるものとされている(航空運賃特例 関率4条の6第1項、関率令1条の13第2項1号)。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第4章（課税価格の決定（例外））-3.特別ルール-（3）航空運賃特例]"
課税価格の決定,59-23-3,B,関税の課税価格の計算方法に関し、航空機により運送された輸入貨物のうち、修繕又は取替えのため無償で輸入される物品についての輸入港に到着するまでの運送に要する運賃及び保険料は、航空機による運送方法以外の通常の運送方法による運賃及び保険料によるものとされている。,○×,○,"航空機により運送された輸入貨物のうち、修繕又は取替えのため無償で輸入される物品についての輸入港に到着するまでの運送に要する運賃及び保険料は、航空機による運送方法以外の通常の運送方法による運賃及び保険料によるものとされている(航空運賃特例 関率4条の6第1項、関率令1条の13第2項7号)。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第4章（課税価格の決定（例外））-3.特別ルール-（3）航空運賃特例]"
課税価格の決定,59-23-4,A,関税定率法第4条の2の規定により輸入貨物の課税価格を当該輸入貨物と同種又は類似の貨物に係る取引価格により決定する場合における「同種又は類似の貨物」とは、当該輸入貨物の本邦への輸出の日又はこれに近接する日に本邦へ輸出されたもので、当該輸入貨物の生産国で生産されたものに限られる。,○×,○,"輸入貨物の課税価格を当該輸入貨物と同種又は類似の貨物に係る取引価格により決定する場合(関率4条の2)における「同種又は類似の貨物」とは、当該輸入貨物の本邦への輸出の日又はこれに近接する日に本邦へ輸出されたもので、当該輸入貨物の生産国で生産されたものに限られる。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第4章（課税価格の決定（例外））-2.例外ルール-（2）例外ルール1 同種・類似の貨物に係る取引価格による課税価格の決定-①要件]"
課税価格の決定,59-23-5,B,輸入貨物が買手の所有する船舶により運送された場合には、当該船舶の減価償却費に燃料費、乗組員費、保険料等の費用を加えた額が、関税定率法第4条第1項第1号に規定する輸入貨物が輸入港に到着するまでの運送に要する運賃となり、その額に当該運送の状況を勘案して通常必要とされる費用の額を著しく超える費用の額があるときであっても、当該運賃から当該著しく超える費用の額を控除することはできないこととされている。,○×,×,"輸入貨物が買手の所有する船舶により運送された場合は、当該船舶の減価償却費又は用船料に、燃料費、乗組員費、保険料等の費用を加えたものをいう。ただし、当該運送の状況を勘案して、通常必要とされる費用の額を著しく超える費用の額がある場合には、当該著しく超える額を控除するものとする(関率通4-8(3)ハ)。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第3章（課税価格の決定（原則））-5.加算費用-（2）輸入港に到着するまでの運送に要する運賃、保険料その他当該運送に関連する費用-②運賃]"
外国為替及び外国貿易法,59-24-1,B,経済産業大臣の輸入割当てを受けるべきものとして公表された品目に該当する貨物を仮に陸揚げしようとするときは、経済産業大臣の輸入の承認を受けることを要する。,○×,×,"経済産業大臣の輸入割当てを受けるべきものとして公表された品目（輸入割当品目）に該当する貨物を輸入するときは、原則として経済産業大臣の輸入の承認を受けることを要する(輸入令4条1項、9条1項)。しかし、この貨物が仮陸揚貨物であれば、特例としてこの輸入の承認は不要となる(輸入令14条3号)。また、仮陸揚貨物については、特例の例外も適用されない(経済産業省告示160号、輸入令14条3号)。したがって、本問の貨物には特例が適用され、経済産業大臣の輸入承認は不要となる。
[参照　第6編（外国為替及び外国貿易法）-3.輸入の規制-（1）輸入承認-②輸入承認を要する場合（原則）-ⅱ輸入割当品目（IQ品目）、第6編（外国為替及び外国貿易法）-3.輸入の規制-（1）輸入承認-③輸入承認及び輸入割当てが不要な場合（特例、逆委託加工貿易）-ⅰ特例、第6編（外国為替及び外国貿易法）-3.輸入の規制-（1）輸入承認-④輸入承認及び輸入割当てを要する場合（特例の例外）]"
外国為替及び外国貿易法,59-24-2,B,経済産業大臣の輸入割当てを受けるべきものとして公表された品目に該当する貨物を船舶又は航空機により輸出した場合であって、当該船舶又は航空機の事故のために積み戻したものを輸入するときは、経済産業大臣の輸入割当てを受けることを要する。,○×,×,"経済産業大臣の輸入割当てを受けるべきものとして公表された品目（輸入割当品目）に該当する貨物であっても、この貨物が船舶又は航空機により輸出した場合であって、当該船舶又は航空機の事故のために積み戻したもの（再輸入貨物）であれば、特例として輸入割当ては不要となる(輸入令14条1号、別表1の18号)。また、貨物が船舶又は航空機により輸出した場合であって、当該船舶又は航空機の事故のために積み戻したものであれば、特例の例外も適用されない(経済産業省告示160号、輸入令別表1の18号)。したがって、本問の貨物には特例が適用され、経済産業大臣の輸入割当ては不要となる。
[参照　第6編（外国為替及び外国貿易法）-3.輸入の規制-（1）輸入承認-②輸入承認を要する場合（原則）-ⅱ輸入割当品目（IQ品目）、第6編（外国為替及び外国貿易法）-3.輸入の規制-（1）輸入承認-③輸入承認及び輸入割当てが不要な場合（特例、逆委託加工貿易）-ⅰ特例、第6編（外国為替及び外国貿易法）-3.輸入の規制-（1）輸入承認-④輸入承認及び輸入割当てを要する場合（特例の例外）]"
外国為替及び外国貿易法,59-24-3,B,税関長は、特に必要があると認めるときは、1月以内において、経済産業大臣の輸入の承認の有効期間を延長することができる。,○×,○,"輸入承認の有効期間は、原則として承認をした日から6月であるが、経済産業大臣は、特に必要があると認めるときは、有効期間を延長できる(輸入令5条)。そして、1月以内において有効期間を延長する経済産業大臣の権限は、税関長に委任されている(輸入令18条2号)。つまり、税関長は、特に必要があると認めるときは、1月以内において、経済産業大臣の輸入の承認の有効期間を延長することができる。
[参照　第6編（外国為替及び外国貿易法）-3.輸入の規制-（2）手続]"
外国為替及び外国貿易法,59-24-4,B,経済産業大臣の輸入の承認の有効期間は、その承認の申請をした日から6月である。,○×,×,"輸入承認の有効期間は、原則として「承認をした日」から6月であるが、経済産業大臣は、特に必要があると認めるときは、有効期間を延長できる(輸入令5条)。つまり、「承認の申請」をした日から6月ではない。
[参照　第6編（外国為替及び外国貿易法）-3.輸入の規制-（2）手続]"
外国為替及び外国貿易法,59-24-5,B,経済産業大臣の輸入割当てを受けるべきものとして公表された品目に該当する貨物を有償で輸入しようとする場合において、当該貨物の総価額が18万円以下であるときは、経済産業大臣の輸入割当てを受けることを要しない。,○×,×,"経済産業大臣の輸入割当てを受けるべきものとして公表された品目に該当する貨物を「無償」で輸入しようとする場合において、当該貨物の総価額が18万円以下であるときは、特例として経済産業大臣の輸入割当てを受けることを要しない(輸入令9条1項、14条1号、別表1の1号、通商産業省告示789号)。本問は「有償」で輸入しようとする場合においてという部分が誤りとなる。
[参照　第6編（外国為替及び外国貿易法）-3.輸入の規制-（1）輸入承認-②輸入承認を要する場合（原則）-ⅱ輸入割当品目（IQ品目）、第6編（外国為替及び外国貿易法）-3.輸入の規制-（1）輸入承認-③輸入承認及び輸入割当てが不要な場合（特例、逆委託加工貿易）-ⅰ特例]"
