カテゴリー,問題番号,問題,選択肢,正解,解説
関税暫定措置法（特恵関税）,52-24-1,経済上の連携に関する日本国政府とマレーシア政府との間の協定において関税の譲許が定められている物品であって、マレーシアを原産地とするものについては、当該物品の当該協定に基づく関税率が関税暫定措置法第8条の2に規定する特恵関税に基づく関税率を超える場合を除き、当該特恵関税の便益を与えないものとされている。,○×,○,日本とマレーシアとの間の経済連携協定（つまりEPA）が適用される物品で、EPA税率と一般特恵税率(暫定措置法8条の2)がどちらも存在するときは、そのEPA税率が一般特恵税率より高いとき以外（つまりEPA税率が一般特恵税率より低いか、同率である場合）は、一般特恵税率ではなくEPA税率が適用されるということであり、正しい。マレーシアとの間のEPA税率に限らず、EPA税率と一般特恵税率が併存するときは一般的に当てはまる税率の適用順序のルールである(暫定措置法8条の2、同法施行令25条4項項名3) 。
関税暫定措置法（特恵関税）,52-24-2,関税暫定措置法第8条の2に規定する特恵関税に係る原産地証明書は、税関長がやむを得ない特別の事由があると認める場合を除き、その証明に係る物品の輸出の際に、当該物品の輸入者の申告に基づき、原産地の税関又は当該原産地証明書の発給につき権限を有するその他の官公署若しくは商業会議所その他これに準ずる機関で税関長が適当と認めるものが発給したものでなければならない。,○×,×,「当該物品の輸入者の申告に基づき」ではなく「当該物品の輸出者の申告に基づき」である(暫定措置法施行令27条4項)。
関税暫定措置法（特恵関税）,52-24-3,関税暫定措置法第8条の2第1項に規定する特恵受益国等を原産地とする物品のうち、その原産地である特恵受益国等から非原産国を経由して本邦へ向けて運送されるものについては、その課税価格の総額が20万円以下である場合又は特例申告貨物である場合に限り、同条に規定する特恵関税の便益の適用を受けることができる。,○×,×,「その課税価格の総額が20万円以下である場合又は特例申告貨物である場合」ではなく、「当該非原産国において運送上の理由による積替え及び一時蔵置以外の取扱いがされなかったものと、非原産国での一時蔵置又は博覧会等への出品のため輸出され、その輸出をした者により当該非原産国から本邦に輸出されるもの」に限り暫定措置法8条の2の一般特恵税率が適用される(同法施行令31条1項2号3号)。
関税暫定措置法（特恵関税）,52-24-4,関税暫定措置法第8条の2に規定する特恵関税に係る原産地証明書は、その証明に係る物品についての輸入の許可の日において、その発給の日から1年以上を経過したものであってはならないが、災害その他やむを得ない理由によりその期間を経過した場合において、税関長の承認を受けたときは、この限りでない。,○×,×,関税暫定措置法第8条の2に規定する特恵関税に係る原産地証明書は、その証明に係る物品についての「輸入申告の日」において、その発給の日から1年以上を経過したものであってはならないがのが原則である。しかし、例外的に、災害その他やむを得ない理由によりその期間を経過した場合において、税関長の承認を受けたときは、その発給の日から1年以上を経過したものでもよい(暫定措置法施行令29条)。
関税暫定措置法（特恵関税）,52-24-5,経済が開発の途上にある国については、当該国が関税暫定措置法第8条の2に規定する特恵関税の便益を受けることを希望するか否かにかかわらず、同条第1項に規定する特恵受益国等とされる。,○×,×,「希望するか否かにかかわらず」ではなく「希望するもののうち」である(暫定措置法8条の2第1項)。
関税定率法（課税価格の決定）,52-25-1,輸入貨物の売手が当該輸入貨物に係る特許権の権利者(特許権者)の下請会社である場合において、当該輸入貨物の買手が当該特許権者に対して支払う当該輸入貨物に係る当該特許権の使用に伴う対価は、当該輸入貨物の課税価格に含まれる。,○×,○,売手が輸入貨物に係る特許権者の下請会社である場合において、買手が当該特許権者に対して支払う当該特許権等の使用に伴う対価は、輸入貨物に係る取引の状況その他の事情からみて当該輸入貨物の輸入取引をするために買手により支払われるものとされ(関税定率法基本通達4-13(4)ニ)、特に他に課税価格に含まれることを否定する事情の無い本問では、当該対価は特許権の使用の対価として課税価格に含まれる。
関税定率法（課税価格の決定）,52-25-2,輸入貨物が輸入港に到着するまでの運送に要する運賃は、当該輸入貨物の課税価格に含まれる。,○×,○,輸入港に到着するまでの運送に要する運賃、保険料その他当該運送に関連する費用は、加算費用であり、輸入貨物の課税価格に含まれる(関税定率法4条1項1号)。
関税定率法（課税価格の決定）,52-25-3,輸入貨物の生産及び輸入取引に関連して買手により無償で直接に提供された物品に要する費用のうち、当該輸入貨物に組み込まれている我が国の法律に基づき表示されていることが義務付けられている事項のみが表示されているラベルに要する費用は、当該輸入貨物の課税価格に含まれない。,○×,○,含まれない(関税定率法4条1項3号イ、同法基本通達4-12(1))。 
関税定率法（課税価格の決定）,52-25-4,輸入貨物に係る輸入取引に関し買手により負担される費用のうち、当該輸入貨物の包装作業に係る人件費は、当該輸入貨物の課税価格に含まれる。,○×,○,関税定率法4条1項2号ハ、同法基本通達4-11にその通りの規定がある。包装に要する費用には、材料費のほか、人件費その他の費用が含まれるとされている。 
関税定率法（課税価格の決定）,52-25-5,輸入貨物の生産に関連して、買手により無償で直接に提供された役務に要する費用のうち、当該輸入貨物の買手と特殊関係にある者が外国において開発した当該輸入貨物の製法に係る技術に要する費用は、当該輸入貨物の課税価格に含まれない。,○×,×,含まれる(関税定率法4条1項3号ニ、同法施行令1条の5第3項)。なお、無償提供した役務の費用は、一般的には、当該買手が当該役務の提供を受けるために通常要する費用を課税価格に含めるが、本問は買手と特殊関係にある者が開発した役務で、当該買手が当該者から直接提供を受けたものである場合であるから、当該開発に要した費用を課税価格に含める必要がある(同令1条の5第4項1号)。
関税定率法（定義、関税率、その他）,52-26-1,第71類の類注において、「白金」とは、白金、パラジウム及びロジウムに限るものとされている。,○×,×,71類注4(B)では、「白金」とは、白金、イリジウム、オスミウム、パラジウム、ロジウム及びルテニウムだと規定されているため、白金は、白金、パラジウム及びロジウムに限定されていない。
関税定率法（定義、関税率、その他）,52-26-2,第16類の類注において、ソーセージ、肉、くず肉、血、魚又は甲殻類、軟体動物若しくはその他の水棲無脊椎動物の一以上を含有する調製食料品であって、これらの物品の含有量の合計が全重量の10%を超えるものは、第16類に属するものとされている。 ,○×,×,「10%」ではなく「20%」である(16類注2)。なお、令和4年法改正により、16類には「昆虫類」が追加されたため、同類注2の例示にも昆虫類が追加されることとなる。 
関税定率法（定義、関税率、その他）,52-26-3,第31類の類注において、第31.02項(窒素肥料)には純粋な硝酸アンモニウムを含まないものとされている。,○×,×,第31類注2(a)(ⅱ)により、硝酸アンモニウムは、純粋なものであっても31.02項に含まれるとされる。
関税定率法（定義、関税率、その他）,52-26-4,第70類の類注において、光ファイバーは第70類(ガラス及びその製品)に含むものとされている。,○×,×,70類注1(f)により、光ファイバーは、90類とされていることから70類ではない。
関税定率法（定義、関税率、その他）,52-26-5,第22類の類注において、第22.02項において「アルコールを含有しない飲料」とは、温度20度におけるアルコールの容量分が0.5%以下の飲料をいうものとされている。,○×,○,22類注2、注3にその通りの規定がある。
外国為替及び外国貿易法,52-27-1,経済産業大臣の輸入割当てを受けるべきものとして公表された品目の貨物を輸入しようとする場合において、経済産業大臣の輸入割当てを受けたときは、経済産業大臣の輸入の承認を受けることを要しない。,○×,×,輸入割当品目を輸入する場合は、経済産業大臣の輸入割当てを受けた後、経済産業大臣の輸入の承認も受けなければならない(輸入貿易管理令9条1項、同令4条1項)。 
外国為替及び外国貿易法,52-27-2,経済産業大臣の輸出の承認を受けて本邦から輸出された後無償で輸入される貨物であって、その輸出の際の性質及び形状が変わっていないものであっても、当該貨物が絶滅のおそれのある野生動植物の種の国際取引に関する条約附属書Iに掲げる種に属する植物に該当する場合には、経済産業大臣の輸入の承認を受けなければならない。,○×,×,絶滅のおそれのある野生動植物の種の国際取引に関する条約（ワシントン条約）該当物品は、原則として輸入割当て及び輸入承認の特例の除外貨物であるが、経済産業大臣の輸出の承認を受けて輸出された後無償で輸入される貨物で、その輸出の際の性質及び形状が変わっていないものは、例外として除外貨物から除かれている(輸入貿易管理令14条1号、同例外別表第1の17号の2)。また、例外の例外として、「我が国が締結した条約その他の国際約束を誠実に履行するため必要がある場合として経済産業大臣が定める場合」は、原則通り除外貨物となるが、別表第1の17号の2はこの場合に当たらない(平成27年経済産業省告示160号)ので、本問貨物は例外の場合に当たり除外貨物となる。よって、輸入の承認は不要である。
外国為替及び外国貿易法,52-27-3,経済産業大臣の輸入割当てを受けるべきものとして公表された品目の貨物を有償で輸入しようとする場合において、当該貨物の総価額が18万円以下であるときは、経済産業大臣の輸入割当てを受けることを要しない。,○×,×,輸入割当てが不要な貨物は、総価額（課税価格のこと）が18万円以下で、かつ、無償で輸入される貨物である(輸入貿易管理令14条1号、同令別表第1の1号、平成12年通商産業省告示789号 1号の3)。そのため、有償で輸入される貨物は、輸入割当てを受けることを要する。 
外国為替及び外国貿易法,52-27-4,本邦から出漁した船舶が外国の領海において採捕した水産動植物であって、当該船舶により輸入される貨物については、当該貨物が経済産業大臣の輸入割当てを受けるべきものとして公表された品目の貨物に該当する場合であっても、経済産業大臣の輸入割当てを受けることを要しない。,○×,○,経済産業大臣の輸入割当てを受けるべきものとして公表された品目の貨物は原則として輸入割当てを受けることを要するが(輸入貿易管理令3条1項本文、9条1項)、本邦から出漁した船舶が外国の領海において採捕した水産動植物については、輸入割当ての特例として例外的に輸入割当てが不要となる(同令14条1号)。そして、例外の例外として、「我が国が締結した条約その他の国際約束を誠実に履行するため必要がある場合として経済産業大臣が定める場合」は輸入割当てが必要となるが、本邦から出漁した船舶が外国の領海において採捕した水産動植物は、この例外の例外には当たらない(平成27年経済産業省告示160号)。
外国為替及び外国貿易法,52-27-5,経済産業大臣の輸入割当ては、貨物の数量により行うこととされており、貨物の価額により行われることはない。,○×,×,経済産業大臣の輸入割当ては、原則として貨物の数量により行うとされているが、貨物の数量により輸入割当てを行うことが困難であり又は適当でない場合には、例外的に貨物の価額により行うことができる(輸入貿易管理令9条2項)。
関税法（不服申立て）,52-28-1,関税法の規定による税関長の処分について審査請求があった場合には、財務大臣は、その審査請求人から関税等不服審査会への諮問を希望しない旨の申出がされており、当該審査請求に参加する者から当該諮問をしないことについて反対する旨の申出がされていないときであっても、当該諮問をしなければならない。,○×,×,税関長の処分について審査請求があった場合には、財務大臣は、原則として関税等不服審査会に諮問しなければならないが、審査請求人から当該諮問を希望しない旨の申出がされ、参加人から当該諮問をしないことについて反対する旨の申出がされていないときは、例外的に諮問不要である(関税法91条1号)。
関税法（不服申立て）,52-28-2,関税の徴収に関する税関長の処分の取消しの訴えは、当該処分についての再調査の請求についての決定を経た後でなければ、提起することができない。,○×,×,「再調査の請求についての決定を経た後」ではなく「当該処分についての審査請求に対する裁決」である(関税法93条1号)。
関税法（不服申立て）,52-28-3,税関長が輸入されようとする貨物のうちに風俗を害すべき書籍に該当すると認めるのに相当の理由がある貨物があるとして、当該貨物を輸入しようとする者に対し、その旨を通知した場合において、当該通知の取消しの訴えを行おうとする者は、当該通知についての審査請求をすることなく、当該取消しの訴えを提起することができる。,○×,×,輸入してはならない貨物に該当すると認めるのに相当の理由があるとして税関長から通知された場合(関税法69条の11第3項、1項7号)には、その通知についての審査請求に対する裁決を経た後でなければ、取消しの訴えを提起することはできない(同法93条2号)。
関税法（不服申立て）,52-28-4,関税法の規定による税関長の処分について再調査の請求があったときは、税関長は、関税等不服審査会に諮問しなければならない。,○×,×,そのような規定は無い。財務大臣は、税関長の処分について審査請求があった場合には、原則として当該審査会に諮問しなければならないという規定はある(関税法91条)。
関税法（不服申立て）,52-28-5,関税法又は他の関税に関する法律の規定による税関職員の処分に不服がある者は、当該処分は当該職員の属する税関の税関長がした処分とみなし、再調査の請求をすることができる。,○×,○,関税法又は他の関税に関する法律の規定による税関長の処分に不服がある者は、再調査の請求をすることができる(関税法89条1項)。そして、関税法又は他の関税に関する法律の規定による税関職員の処分に不服がある者は、当該処分を当該職員の属する税関の税関長がした処分とみなし、これに対しても再調査の請求をすることができる(同条2項)。
関税関係特例法,52-29-1,関税法第7条第3項の規定による輸入貨物に係る関税率表の適用上の所属の教示の求めは、電子情報処理組織(NACCS)を使用して行うことはできない。,○×,×,NACCS法施行令1条1項1号、同令別表1号にできると定められている。
関税関係特例法,52-29-2,関税法第67条の規定による輸入の申告は、電子情報処理組織(NACCS)を使用して行うことはできない。,○×,×,NACCS法施行令1条1項1号、同令別表39号にできると定められている。
関税関係特例法,52-29-3,関税法第68条の規定による税関長の求めに応じ提出する輸入申告の内容を確認するために必要な契約書の提出は、電子情報処理組織(NACCS)を使用して行うことはできない。,○×,×,NACCS法施行令1条1項1号、同令別表42号にできると定められている。
関税関係特例法,52-29-4,関税法第70条の規定による他の法令の規定により輸入に関して許可を必要とする貨物について、輸入申告の際、当該許可を受けている旨の税関への証明は、電子情報処理組織(NACCS)を使用して行うことはできない。,○×,×,NACCS法施行令1条1項1号、同令別表44号にできると定められている。
関税関係特例法,52-29-5,関税暫定措置法施行令第27条第 1 項の規定による関税暫定措置法第8条の2に規定する特恵関税に係る原産地証明書の提出は、電子情報処理組織(NACCS)を使用して行うことはできない。,○×,×,NACCS法施行令1条1項1号、同令別表72号の3にできると定められている。
関税定率法（特殊関税）,52-30-1,不当廉売された貨物の輸入が当該貨物と同種の貨物を生産している本邦の産業に実質的な損害を与えるおそれがある場合において、当該本邦の産業を保護するために必要があると認められるときは、不当廉売関税を課することができる。,○×,○,関税定率法8条1項にその通りの規定があり、不当廉売関税を課すための要件である。
関税定率法（特殊関税）,52-30-2,関税定率法第8条第1項(不当廉売関税)に規定する本邦の産業とは、不当廉売された貨物と同種の貨物の本邦における総生産高に占める生産高の割合が相当の割合以上である本邦の生産者をいう。,○×,○,関税定率法第8条第1項に規定する本邦の産業とは、不当廉売された貨物と同種の貨物の本邦における総生産高に占める生産高の割合が相当の割合以上である本邦の生産者をいう(不当廉売関税に関する政令4条1項)。これはつまり、不当廉売された貨物の輸入が当該貨物と同種の貨物を生産している本邦の生産者に実質的な損害を与えるおそれがある場合において、当該本邦の生産者を保護するために必要があると認められるときに、不当廉売関税を課すということである。なお、「相当の割合」とは概ね50%であり(不当廉売関税に関する手続等についてのガイドライン4(1))、日本で同種貨物の総生産高の約50%以上を生産してる者が、関税定率法8条1項の「本邦の産業」として認められるのである。相殺関税(同法7条1項)でも同じような規定があるが、ほんの少しの割合しか生産してないような弱小生産者だけが害されていても、不当廉売関税は発動されない。
関税定率法（特殊関税）,52-30-3,不当廉売された貨物の輸入の事実及び当該輸入が本邦の産業に実質的な損害を与える事実の有無について、政府が調査を開始した場合において、当該貨物が小売に供されているときは、当該貨物の主要な消費者の団体は、当該調査に関し、財務大臣に対し、書面により意見を表明することができる。,○×,○,調査が開始された場合において、利害関係者、当該調査に係る貨物の産業上の使用者又は当該貨物の主要な消費者の団体は、当該調査に関し、財務大臣に対し、書面により意見を表明することができる。ただし、主要な消費者の団体が意見を表明することができるのは、当該貨物が小売に供されている場合に限る(不当廉売関税に関する政令12条の2第1項)。
関税定率法（特殊関税）,52-30-4,不当廉売関税は、不当廉売される貨物の正常価格と当該貨物の不当廉売価格との差額に相当する額と同額でなければならない。,○×,×,「同額」ではなく「同額以下」である(関税定率法8条1項)。
関税定率法（特殊関税）,52-30-5,政府は、不当廉売された貨物の輸入の事実及び当該輸入が本邦の産業に実質的な損害を与える事実についての十分な証拠がある場合において、必要があると認めるときは、当該本邦の産業に利害関係を有する者からの求めがないときであっても、これらの事実の有無につき調査を行うものとされている。,○×,○,関税定率法8条5項では、政府は、不当廉売された貨物の輸入の事実及び当該輸入が本邦の産業に実質的な損害を与える事実についての十分な証拠がある場合において、必要があると認めるときは、これらの事実の有無につき調査を行うとされており、当該本邦の産業に利害関係を有する者からの求めは要件となっていない。
