カテゴリー,問題番号,重要度,問題,選択肢,正解,解説
課税物件確定時期と適用法令,57-16-1,A,関税の課税物件の確定の時期について、保税展示場に入れられた外国貨物のうち、当該保税展示場における販売又は消費を目的とするもの(関税法第4条第1項第3号の2に掲げるもの)に対し関税を課する場合の基礎となる当該貨物の性質及び数量は、当該貨物を当該保税展示場において展示又は使用の行為をすることが税関長により承認された時における現況による。,○×,○,"保税展示場に入れられた外国貨物は、①積卸し、運搬、蔵置、②内容の点検、改装、仕分け、その他の手入れ、③展示、使用ができるが、外国貨物を保税展示場に入れる者は、税関長に申告して①から③の行為をすることについての承認を受ける必要がある（展示等の承認）。そして、保税展示場における販売又は消費を目的とする外国貨物についての課税物件確定時期は、展示等の承認がされた時である(関4条1項3号の2、62条の3第1項)。
[参照　第2編（関税法）-第13章（課税要件1（課税要件、課税物件、課税物件確定時期と適用法令））-3.課税物件確定時期と適用法令-（3）例外-④保税展示場又は総合保税地域における販売又は消費を目的とする貨物、保税展示場又は総合保税地域において有償で観覧又は使用に供される貨物、保税展示場で加工又は製造した製品]"
課税物件確定時期と適用法令,57-16-2,A,関税の課税物件の確定の時期について、税関長が、保税地域に置くことが困難であると認め期間及び場所を指定して、保税地域以外の場所に置くことを許可した外国貨物で、その場所において亡失したもの(関税法第4条第1項第4号に掲げるもの)に対し関税を課する場合の基礎となる当該貨物の性質及び数量は、その亡失の時における現況による。,○×,○,"保税地域等にある外国貨物で、亡失し、又は滅却されたものについての課税物件確定時期は、亡失又は滅却の時である(関4条1項4号)。保税地域等の「等」は他所蔵置許可場所を指すが、他所蔵置許可場所というのは法律上の正式名称ではない。関税法では保税地域以外の場所に貨物を置ける例外の1つとして「保税地域に置くことが困難又は著しく不適当であると認め税関長が期間及び場所を指定して許可した貨物」という規定が存在するだけであり(関30条1項2号)、その場所を一般的に他所蔵置許可場所と呼んでいるだけなので、試験問題として出題されるときはこの規定に沿った表現が使用される。つまり本問の「税関長が、保税地域に置くことが困難であると認め期間及び場所を指定して、保税地域以外の場所に置くことを許可した外国貨物」とは、他所蔵置許可場所に置くことの許可を受けて置かれた外国貨物のことを指すため、保税地域「等」にある外国貨物で、亡失し、又は滅却されたものの課税物件確定時期について述べていることとなる。
[参照　第2編（関税法）-第13章（課税要件1（課税要件、課税物件、課税物件確定時期と適用法令））-3.課税物件確定時期と適用法令-（3）例外-⑭保税地域にあるか他所蔵置許可場所の許可を受けた貨物で、亡失又は滅却]"
課税物件確定時期と適用法令,57-16-3,A,関税の課税物件の確定の時期について、本邦と外国との間を往来する船舶への積込みの承認を受けて保税地域から引き取られた外国貨物である船用品(一括して積込みの承認を受けたものを除く。)で、その指定された積込みの期間内に船舶に積み込まれないもの(関税法第4条第1項第5号に掲げるもの)に対し関税を課する場合の基礎となる当該貨物の性質及び数量は、当該承認に係る外国貨物が保税地域から引き取られた時の現況による。,○×,×,"本邦と外国との間を往来する船舶・航空機への積込みの承認を受けて保税地域から引き取られた外国貨物である船用品・機用品で、その指定された積込みの期間内に船舶に積み込まれないものについての課税物件確定時期は、一括して積込みの承認を受けていない場合は積込み承認時であり、一括して積込みの承認を受けた場合は貨物が保税地域から引き取られた時である(関4条1項5号)。本問は「(一括して積込みの承認を受けたものを除く。)」とされているため、一括して積込みの承認を受けていない場合を指しているから、積込み承認時となる。
[参照　第2編（関税法）-第13章（課税要件1（課税要件、課税物件、課税物件確定時期と適用法令））-3.課税物件確定時期と適用法令-（3）例外-⑧積込みの指定期間内に積み込まれない船用品又は機用品]"
課税物件確定時期と適用法令,57-16-4,A,関税の課税物件の確定の時期について、税関長が、1年の範囲内で運送の期間を指定して、一括して保税運送を承認した外国貨物で、その指定された運送の期間内に運送先に到着しないもの(関税法第4条第1項第5号に掲げるもの)に対し関税を課する場合の基礎となる当該貨物の性質及び数量は、当該承認に係る外国貨物が発送された時における現況による。,○×,○,"保税運送の承認を受けて運送された外国貨物で、その指定された運送の期間内に運送先に到着しないものについての課税物件確定時期は、一括して保税運送の承認を受けていない場合は運送の承認時であり、一括して保税運送の承認を受けた場合は貨物が発送された時である(関4条1項5号)。
[参照　第2編（関税法）-第13章（課税要件1（課税要件、課税物件、課税物件確定時期と適用法令））-3.課税物件確定時期と適用法令-（3）例外-⑨保税運送等の指定期間内に到着しない貨物]"
課税物件確定時期と適用法令,57-16-5,A,関税の課税物件の確定の時期について、留置された貨物で、公売に付されるものに対し関税を課する場合の基礎となる当該貨物の性質及び数量は、その公売の時における現況による。,○×,○,"収容された貨物、留置された貨物、差押物件、領置物件のいずれかで、公売に付されるか随意契約により売却されるものについての課税物件確定時期は、公売に付されるものについては公売の時であり、随意契約により売却されるものについては売却の時である(関4条1項7号)。
[参照　第2編（関税法）-第13章（課税要件1（課税要件、課税物件、課税物件確定時期と適用法令））-3.課税物件確定時期と適用法令-（3）例外-①公売又は随意契約]"
納税義務者,57-17-1,A,関税定率法第15条第1項(特定用途免税)の規定により関税の免除を受けて輸入された貨物について、特定用途免税に係る特定の用途以外の用途に供するため譲渡されたことにより、その免除を受けた関税を徴収する場合には、その譲渡をした者がその関税を納める義務を負う。,○×,○,"特定用途免税の規定により関税の免除を受けた貨物が輸入の許可の日から2年以内に用途以外の用途に供された場合は、免除を受けた関税が直ちに徴収される。この免除を受けた関税を徴収される者（つまり免除を受けた関税を納める義務を負う者）は、用途以外の用途に供された場合は供した者であり、用途以外の用途に供するため譲渡された場合においては譲渡をした者となる(関率15条1項)。
[参照　第3編（関税定率法、関税暫定措置法）-第4章（減免戻し税2（条件付き））-3.特定用途免税（関率15条）-（2）用途外使用等と関税の徴収、第2編（関税法）-第14章（納税義務者）-2.例外-（1）例外的納税義務者-③用途外使用等]"
納税義務者,57-17-2,A,本邦と外国との間を往来する船舶の旅客がその携帯品である外国貨物を輸入する前に本邦においてその個人的な用途に供するため消費した場合には、当該外国貨物を輸入したものとみなし、当該旅客がその関税を納める義務を負う。,○×,×,"外国貨物が輸入される前に本邦において使用・消費される場合には、使用・消費する者がその使用・消費の時に当該貨物を輸入するものとみなすのが原則である(みなし輸入 関2条3項)。このとき、使用・消費する者が輸入するとみなすのであるから、使用・消費する者が輸入者であり関税を納める義務を負う。しかし例外として、旅客又は乗組員がその携帯品である外国貨物をその個人的な用途に供するため使用・消費する場合はみなし輸入とされない(関令1条の2第2項)。本問は例外に当たるため、みなし輸入とされず関税の納付義務がない。
[参照　第2編（関税法）-第14章（関税法の定義）-1.定義-（9）みなし輸入-②使用又は消費によるみなし輸入]"
納税義務者,57-17-3,A,指定保税地域にある外国貨物(輸出の許可を受けた貨物を除く。)が亡失したときは、当該外国貨物が災害その他やむを得ない事情により亡失した場合を除き、当該外国貨物を管理する者がその関税を納める義務を負う。,○×,○,"保税地域等にある外国貨物で輸出の許可を受けた貨物以外の貨物が亡失したときは、災害その他やむを得ない事情により亡失した場合を除き、保税地域等の許可を受けた者（指定保税地域の場合は外国貨物の管理者）がその関税を納める義務を負う(関36条1項、41条の3、45条1項、61条の4、62条の7、62条の13)。
[参照　第2編（関税法）-第10章（保税地域）-7.共通ルール1（保税地域等に共通する事項）-（4）亡失、滅却、廃棄と関税の徴収、第2編（関税法）-第14章（納税義務者）-2.例外-（1）例外的納税義務者-①亡失又は滅却]"
納税義務者,57-17-4,A,保税運送の承認を受けて運送された外国貨物(輸出の許可を受けた貨物を除く。)が亡失したことにより、その承認の際に指定された運送の期間内に運送先に到着しないときは、当該外国貨物が災害その他やむを得ない事情により亡失した場合を除き、その運送の承認を受けた者がその関税を納める義務を負う。,○×,○,"保税運送の承認を受けて運送された外国貨物(輸出の許可を受けた貨物を除く。)が、その承認の際に指定された運送の期間内に運送先に到着しないときは、当該外国貨物が災害その他やむを得ない事情により亡失した場合又はあらかじめ税関長の承認を受けて滅却された場合を除き、その運送の承認を受けた者がその関税を納める義務を負う(関65条1項)。本問は亡失を理由として期間内に到着しないときについて述べているので、正しい。
[参照　第2編（関税法）-第11章（保税運送）-6.運送期間の経過による関税の徴収、第2編（関税法）-第14章（納税義務者）-2.例外-（1）例外的納税義務者-②指定期間経過]"
納税義務者,57-17-5,A,関税法第63条の2第1項(保税運送の特例)に規定する特定保税運送に係る外国貨物(輸出の許可を受けた貨物を除く。)が亡失したことにより、その発送の日の翌日から起算して7日以内に運送先に到着しないときは、当該外国貨物が災害その他やむを得ない事情により亡失した場合を除き、その特定保税運送に係る特定保税運送者がその関税を納める義務を負う。,○×,○,"特定保税運送に係る外国貨物が発送の日の翌日から起算して7日以内に運送先に到着しないときは、特定保税運送者から、直ちにその関税を徴収する。ただし、当該貨物が災害その他やむを得ない事情により亡失した場合又はあらかじめ税関長の承認を受けて滅却された場合は、関税は徴収されない(関65条1項、2項)。本問は亡失を理由として期間内に到着しないときについて述べているので、正しい。
[参照　第2編（関税法）-第11章（保税運送）-6.運送期間の経過による関税の徴収、第2編（関税法）-第14章（納税義務者）-2.例外-（1）例外的納税義務者-②指定期間経過]"
関税の徴収,57-18-1,B,税関長は、納税義務者が偽りその他不正の行為により関税を免れたと認められる場合において、納付すべき税額の確定した関税でその納期限までに完納されないと認められるものがあるときは、その納期限を繰り上げ、その納付を請求することができることとされている。,○×,○,"①国税通則法38条1項各号の繰上請求に該当し、かつ、②納付すべき税額の確定した関税がその納期限までに完納されないと認められる場合又は特例申告貨物につき納付すべき関税（納付すべき税額が確定したものを除く。）でその確定後においては当該関税の徴収を確保することができないと認められるものがある場合においては、その納期限を繰り上げ、その納付を請求することができる(関11条)。つまり①②の両方を満たせば納期限を早めることができる。
[参照　第2編（関税法）-第18章（関税の徴収、担保）-1.関税の徴収-（1）関税の徴収]"
担保,57-18-2,B,金地金その他の貴金属であって換価の容易なものは、関税の担保として提供することが認められる。,○×,×,"金地金（きんじがね）とは金塊のことである。金地金やその他の貴金属は関税の担保として認められない(関9条の11、国税通則法50条)。
[参照　第2編（関税法）-第18章（関税の徴収、担保）-2.担保-（3）提供する担保の種類]"
担保,57-18-3,B,関税の担保を提供した者は、担保物を変更する場合において、変更後に提供しようとする担保物が変更前の担保物の価額に相当する金銭であるときは、その旨を税関長に届け出ることとされているが、変更後に提供しようとする担保物が金銭以外のものであるときは、税関長の承認を受けなければならないこととされている。,○×,×,"関税の担保を提供した者は、変更前や変更後の担保の種類にかかわらず、担保物や保証人を変更する場合は税関長の承認を受けなければならない(関9条の11、関令8条の3第3項)。
[参照　第2編（関税法）-第18章（関税の徴収、担保）-2.担保-（3）増担保、担保の変更]"
担保,57-18-4,C,税関長が、特許権に係る輸入差止申立てを受理した場合において、その申立てに係る貨物についての認定手続が終了するまでの間当該貨物が輸入されないことにより当該貨物を輸入しようとする者が被るおそれがある損害の賠償を担保するため、当該申立てをした特許権者に対し、相当と認める額の金銭をその指定する供託所に供託すべき旨を命じたときは、当該特許権者は、その特許権を目的として設定した質権をもって当該金銭に代えることができる。,○×,×,"輸入差止申立ての際に相当と認める額の金銭の供託を命じられたときは、金銭の代わりに、国債、地方債その他の有価証券で税関長が確実と認めるものを供託することができるので(関69の15第3項)、質権は対象となっていない。試験対策としては、質権という名のものは担保として提供できるものに含まれていないことだけ分かっていれば十分である。有価証券の定義については色々と論争があるものの、財産的価値のある権利そのものが表れているチケットだと理解すればよい。国債や地方債の他、社債や株券等色々なものがある。質（しち）とは、担保となる物を質権者に預けておき、それを取り戻すためのお金が払えなければその物を質権者にあげることになる制度である。質権者は、取り戻すためのお金を払ってもらうまでは物を返さなくていいし、払ってもらえなければ物を貰えるという権利を持ち、この権利を質権という(民法342条)。質権という権利自体は財産的価値があるものの、チケットではなく概念なので、有価証券ではない。かなり大ざっぱな説明なので、詳しく知りたいのであれば各自で調べてほしい。
[参照　第2編（関税法）-第18章（関税の徴収、担保）-2.担保-（3）提供する担保の種類]"
税関職員又は税関長の権限,57-18-5,C,税関長は、税関の当該職員に輸入者に対し実地の調査において関税法第105条第1項第6号の規定による質問検査等を行わせる場合には、あらかじめ、当該輸入者に対し、その調査を行う旨、調査を開始する日時、調査を行う場所、調査を行う理由、調査の対象となる期間等を口頭ではなく書面により通知しなければならない。,○×,×,"税関職員は、関税法、関税定率法その他関税に関する法律で政令で定めるものの規定により職務を執行するため必要があるときは、その必要と認められる範囲内において、関税法105条1項に掲げられた行為をすることができる。関税法105条1項6号では、輸入された貨物についてその輸入者等に質問することや、貨物や貨物についての帳簿書類等を検査すること等ができるとされているが、税関職員が事業所等に直接やってきてこれらを行うことを実地の調査という。税関長が税関職員に実地の調査において質問や検査等を行わせる場合には、あらかじめ、輸入者に対し、その調査を行う旨、調査を開始する日時、調査を行う場所、調査を行う理由、調査の対象となる期間等を通知しなければならないが、書面により通知しなければならないという規定は存在しない(関105条の2、関通105の2-3、国税通則法74条の9)。かなり細かい規定からの出題である。
[参照　第2編（関税法）-第24章（税関職員又は税関長の権限）-1.税関職員の権限]"
輸出通関,57-19-1,A,経済連携協定の規定に基づき我が国の原産品とされる貨物を当該経済連携協定の締約国に輸出しようとする者は、当該貨物の輸出申告の際に、当該貨物が我が国の原産品であることにつき、我が国の権限ある当局が証明した書類を税関長に提出しなければならない。,○×,×,"貨物を輸入する際に経済連携協定における関税についての特別の規定による便益（つまりEPA税率）を適用しようとする場合であれば、締約国原産地証明書のような原産地を証明する書類の提出を要するが、輸出の際には日本において関税がかからないのでこのような書類の提出は不要となる(関68条、関令61条)。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（1）添付書類の種類]"
定義（関税法等）,57-19-2,A,輸入の許可を受けた貨物について、保税地域から引き取ることなく外国に向けて送り出す場合には、関税法の規定に基づく輸出の手続を要しない。,○×,×,"輸入の許可を受けた貨物は内国貨物であり(関2条1項3号、4号)、内国貨物を外国に向けて送り出すことは輸出であるから(関2条1項2号)、関税法の規定に基づく輸出の手続を要する(関67条)。
[参照　第2編（関税法）-第1章（関税法の定義）-1.定義-（6）外国貨物、内国貨物、（10）輸出、積戻し]"
輸出通関,57-19-3,A,関税法第70条第1項の規定に基づき、外国為替及び外国貿易法第48条第1項及び輸出貿易管理令第1条第1項の規定により輸出に関して経済産業大臣の許可を必要とする貨物を輸出しようとする者は、当該貨物について輸出の許可を受けるまでに当該経済産業大臣の許可を受けている旨を税関に証明しなければならない。,○×,×,"輸出に際して他法令の規定による許可の証明を要するときは、輸出の許可を受けるまでではなく、輸出申告の際に、許可を受けている旨を税関に証明しなければならない(関70条1項)。
[参照　第2編（関税法）-第3章（輸出入申告）-8.証明又は確認]"
定義（関税法等）,57-19-4,A,本邦の船舶により公海で採捕された水産物を洋上から直接外国に向けて送り出す場合には、関税法の規定に基づく輸出の手続を要しない。,○×,×,"本邦の船舶により公海で採捕された水産物は、内国貨物となる(関2条1項4号)。内国貨物を外国に向けて送り出すことは輸出であるから(関2条1項2号)、関税法の規定に基づく輸出の手続を要する(関67条)。
[参照　第2編（関税法）-第1章（関税法の定義）-1.定義-（6）外国貨物、内国貨物、（10）輸出、積戻し]"
税関事務管理人,57-19-5,B,本邦に本店又は主たる事務所を有しない法人が本邦にその事務所及び事業所を有しない場合において、当該法人が貨物を本邦から輸出しようとするときは、当該法人は、税関事務管理人を定め、その定めた旨を税関長に届け出なければならない。,○×,○,"本邦に本店か主たる事務所を有しない法人が、本邦に事務所も事業所を有しない場合において、税関関係手続及びこれに関する事項を処理する必要があるときは、当該法人は、税関事務管理人を定め、その定めた旨を税関長に届け出なければならない(関95条1項、2項)。「税関関係手続」とは、輸入申告その他関税法又は関税定率法その他の関税に関する法律の規定に基づく手続をいうが(関95条9項)、貨物を本邦から輸出しようとすることは輸出申告のような関税法の規定に基づく手続を要するので、税関関係手続に当たる。
[参照　第2編（関税法）-第22章（税関事務管理人）-1.税関事務管理人を定めるとき、2.税関事務管理人を定める届出と解任の届出]"
輸入通関,57-20-1,A,税関長は、原産地について偽った表示がされている外国貨物については、その表示がある旨を輸入申告をした者に直ちに通知し、期間を指定して、その者の選択により、その表示を消させ、若しくは訂正させ、又は当該貨物を滅却させなければならない。,○×,×,"その表示を消させ、若しくは訂正させ、又は当該貨物を滅却させなければならないのではなく、その表示を消させ、若しくは訂正させ、又は当該貨物を「積みもどさせ」なければならないのである(関71条2項)。滅却させることはできず、積戻しを命じることができる。
[参照　第2編（関税法）-第3章（輸出入申告）-9.原産地虚偽・誤認表示(輸入のみ)]"
輸入申告の特例,57-20-2,A,特例輸入者又は特例委託輸入者が電子情報処理組織(NACCS)を使用して行う輸入申告は、当該輸入申告に係る貨物を保税地域等に入れる前に行うことができる。,○×,○,"輸出申告は貨物を保税地域等に入れる前に行うことができるが、輸入申告は原則として保税地域等に入れた後に行う必要がある。しかし、特例輸入者又は特例委託輸入者が電子情報処理組織(NACCS)を使用して輸入申告を行う場合は、輸入申告の特例を利用した輸入(引取)申告を行うことができるので、このときは例外的に保税地域等に入れる前に行うことができる(関67条の2第3項3号、関令59条の6第3項)。
[参照　第2編（関税法）-第4章（輸出入申告の特例）-2.輸入申告の特例-（1）特徴]"
郵便物の輸出入,57-20-3,A,賦課課税方式が適用される郵便物に係る関税を納付しようとする者は、その納付を日本郵便株式会社に委託することはできない。,○×,×,"賦課課税方式が適用される郵便物は簡易手続の対象となる郵便物であるから、関税の納付も日本郵便株式会社に委託する(関77条3項)。
[参照　第2編（関税法）-第6章（郵便物の輸出入）-3.関税の納付、交付、関税納付前受取承認-（1）関税の納付、交付]"
輸入通関,57-20-4,A,はしけに積み込んだ状態で輸入申告をすることが必要な貨物を輸入しようとする者は、税関長に届け出ることにより、当該はしけの係留場所を所轄する税関長に対して輸入申告をすることができる。,○×,×,"ふ中扱いをするためには、税関長の承認を要するので、届出によって行うことはできない(関67条の2第2項)。
[参照　第2編（関税法）-第3章（輸出入申告）-1.申告先-（2）例外1 本船扱い、ふ中扱い]"
特恵関税、経済連携協定,57-20-5,A,輸入しようとする外国貨物を保税蔵置場に置くことの承認の申請の際に、当該外国貨物につき経済連携協定における関税についての特別の規定による便益の適用を受けるために締約国原産地証明書を税関長に提出した場合であっても、当該外国貨物の輸入申告の際には、当該締約国原産地証明書の写しを当該税関長に提出しなければならない。,○×,×,"輸入しようとする外国貨物を保税蔵置場に置くことの承認（蔵入承認）の申請をする際、経済連携協定における関税についての特別の規定による便益（EPA税率）の適用を受ける場合は併せて原産地証明書等の提出を要するが、その後の輸入申告時には提出不要である(関令36条の3)。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-②原産地証明書、原産品申告書]"
輸入通関,57-21-1,A,一の輸入申告に係る貨物について輸入の許可前における貨物の引取りの承認を受けた場合には、その貨物を分割して引き取ることはできない。,○×,×,"輸入許可前引取承認を受けた貨物については、分割してその一部だけを引き取ることもできる。(関73条1項、関令63条)。
[参照　第2編（関税法）-第3章（輸出入申告）-11.輸入許可前引取承認(輸入のみ)-（3）承認の手続]"
関税の確定,57-21-2,A,輸入の許可前における貨物の引取りの承認を受けた場合には、その輸入の許可を受けるまでは、その承認を受けた貨物の納税申告に係る課税標準又は納付すべき税額について修正申告をすることはできない。,○×,×,"修正申告は税関長による更正があるまですることができるが(関7条の14第1項)、輸入許可前引取承認を受けた貨物について例外的な扱いがされているわけではないため、輸入許可前引取承認を受けた貨物についての納税申告の場合も同様となる。
[参照　第2編（関税法）-第15章（関税の確定、賦課権の期間制限と徴収権の消滅事項）-1.申告納税方式-（2）輸入者が行う手続-②修正申告]"
輸入通関,57-21-3,A,輸入の許可前における貨物の引取りの承認を受けようとする場合において、当該承認の前に当該貨物の納税申告に係る納付すべき税額に更正があり、当該更正に基づき過少申告加算税が課されているときは、当該過少申告加算税に相当する額を除いた関税額に相当する担保を提供しなければならない。,○×,○,"輸入許可前引取承認を申請する者は、関税額（過少申告加算税と過少申告加算税に代わる重加算税に相当する額を除く。）に相当する担保を提供して税関長の承認を受けなければならない(関73条1項)。
[参照　第2編（関税法）-第3章（輸出入申告）-11.輸入許可前引取承認(輸入のみ)-（2）承認の要件]"
輸入通関,57-21-4,A,輸入の許可前における貨物の引取りの承認は、その貨物の関税が有税とされている場合に限り受けることができる。,○×,×,"税関長は、貨物が有税品か無税品かにかかわらず輸入許可前引取承認ができる(関通73-3-2)。
[参照　第2編（関税法）-第3章（輸出入申告）-11.輸入許可前引取承認(輸入のみ)-（2）承認の要件]"
輸入通関,57-21-5,A,特例輸入者又は特例委託輸入者が輸入の許可前における貨物の引取りの承認を受けようとする場合には、関税額に相当する担保を提供することを要しない。,○×,×,"特例輸入者や特例委託輸入者が輸入許可前引取承認を受けようとする場合も担保提供を要する(関73条1項)。なお、特例申告貨物を輸入する場合は輸入許可前引取承認を利用できないが(関73条1項)、特例輸入者や特例委託輸入者は輸入申告の特例しか利用できないのではなく通常の輸入申告も選択できるため、通常の輸入申告を選択するときは輸入許可前引取承認を利用できる。その場合でも、輸入許可前引取承認を受けようとするなら担保提供が必要であるということを本問は述べている。これは試験によくある引っ掛けで、特例輸入者や特例委託輸入者が輸入申告するから必ず特例輸入申告であるとは考えないでほしい。特例輸入者や特例委託輸入者が輸入許可前引取承認を受けようとする旨が問題文に書かれており、かつ、特例輸入申告を利用する旨が書かれていないときは、通常の輸入申告を選択した場合を指している。
[参照　第2編（関税法）-第3章（輸出入申告）-11.輸入許可前引取承認(輸入のみ)-（1）概要]"
保税地域,57-22-1,A,保税工場の許可を受けた者は、当該保税工場において使用する輸入貨物については、当該貨物を当該保税工場に入れた日から2年までの期間に限り、当該保税工場につき保税蔵置場の許可を併せて受けているものとみなされる。,○×,×,"2年ではなく3月である。保税工場の許可を受けた者は、当該保税工場において使用する輸入貨物については、貨物を入れた日から3月までの期間に限り、当該保税工場につき保税蔵置場の許可を併せて受けているものとみなす（みなし保税蔵置場 関56条2項）。つまり、貨物を保税工場に入れてから3月以内の期間は、保税蔵置場としての許可を受けていなくても保税工場は保税蔵置場とみなされるので、保税蔵置場同様に一時蔵置ができる。
[参照　第2編（関税法）-第10章（保税地域）-7.共通ルール1（保税地域等に共通する事項）-（2）蔵置期間]"
保税地域,57-22-2,A,税関長は、保税展示場に入れられた外国貨物が、当該保税展示場の許可の期間の満了の際、当該保税展示場にある場合には、当該保税展示場の許可を受けた者から、直ちにその関税を徴収することとされている。,○×,×,"税関長は、保税展示場に入れられた外国貨物で、保税展示場の許可の期間の満了又は許可の失効の際、その保税展示場にあるものについては、許可を受けた者に対し、期間を定めて貨物の搬出その他の処置を求めることができる。定められた期間内に当該処置がされないときは、許可を受けた者から、直ちにその関税を徴収する(関62条の6第1項)。つまり時系列では、①保税展示場の許可の期間の満了又は許可の失効→② 期間を定めて貨物の搬出その他の処置を求める→③定められた期間内に当該処置がされないときは直ちにその関税を徴収となるが、本問は②を飛ばして関税を直ちに徴収すると述べているので誤りとなる。
[参照　第2編（関税法）-第10章（保税地域）-5.保税展示場-（5）許可失効の際、保税展示場にある外国貨物]"
保税地域,57-22-3,A,関税法第30条第1項第2号(外国貨物を置く場所の制限)の規定により保税地域以外の場所に置くことを税関長が許可した外国貨物につき内容の点検をしようとするときは、あらかじめその旨を税関に届け出なければならない。,○×,○,"「関税法第30条第1項第2号(外国貨物を置く場所の制限)の規定により保税地域以外の場所に置くことを税関長が許可した外国貨物」とは、他所蔵置許可場所に置くことを許可された外国貨物を指すが、他所蔵置許可場所というのは法律上の正式名称ではない。関税法では保税地域以外の場所に貨物を置ける例外の1つとして「保税地域に置くことが困難又は著しく不適当であると認め税関長が期間及び場所を指定して許可した貨物」という規定が存在するだけであり、その場所を一般的に他所蔵置許可場所と呼んでいるだけなので、試験問題として出題されるときはこのような表現となっている。他所蔵置許可場所で貨物の内容の点検、改装、仕分け、その他の手入れを行うときは、あらかじめ税関に届け出なければならない(関36条2項)。
[参照　第2編（関税法）-第10章（保税地域）-10.共通ルール4（指定保税地域、保税蔵置場、他所蔵置許可場所に共通する事項）-（1）貨物の取扱い]"
保税地域,57-22-4,A,保税工場において、外国貨物についての加工若しくはこれを原料とする製造(混合を含む。)又は外国貨物に係る改装、仕分その他の手入れをしようとする者は、その開始の時までに税関長の承認を受けなければならない。,○×,×,"保税工場において、保税作業（＝外国貨物についての加工、外国貨物を原料とする製造（混合を含む。）、外国貨物に係る改装、仕分、その他の手入）をしようとする者は、その開始の際と終了の際、その旨を税関に届け出る必要がある(関56条1項、58条)。したがって「その開始の時までに税関長の承認を受けなければならない」とする部分が誤りであり、「その開始の時までに税関に届け出なければならない」であれば正しい記述となる。
[参照　第2編（関税法）-第10章（保税地域）-4.保税工場-（2）保税作業の届出]"
保税地域,57-22-5,B,保税蔵置場において貨物を管理する者は、当該保税蔵置場から外国貨物を出した場合であっても、関税法第32条(見本の一時持出)の規定による許可を受けて当該保税蔵置場から当該外国貨物を見本として一時持ち出したときは、同法第34条の2(記帳義務)に規定する帳簿に当該外国貨物の記号、番号、品名及び数量を記載することを要しない。,○×,×,"保税蔵置場において貨物を管理する者は、関税法32条(見本の一時持出)の規定による許可を受けて当該保税蔵置場から当該外国貨物を見本として一時持ち出したときは、関税法34条の2(記帳義務)に規定する帳簿に当該貨物の記号、番号、品名及び数量、当該許可に係る期間、持ち出し先、当該一時持ち出しの年月日を記載することを要する(関令29条の2第1項6号)。ここまで細かい規定を暗記していなくても、試験対策としては①貨物の出し入れ（搬出入）や各保税地域で行うことが法律上認められている行為については殆ど記載事項であり、②廃棄については記載事項ではない、ということさえ知っていれば大体対応できる。本問は①であるから、記号、番号、品名及び数量といった貨物を特定するための事項はおそらく記載事項であろうと考えれば正解できるので、それほど難しくはない。
[参照　第2編（関税法）-第10章（保税地域）-8.共通ルール2（保税地域に共通する事項）-（2）記帳義務]"
減免戻し税,57-23-1,A,本邦から輸出された貨物でその輸出の許可の日から1年を経過した後に輸入されるものについては、その輸出の許可の際の性質及び形状が変わっていないものであっても、関税定率法第14条第10号(無条件免税)の規定により関税の免除を受けることができない。,○×,×,"本邦から輸出された貨物でその輸出の許可の際の性質及び形状が変わっていないものは関税定率法14条10号(無条件免税)の規定により関税の免除を受けることができ、輸出の許可の日から1年を経過した後に輸入されるものは免除を受けられないという規定はない。
[参照　第3編（関税定率法、関税暫定措置法）-第3章（減免戻し税1（無条件））-3.無条件免税（関率14条）-（1）要件、金額]"
減免戻し税,57-23-2,A,加工のため本邦から輸出され、その輸出の許可の日から1年以内に輸入される貨物については、本邦においてその加工をすることが困難であると認められるものに限り、関税定率法第11条(加工又は修繕のため輸出された貨物の減税)の規定により関税の軽減を受けることができる。),○×,○,"加工又は修繕のため本邦から輸出され、その輸出の許可の日から1年（1年を超えることがやむを得ないと認められる理由がある場合において、税関長の承認を受けたときは、1年を超え税関長が指定する期間）以内に輸入される貨物（加工のためのものについては、本邦においてその加工をすることが困難であると認められるものに限る。）については、関税を軽減することができる(関率11条)。
[参照　第3編（関税定率法、関税暫定措置法）-第5章（減免戻し税3（再輸入））-4.加工又は修繕のため輸出された貨物の減税（関率11条）-（1）要件]"
減免戻し税,57-23-3,B,関税暫定措置法第9条第1項(軽減税率等の適用手続)に規定する軽減税率の適用を受けて貨物を輸入しようとする者は、その軽減される関税の額に相当する担保を税関長に提供しなければならない。,○×,×,"軽減税率の適用を受けて貨物を輸入する際に、担保提供を要する旨の規定はない(暫9条)。
[参照　第3編（関税定率法、関税暫定措置法）-第7章（減免戻し税5（軽減税率、転用））-1.軽減税率（関率20条の2、暫9条）-（1）要件、金額]"
