カテゴリー,問題番号,重要度,問題,選択肢,正解,解説
関税の確定,55-17-4,A,税関長は、納税申告に係る貨物の関税の納付前にする更正であって、課税標準又は納付すべき税額を増額するものに限り、更正通知書の送達に代えて、当該納税申告をした者に当該納税申告に係る書面に記載した納付すべき税額を是正させ、又はこれを是正してその旨を当該納税申告をした者に通知することによってすることができる。,○×,×,"申告に係る税額等の更正は、更正通知書を送達して行うのが原則である。例外的に、貨物の輸入許可前かつ関税の納付前かつ減額更正であれば、更正通知書の送達に代えて、納税申告をした者に納税申告に係る書面に記載した納付すべき税額を是正させ、又は税関長がこれを是正してその旨を納税申告をした者に通知することによって行うことができる(関7条の16第4項)。そうすると本問は貨物の輸入許可前という要件が書かれていないが、通常は関税の納付前なら輸入はまだ許可されていないので、この点については誤りであると言い切れないかもしれない。しかし、増額更正は対象外なので「課税標準又は納付すべき税額を増額するものに限り」という点は明確に誤りで、「課税標準又は納付すべき税額を減額するものに限り」となる。
[参照　第2編（関税法）-第15章（関税の確定、賦課権の期間制限と徴収権の消滅時効）-1.申告納税方式-（3）税関長が行う手続-①更正]"
関税の確定,55-17-5,A,税関長は、納税申告が必要とされている貨物について、その輸入の時までに当該申告がない場合であって、その調査により、当該貨物に係る納付すべき税額を決定したときは、その決定した納付すべき税額が過大であることを知ったときに限り、当該決定に係る納付すべき税額を更正する。,○×,×,"「その決定した納付すべき税額が過大であることを知ったときに限り」ではなく「その決定した納付すべき税額が過大又は過少であることを知ったときは」である(関7条の16第3項)。過大なときにしかできないのは更正の請求であり(関7条の15第1項)、更正は過大でも過少でもできる。
[参照　第2編（関税法）-第15章（関税の確定、賦課権の期間制限と徴収権の消滅時効）-1.申告納税方式-（3）税関長が行う手続-①更正]"
災害等による期限の延長,55-18-1,B,関税法第9条の2第1項の規定により、関税の納期限の延長を受けようとする輸入者は、その関税額に相当する額の担保を提供しなければならないが、災害その他やむを得ない理由により、その延長された納期限について同法第2条の3の規定により更に延長を受けようとするためには、同条の規定により追加の担保を提供する必要はない。,○×,○,"関税法9条の2第1項による納期限の延長とは個別延長方式による納期限の延長なので、担保提供が必要となる。したがって、問題文前半は正しい。関税法9条の2第1項による納期限の延長が個別延長方式を指していることまでは覚えていなくても、特例輸入者というワードが出ていない納期限の延長なのだから必要的担保だろうということは推測できる。また、関税法2条の3（災害等による期限の延長）により納期限を延長する場合は、担保提供が不要となる。そのため、問題文後半も正しい。よって、本問は正しい。
[参照　第2編（関税法）-第2章（期間と期限）-2.災害等による期限の延長、第2編（関税法）-第17章（関税の納付、法定納期限と納期限、還付）-2.法定納期限と納期限-（3）例外-①納期限の延長]"
関税の納付,55-18-2,B,関税法第9条の6第1項に規定する納付受託者が、関税を納付しようとする者から納付の委託を受けた関税を納付期日までに完納しないときは、税関長は、その関税を当該納付受託者から徴収することとされているが、当該納付受託者に対して滞納処分をしてもなお徴収すべき残余がある場合には、その残余の額について当該関税に係る納税者から徴収することができる。,○×,○,"納付の委託を受けた納付受託者が関税を納付期日までに完納しないときは、税関長は、その関税を納付受託者から徴収する(関9条の7第3項)。このとき税関長は納付受託者に対して滞納処分を行うが、滞納処分をしてもまだ徴収すべき金額に満たないため残余の額（徴収すべき残りの額）があるときには、次に、その残余の額についてその関税に係る納税者から徴収することができる(関9条の7第4項)。
[参照　第2編（関税法）-第17章（関税の納付、法定納期限と納期限、還付）-1.関税の納付-（3）納付受託者への納付委託]"
担保,55-18-3,B,関税の担保として税関長が確実と認める保証人の保証を提供しようとする者は、保証人の保証を証する書面を税関長に提出することとされており、当該書面は、当該保証人(法人である場合にあっては、当該保証人の代表者)の記名押印があるものでなければならない。,○×,○,"関税の担保として提供できるものはいくつかあるが、その中の1つに税関長が確実と認める保証人の保証がある(関9条の11、国税通則法50条6号)。これを提供するときは、当該保証人の保証を証する書面を税関長に提出することとされており、その書面は、当該保証人（法人である場合は、当該保証人の代表者）の記名押印を要する(関令8条の2第4項、関規1条の17第6項1号イ、2号イ)。なお、令和4年法改正により、現在税関に提出する書類はほぼ全て押印不要に変更となっているが、関税や消費税といった税金の担保のために保証人を付けるときの保証書だけは押印規定が存続しており、本問の「記名押印があるものでなければならない。」という部分も変わっていない。
[参照　第2編（関税法）-第18章（関税の徴収、担保）-2.担保-（3）提供する担保の種類、（4）担保の提供の手続]"
賦課権の期間制限と徴収権の消滅時効,55-18-4,A,関税の徴収権の時効については、その援用を要せず、また、その利益を放棄することができない。,○×,○,"一般的な消滅時効と異なり、関税の徴収権の時効は援用が不要であり、また、利益を放棄できない(関14条の2第2項、国税通則法72条2項)。
[参照　第2編（関税法）-第15章（関税の確定、賦課権の期間制限と徴収権の消滅時効）-3.賦課権の期間制限と徴収権の消滅時効-（4）徴収権の消滅事項-③援用、利益の放棄]"
納税義務者,55-18-5,A,保税展示場の許可の期間の満了の際に当該保税展示場にある外国貨物が、税関長が定めた期間内に搬出されないときは、税関長は、当該保税展示場に当該外国貨物を入れることの承認を受けた者から、直ちにその関税を徴収する。,○×,×,"税関長は、保税展示場に入れられた外国貨物で、保税展示場の許可の失効の際、その保税展示場にあるものについては、保税展示場の許可を受けた者に対し、期間を定めて当該外国貨物の搬出その他の処置を求めることができるものとし、期間内に当該処置がされないときは、その者から、直ちにその関税を徴収する(関62条の6第1項)。そして、保税展示場の許可の期間満了は、保税展示場の許可の失効事由の1つであるから(関47条1項5号、62条の7)、この規定が適用される。そうすると、「当該保税展示場に当該外国貨物を入れることの承認を受けた者から」という部分が誤りで、「当該保税展示場の許可を受けた者から」が正しい。
[参照　第2編（関税法）-第8章（AEO事業者等になるための要件と失効・取消し等）-3.保税蔵置場、保税工場、保税展示場-（2）失効事由、取消事由、搬入停止事由-①失効事由、第2編（関税法）-第10章（保税地域）-5.保税展示場-（5）許可失効の際、保税展示場にある外国貨物、第2編（関税法）-第14章（納税義務者）-2.例外-（1）例外的納税義務者-②指定期間経過]"
輸出通関,55-19-1,A,経済連携協定の規定に基づき我が国の原産品とされる貨物を当該経済連携協定の締約国に輸出しようとする者は、当該貨物の輸出申告の際に、当該貨物が我が国の原産品であることを証明した又は申告する書類を税関長に提出しなければならない。,○×,×,"締約国原産地証明書や締約国原産品申告書等は、日本に輸入するときにかかる関税についてEPA税率を適用するために提出するものであるから、輸入の場合に提出すべきものであり(関61条4項)、輸出の場合は提出不要である。
 [参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（1）添付書類の種類、（2）原産地証明書等]"
輸出通関,55-19-2,A,船舶により輸出される貨物についての輸出申告書に記載すべき当該貨物の価格は、当該貨物の本邦の輸出港における本船甲板渡し価格とすることとされているが、当該貨物が無償で輸出される場合にあっては、当該貨物の本邦内における調達原価に基づく価格とすることとされている。,○×,×,"船舶により輸出される貨物についての輸出申告書に記載すべき当該貨物の価格は、当該貨物の本邦の輸出港における本船甲板渡し価格（FOB価格）とされるが、当該貨物が無償で輸出される場合にあっては、当該貨物が有償で輸出されるものとした場合の価格とされている(関令58条1号、59条の2第2項)。つまり、無償で輸出される場合も、有償で輸出されると仮定した場合のFOB価格を輸出申告書に記載するということである。
[参照　第2編（関税法）-第3章（輸出入申告）-5.申告すべき数量と価格]"
輸出通関,55-19-3,A,輸出申告は、特定輸出者、特定委託輸出者又は特定製造貨物輸出者が行うものを除き、その申告に係る貨物を保税地域又は税関長が指定した場所に入れた後にするものとされている。,○×,×,"輸入申告は、保税地域又は税関長が指定した場所（保税地域等。保税地域又は他所蔵置許可場所のこと。）に入れた後に行わなければならない(関67条の2第1項、3項)。しかし、輸出申告にはこのような規定は無い。
[参照　第2編（関税法）-第3章（輸出入申告）-2.申告と保税地域等への搬入-（1）原則]"
輸出通関,55-19-4,A,税関長は、特定輸出者から特例輸出貨物に係る輸出の許可を取り消すべき旨の申請があったときは、当該特例輸出貨物が外国貿易船又は外国貿易機に積み込まれるまでの間に当該許可を取り消すことができる。,○×,○,"輸出許可後貨物が船舶や航空機に積み込まれるまでの間に輸出をやめたいときは、輸出申告の特例を利用した貨物においては輸出許可取消しの申請を行う。これを受けて税関長は、輸出許可を取り消すことができる(関67条の4)。
[参照　第2編（関税法）-第3章（輸出入申告）-17.撤回、取止め、取消し]"
関税関係帳簿等,55-19-5,B,貨物を業として輸出する者は、輸出の許可を受けた貨物について当該貨物の品名、数量及び価格その他必要な事項を記載した帳簿を備え付け、当該許可の日の翌日から7年間保存しなければならない。,○×,×,"貨物を業として輸出する者は、輸出の許可を受けた貨物について当該貨物の品名、数量及び価格その他必要な事項を記載した帳簿（関税関係帳簿）を備え付け、保存しなければならない(関94条1項)。そして、輸出者が保存義務を負う関税関係帳簿の保存期間は、輸出の許可の日の翌日から5年間であり、7年間ではない(関令83条8項)。なお、輸入者が保存義務を負う関税関係帳簿は、輸入の許可の日の翌日から7年間である(関令83条6項)。
[参照　第2編（関税法）-第7章（関税関係帳簿等）-1.関税関係帳簿等-（4）保存期間]"
税関事務管理人,55-20-1,B,本邦に住所及び居所を有しない個人が貨物を輸入しようとする場合には、税関事務管理人を定め、その定めた旨を税関長に届け出た上で、当該貨物の品名並びに数量及び価格(特例申告貨物以外の貨物については、課税標準となるべき数量及び価格)その他必要な事項を税関長に申告し、貨物につき必要な検査を経て、輸入の許可を受けなければならない。,○×,○,"貨物を輸入するときは、当該貨物の品名並びに数量及び価格（特例申告貨物以外の貨物については、課税標準となるべき数量及び価格）その他必要な事項を税関長に申告し、貨物につき必要な検査を経て、輸入の許可を受けなければならない(輸入申告 関67条)。そして、本邦に住所及び居所を有しない個人が貨物を輸入しようとする場合には、税関事務管理人を定め、その定めた旨を税関長に届け出た上で、当該税関事務管理人が輸入申告を行う(関95条1項、2項)。
[参照　第2編（関税法）-第22章（税関事務管理人）-1.税関事務管理人を定めるとき、2.税関事務管理人を定める届出と解任の届出]"
郵便物の輸出入,55-20-2,A,課税標準となるべき価格が10万円を超える郵便物であって寄贈物品に該当するものを輸入しようとする者は、税関長に輸入申告し、貨物につき必要な検査を経て、輸入の許可を受けなければならない。,○×,×,"課税価格が10万円を超えていても20万円以下である郵便物の輸入は簡易手続対象となり輸入申告不要であるが、20万円を超えていれば税関長に輸入申告し、貨物につき必要な検査を経て、輸入の許可を受けなければならない。しかし、寄贈物品であるものについては20万円を超えていても簡易手続対象となるため輸入申告は不要となる(関76条1項)。本問は寄贈物品であるから、課税価格にかかわらず簡易手続対象となるため、誤りとなる。
[参照　第2編（関税法）-第6章（郵便物の輸出入）-1.簡易手続の対象となる郵便物]"
輸入申告の特例,55-20-3,A,特例委託輸入者は、輸入しようとする貨物を保税地域等に入れる前に、電子情報処理組織(NACCS)を使用して当該貨物に係る輸入申告を行うことができる。,○×,○,"輸出申告は貨物を保税地域等に入れる前に行うことができるが、輸入申告は原則として保税地域等に入れた後に行う必要がある。しかし、特例輸入者又は特例委託輸入者が電子情報処理組織(NACCS)を使用して輸入申告を行う場合は、輸入申告の特例を利用した輸入(引取)申告を行うことができるので、このときは例外的に保税地域等に入れる前に行うことができる(関67条の2第3項3号、関令59条の6第3項)。
[参照　第2編（関税法）-第4章（輸出入申告の特例）-2.輸入申告の特例-（1）特徴]"
輸入通関,55-20-4,A,税関長は、原産地について誤認を生じさせる表示がされている外国貨物については、輸入を許可しない。,○×,○,"税関長は、原産地について直接又は間接に、偽った表示や誤認を生じさせる表示がされている外国貨物について、輸入を許可しない(関71条1項)。
[参照　第2編（関税法）-第3章（輸出入申告）-9.原産地虚偽・誤認表示(輸入のみ)]"
輸入通関,55-20-5,A,はしけに積み込んだ状態で輸入申告をすることが必要な貨物を輸入しようとする者は、税関長の承認を受けて、当該はしけの係留場所を所轄する税関長に対して輸入申告をすることができる。,○×,○,"いわゆる「ふ中扱い」のことである(関67条の2第2項、関令59条の5第1項2号)。
[参照　第2編（関税法）-第3章（輸出入申告）-1.申告先-（2）例外1 本船扱い、ふ中扱い、第2編（関税法）-第3章（輸出入申告）-2.申告と保税地域等への搬入-（2）輸入申告と搬入の例外1 本船扱い、ふ中扱い]"
保税運送,55-21-1,A,外国貨物の移動が同一開港又は同一税関空港の中で行われる場合には、当該外国貨物は、保税運送の承認を受けることなく外国貨物のまま運送することができる。,○×,○,"保税運送は、外国貨物について、税関長の承認を受ければ、開港、税関空港、保税地域、税関官署、他所蔵置許可場所の相互間を外国貨物のまま運送することができる制度である(関63条1項)。そのため、運送がこれらの相互間ではなく、例えば同一開港又は同一税関空港の中で行われる場合であれば、税関長の保税運送の承認を受けずに運送できる(関通63-3(1)イ)。
[参照　第2編（関税法）-第11章（保税運送）-1.通常の保税運送-（2）保税運送の承認を要しない場合]"
保税運送,55-21-2,A,税関長は、運送の状況その他の事情を勘案して取締り上支障がないと認めるときは、1年の範囲内で税関長が指定する期間内に発送される外国貨物の運送について一括して承認することができる。,○×,○,"税関長は、運送の状況その他の事情を勘案して取締り上支障がないと認めるときは、1年の範囲内で税関長が指定する期間内に発送される外国貨物の運送について一括して承認することができる(関63条1項、関令53条の2第1項)。
[参照　第2編（関税法）-第11章（保税運送）-2.包括保税運送]"
納税義務者,55-21-3,A,保税運送の承認を受けて運送された外国貨物(輸出の許可を受けた貨物を除く。)がその指定された運送の期間内に運送先に到着しないときは、当該外国貨物の荷受人から、直ちにその関税が徴収される。,○×,×,"「当該外国貨物の荷受人から」ではなく「運送の承認を受けた者から」である(関65条1項)。
[参照　第2編（関税法）-第11章（保税運送）-6.運送期間の経過による関税の徴収、第2編（関税法）-第14章（納税義務者））-2.例外-（1）例外的納税義務者-②指定期間経過]"
保税運送,55-21-4,A,税関長は、保税運送の承認をする場合において必要があると認めるときは、税関職員に当該承認に係る貨物の検査をさせ、また、関税額に相当する担保を提供させることができる。,○×,○,"税関長は、保税運送の承認をする場合において必要があると認めるときは、税関職員に当該承認に係る貨物の検査をさせ、また、関税額に相当する担保を提供させることができる(関63条2項)。
[参照　第2編（関税法）-第11章（保税運送）-1.通常の保税運送-（4）保税運送の手続]"
保税運送,55-21-5,A,税関長は、保税運送の承認をする場合においては、相当と認められる運送の期間を指定しなければならないこととされており、その指定後災害が生じたため必要があると認めるときは、その指定した期間を延長することができる。,○×,○,"税関長は、保税運送の承認をする場合においては、相当と認められる運送の期間を指定しなければならないこととされており、その指定後災害が生じたため必要があると認めるときは、その指定した期間を延長することができる(関63条4項)。
[参照　第2編（関税法）-第11章（保税運送）-1.通常の保税運送-（4）保税運送の手続]"
減免戻し税,55-22-1,A,加工のため本邦から輸出され、その輸出の許可の日から1年以内に輸入される貨物については、本邦においてその加工をすることが困難であると認められる場合には、関税定率法第11条(加工又は修繕のため輸出された貨物の減税)の規定による関税の軽減を受けることができる。,○×,○,"関税定率法11条により、加工又は修繕のため本邦から輸出され、その輸出の許可の日から1年（税関長の承認を受ければ延長可。）以内に輸入される貨物については、その関税を軽減することができるとされる。なお、加工のため本邦から輸出される貨物については、本邦においてその加工をすることが困難であると認められるものに限られている。
[参照　第3編（関税定率法、関税暫定措置法）-第5章（減免戻し税3（再輸入））-4.加工又は修繕のため輸出された貨物の減税（関率11条）-（1）要件]"
減免戻し税,55-22-2,C,課税価格の合計額が1万円以下の物品については、当該物品が関税定率法の別表第61.09項に掲げるTシャツである場合には、当該Tシャツがその輸入者の個人的な使用に供されると認められるものを除き、同法第14条第18号(無条件免税)の規定による関税の免除を受けることができる。,○×,×,"課税価格の合計額が1万円以下の物品は原則として無条件免税の対象となる(関率14条18号)。しかし、関税定率法の別表（関税率表のこと。）61.09項に当たる物品については、本邦に居住する者に寄贈される物品のうちその者の個人的な使用に供されると認められるものを除いては、例外的に無条件免税の対象とならない(関率令16条の3第8号)。そうすると、「課税価格の合計額が1万円以下の物品については、当該物品が関税定率法の別表第61.09項に掲げるTシャツである場合には、当該Tシャツが『本邦に居住する者に寄贈される物品のうち』その輸入者の個人的な使用に供されると認められるもの『に限り』、同法第14条第18号(無条件免税)の規定による関税の免除を受けることができる。」というのが正しい文章となる。
[参照　第3編（関税定率法、関税暫定措置法）-第3章（減免戻し税1（無条件））-3.無条件免税（関率14条）-（1）要件、金額]"
減免戻し税,55-22-3,A,博覧会への参加者が当該博覧会の会場において観覧者に無償で提供をする博覧会の記念品で輸入され、その輸入の許可の日から2年以内に当該記念品以外の用途に供されないものについては、関税定率法第15条第1項(特定用途免税)の規定による関税の免除を受けることができる。,○×,○,"博覧会等への参加者が輸入する物品であって、当該参加者が、当該博覧会等の会場において観覧者に無償で提供する当該博覧会等の記念品又は展示物品の見本品であって、当該博覧会等の開催の期間及び規模、物品の種類及び価格その他の事情を勘案して相当と認められるものについては、輸入の許可の日から2年以内に用途外用途に供されないのであれば、特定用途免税が適用される(関率15条1項5号の2ロ)。
[参照　第3編（関税定率法、関税暫定措置法）-第4章（減免戻し税2（条件付き））-3.特定用途免税（関率15条）-（1）要件、金額]"
減免戻し税,55-22-4,A,国際的な運動競技会において使用される物品で輸入され、その輸入の許可の日から1年以内に輸出されるものについては、関税定率法第17条第1項(再輸出免税)の規定による関税の免除を受けることができる。,○×,○,"国際的な運動競技会、国際会議その他これらに類するものにおいて使用される物品で輸入され、その輸入の許可の日から1年以内に輸出されるものについては、再輸出免税の規定による関税の免除を受けることができる(関率17条1項7号の2)。
 [参照　第3編（関税定率法、関税暫定措置法）-第6章（減免戻し税4（再輸出））-1.再輸出免税（関率17条）-（3）手続]"
減免戻し税,55-22-5,B,本邦から出漁した本邦の船舶内において、本邦から出漁した本邦の船舶によって外国で採捕された水産物を原料として製造して得た製品で、輸入されるものについては、関税定率法第14条の3第1項(外国で採捕された水産物等の減税又は免税)の規定による関税の免除を受けることができる。,○×,○,"本邦から出漁した本邦の船舶によって外国で採捕された水産物と、本邦から出漁した本邦の船舶内において当該水産物に加工し、又はこれを原料として製造して得た製品で、輸入されるものについては、外国で採捕された水産物等の減税又は免税の規定による関税の免除を受けることができる(関率14条の3第1項)。
[参照　第3編（関税定率法、関税暫定措置法）-第3章（減免戻し税1（無条件））-4.外国で採捕された水産物等の減免税（関率14条の3）-（1）要件]"
課税価格の決定,55-23-1,A,輸入貨物の生産及び輸入取引に関連して、買手により無償で直接に提供され、当該輸入貨物に組み込まれているラベルであって、我が国の法律に基づき表示することが義務付けられている事項のみが表示されているものに要する費用の額は、当該輸入貨物の課税価格に含まれる。,○×,×,"輸入貨物の生産及び輸入取引に関連して、買手により無償で直接に提供され、当該輸入貨物に組み込まれているラベルは、加算費用であり課税価格に含まれる。しかし、そのラベルに我が国の法律に基づき表示することが義務付けられている事項のみが表示されている場合は、そのラベルに要する費用の額は、当該輸入貨物の課税価格に含まれない(関率4条1項3号イ、関率通4-12(1))。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第3章（課税価格の決定（原則））-5.加算費用-（4）無償提供物品・役務-①概要]"
課税価格の決定,55-23-2,A,輸入貨物の生産及び輸入取引に関連して、買手により無償で直接に提供された役務に要する費用のうち、当該輸入貨物の生産のために必要とされた技術であって、本邦において開発されたものに要する費用の額は、当該輸入貨物の課税価格に含まれる。,○×,×,"輸入貨物の生産及び輸入取引に関連して、買手により無償で直接に提供された役務に要する費用のうち、当該輸入貨物の生産のために必要とされた技術であって、本邦以外において開発されたものに要する費用の額は、当該輸入貨物の課税価格に含まれる。しかし、本邦において開発されたものに要する費用の額は、当該輸入貨物の課税価格に含まれない(関率4条1項3号ニ、関率令1条の5第3項)。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第3章（課税価格の決定（原則））-5.加算費用-（4）無償提供物品・役務-①概要]"
課税価格の決定,55-23-3,A,本邦において開催されるオークションにおける委託販売のためにその委託販売契約の受託者により輸入される貨物は、輸入取引によらない輸入貨物に該当し、関税定率法第4条第1項に規定する課税価格の決定の原則に基づき当該輸入貨物の課税価格を決定することができない。,○×,○,"輸入のときに売買がされていないため、輸入取引によらない輸入貨物なので、課税価格の決定原則に基づいて課税価格を決定することができない(関率通4-1の2(1)ロ)。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第4章（課税価格の決定（例外））-1.例外ルールが適用される場合-（2）輸入貨物に係る輸入取引]"
課税価格の決定,55-23-4,A,関税定率法第4条の3の規定により輸入貨物の課税価格を決定する場合には、当該輸入貨物の製造原価によって課税価格を計算できないときに限り、当該輸入貨物又は当該輸入貨物と同種若しくは類似の貨物に係る国内販売価格に基づき課税価格を計算することとされている。,○×,×,"国内販売価格に基づく課税価格の計算ができないときに、製造原価に基づく課税価格の計算を行う(関率4条の3第1項、2項)。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第4章（課税価格の決定（例外））-2.例外ルール-（1）概要]"
課税価格の決定,55-23-5,B,輸入貨物が航空機により運送された無償の見本であって、その航空機による運賃及び保険料により計算した場合の課税価格が30万円以下のものについての輸入港に到着するまでの運送に要する運賃及び保険料は、航空機による運送方法以外の通常の運送方法による運賃及び保険料によるものとされている。,○×,×,"無償の見本に航空運賃特例が適用されるのは、課税価格の総額が20万円以下のものであり、課税価格が30万円以下のものではない(関率4条の6第1項、関率令1条の13)。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第4章（課税価格の決定（例外））-3.特別ルール-（3）航空運賃特例]"
通則,55-24-1,A,関税率表の解釈に関する通則1においては、関税率表の適用に当たっては、物品の所属は、部、類及び項の規定並びにこれらに関係する部又は類の注の規定に従うこととされている。,○×,×,"関税率表の解釈に関する通則1においては、関税率表の適用に当たっては、物品の所属は、項の規定及びこれらに関係する部又は類の注の規定に従うこととされている。部や類の表題は、単に参照上の便宜のために設けたものであるとされているので、つまり、部や類のタイトル（第2部「植物性生産品」や第10類「穀物」等）はあくまでその中に分類される物品の参考程度のタイトルに過ぎず、このタイトルに従って分類がされるわけではない。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第2章（通則）-1.通則1]"
通則,55-24-2,B,関税率表の解釈に関する通則2(b)においては、二以上の材料又は物質から成る物品の所属は、関税率表の解釈に関する通則3の原則に従って決定することとされている。,○×,○,"二以上の材料又は物質から成る物品、つまり複数の材料や物質から作られている物品の分類は通則2(b)ではなく通則3に従って行う。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第2章（通則）-2.通則2-（1）内容]"
通則,55-24-3,B,関税率表の解釈に関する通則3(b)においては、混合物であって、関税率表の解釈に関する通則3(a)の規定により所属を決定することができないものは、当該物品の全重量に占める割合が最も高い材料から成るものとしてその所属を決定することとされている。,○×,×,"「当該物品の全重量に占める割合が最も高い材料」ではなく「当該物品に重要な特性を与えている材料」から成るものとしてその所属を決定することとされている。重要な特性を与えている材料が何なのかはケースバイケースなので、具体的な分類に際して、全重量に占める割合が最も高い材料が重要な特性を与えている材料になることはあるが、必ずそうとは限らず、例えば容積の割合が最も高い材料になることもある。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第2章（通則）-3.通則3-（1）内容、（2）解説-③3(b) 混合物、異なる材料・構成要素の物品、小売用セット]"
通則,55-24-4,B,関税率表の解釈に関する通則4においては、関税率表の解釈に関する通則1から3までの原則によりその所属を決定することができない物品は、等しく考慮に値する項のうち数字上の配列において最後となる項に属することとされている。,○×,×,"「等しく考慮に値する項のうち数字上の配列において最後となる項」ではなく「当該物品に最も類似する物品が属する項」に属することとされている。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第2章（通則）-4.通則4]"
通則,55-24-5,A,関税率表の解釈に関する通則6においては、項のうちいずれの号に物品が属するかについて、関係する部又は類の注は適用されないこととされている。,○×,×,"関税率表の解釈に関する通則6においては、項のうちいずれの号に物品が属するかについて、文脈により別に解釈される場合を除くほか、関係する部又は類の注も適用することとされている。号の分類であっても部注や類注に従った上で行う。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第2章（通則）-6.通則6]"
外国為替及び外国貿易法,55-25-1,B,貨物を輸入しようとする者は、当該貨物の輸入について経済産業大臣の輸入割当てを受けたときは、経済産業大臣の輸入の承認を受けることを要しない。,○×,×,"輸入割当てを要する貨物を輸入しようとする者は、経済産業大臣から輸入割当てを受けた後に、経済産業大臣の輸入の承認を受けることを要する(輸入令4条1項1号、9条1項1号)。
[参照　第6編（外国為替及び外国貿易法）-3.輸入の規制-（1）輸入承認-②輸入承認を要する場合（原則）-ⅱ輸入割当品目（IQ品目）]"
外国為替及び外国貿易法,55-25-2,B,経済産業大臣の輸入割当ては、貨物の数量により行うこととされており、貨物の価額により行うことはできない。,○×,×,"経済産業大臣の輸入割当ては、原則として貨物の数量により行うが、貨物の数量により輸入割当てを行うことが困難である場合や適当でない場合には、例外的に貨物の価額により行うことができる(輸入令9条2項)。
[参照　第6編（外国為替及び外国貿易法）-3.輸入の規制-（1）輸入承認-②輸入承認を要する場合（原則）-ⅱ輸入割当品目（IQ品目）]"
外国為替及び外国貿易法,55-25-3,B,経済産業大臣の輸入の承認を受けた者は、その輸入承認証を必要としなくなった場合には、当該承認の有効期間が満了する日までに当該輸入承認証を経済産業大臣に提出しなければならない。,○×,×,"経済産業大臣の輸入の承認(輸入令4条1項)を受けた者へは、経済産業大臣から輸入承認証が交付されるが(輸入規2条2項)、経済産業大臣は、輸入の承認を受けた者が当該輸入承認証を必要としなくなったとき又はその有効期間が満了する日までに貨物の輸入を行わなかったときは、その者に当該輸入承認証の提出を求めることができる(輸入規2条3項)。当該承認の有効期間が満了する日までに当該輸入承認証を経済産業大臣に提出しなければならないわけではない。
[参照　第6編（外国為替及び外国貿易法）-3.輸入の規制-（1）輸入承認-②輸入承認を要する場合（原則）-ⅱ輸入割当品目（IQ品目）]"
外国為替及び外国貿易法,55-25-4,C,経済産業大臣の輸出の承認を受けて本邦から輸出された後、無償で輸入される貨物であって、その輸出の際の性質及び形状が変わっていないものであっても、当該貨物が有害廃棄物の国境を越える移動及びその処分の規制に関するバーゼル条約に定める有害廃棄物に該当する場合には、経済産業大臣の輸入の承認を受けなければならない。,○×,×,"経済産業大臣の輸入の承認を要する貨物でも、特例として、本邦から輸出された後無償で輸入される貨物であって、その輸出の際の性質及び形状が変わっていないものであればこの承認が不要である(輸入令14条1号、別表1の17号の2)。しかし、特例の例外に該当するのであれば、やはり輸入の承認が必要となる(輸入令14条)。そして、バーゼル条約に定める有害廃棄物は、再輸入貨物（本邦から輸出された後無償で輸入される貨物であって、その輸出の際の性質及び形状が変わっていないもの）であれば、特例の例外に該当しない(経済産業省告示160号 8号)。そうすると、本問の場合は特例には該当するが、特例の例外に該当しないため、輸入承認が不要となる。細かい知識を要する上にかなり複雑であり、難易度の高い問題である。
[参照　第6編（外国為替及び外国貿易法）-3.輸入の規制-（1）輸入承認-③輸入承認及び輸入割当てが不要な場合（特例、逆委託加工貿易）-ⅰ特例、第6編（外国為替及び外国貿易法）-3.輸入の規制-（1）輸入承認-④輸入承認及び輸入割当てを要する場合（特例の例外）]"
外国為替及び外国貿易法,55-25-5,B,船舶又は航空機により輸出した貨物であって、当該船舶又は航空機の事故のために積み戻したものを輸入する場合には、当該貨物が経済産業大臣の輸入割当てを受けるべきものとして公表された品目に該当するときであっても、経済産業大臣の輸入の割当てを受けることを要しない。,○×,○,"船舶又は航空機により輸出した貨物であって、当該船舶又は航空機の事故のために積み戻したものを輸入する場合は、輸入割当ての特例に該当し(輸入令14条1項、別表1の18号)、また、特例の例外には該当しないので(経済産業省告示160号)、輸入割当てが不要となる。
[参照　第6編（外国為替及び外国貿易法）-3.輸入の規制-（1）輸入承認-③輸入承認及び輸入割当てが不要な場合（特例、逆委託加工貿易）-ⅰ特例、第6編（外国為替及び外国貿易法）-3.輸入の規制-（1）輸入承認-④輸入承認及び輸入割当てを要する場合（特例の例外）]"
