カテゴリー,問題番号,重要度,問題,選択肢,正解,解説
延滞税,53-19-2,A,"延滞税の額が5,000円未満である場合においては、これを徴収せず、当該延滞税の額に100円未満の端数がある場合においては、これを切り捨てることとされている。",○×,×,"「5,000円未満」ではなく「1,000円未満」である(関12条4項)。
[参照　第2編（関税法）-第19章（附帯税1（延滞税））-1.延滞税-（2）延滞税額計算-①延滞税額の計算公式、⑥延滞税額]"
延滞税,53-19-3,A,納税義務者が法定納期限までに関税を納付しなかったことにより、その未納に係る関税額に対し、延滞税を納付しなければならない場合において、当該納税義務者がその未納に係る関税の一部を納付したときであっても、その納付の日の翌日以後の期間に係る延滞税の額の計算の基礎となる関税額については、当該未納に係る関税額からその一部納付に係る関税額は控除されず、当該未納に係る関税額となる。,○×,×,"関税の一部を納付したときは、その部分については納付以降延滞税はかからない。つまり、未納に係る関税額からその一部納付に係る関税額は控除される(関12条2項)。
[参照　第2編（関税法）-第19章（附帯税1（延滞税））-1.延滞税-（2）延滞税額計算-②関税額]"
延滞税,53-19-4,B,納税義務者が法定納期限までに関税を完納しなかったことにより、その未納に係る関税額に対し、延滞税を納付しなければならない場合において、関税法第2条の3(災害による期限の延長)の規定によりその関税を納付すべき期限が延長されたときは、その関税に係る延滞税については、その延長した期間に対応する部分の金額を免除することとされている。,○×,○,"災害等で納期限が延長されるときは、延滞税については、延長した期間に対応する部分の金額を免除する(関12条7項2号)。
[参照　第2編（関税法）-第19章（附帯税1（延滞税））-2.延滞税の免除-（1）全額免除-①免除する場合-ⅲ災害等による納期限延長]"
延滞税,53-19-5,B,納税義務者が法定納期限までに関税を完納しなかったことにより、その未納に係る関税額に対し、延滞税を納付しなければならない場合であって、税関長が国税徴収の例により国税徴収法第151条の2第1項(換価の猶予の要件等)の規定による換価の猶予をしたときにおいて、納税義務者がその事業又は生活の状況によりその延滞税の納付を困難とするやむを得ない理由があると認められるときに該当するときは、税関長は、その猶予をした関税に係る延滞税につき、猶予をした期間に対応する部分の金額でその納付が困難と認められる金額の2分の1に相当する金額を限度として、免除することができる。,○×,×,"「猶予をした期間に対応する部分の金額でその納付が困難と認められる金額の2分の1に相当する金額を限度として」ではなく、「猶予をした期間に対応する部分の金額でその納付が困難と認められる金額を限度として」である(関12条8項1号ロ)。
[参照　第2編（関税法）-第19章（附帯税1（延滞税））-2.延滞税の免除-（1）全額免除-②限度として免除できる場合-ⅰ換価猶予+困難]"
輸入通関,53-20-1,A,貨物を輸入しようとする者は、当該貨物の品名並びに数量及び価格(特例申告貨物以外の貨物については、課税標準となるべき数量及び価格)その他必要な事項を税関長に申告し、貨物につき必要な検査を経て、その許可を受けなければならない。,○×,○,"貨物を輸入しようとする者は、当該貨物の品名並びに数量及び価格（特例申告貨物以外の輸入貨物については、課税標準となるべき数量及び価格）その他必要な事項を税関長に申告し、貨物につき必要な検査を経て、その許可を受けなければならない(関67条)。
[参照　第2編（関税法）-第3章（輸出入申告）-概要、4.申告書の記載事項、7.審査、検査、14.輸出入の許可]"
輸入通関,53-20-2,A,関税関係法令以外の法令の規定により輸入に関して許可を必要とする貨物を輸入しようとする者は、輸入申告の際、当該許可を受けている旨を税関に証明しなければならないこととされており、当該証明がされない貨物については、税関長は輸入を許可しないこととされている。,○×,○,"他法令の規定（関税関係法令以外の法令）により輸入に関して許可、承認その他の行政機関の処分又はこれに準ずるもの（許可、承認等）を必要とする貨物については、輸入申告の際、当該許可、承認等を受けている旨を税関に証明しなければならず、この証明がされない貨物については、税関長は、輸入を許可しない(関70条1項、3項)。
[参照　第2編（関税法）-第3章（輸出入申告）-8.証明又は確認]"
輸入通関,53-20-3,A,税関長は、輸入申告があった場合において、輸入の許可の判断のために必要があるときは、契約書、仕入書その他の申告の内容を確認するために必要な書類を提出させることができる。,○×,○,"税関長は、輸入申告があった場合において、輸入の許可の判断のために必要があるときは、契約書、仕入書その他の申告の内容を確認するために必要な書類を提出させることができる(関68条)。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（1）添付書類の種類]"
郵便物の輸出入,53-20-4,A,関税を納付すべき物を内容とする郵便物(賦課課税方式が適用されるものに限る。)があるときは、税関長は、当該郵便物に係る関税の課税標準及び税額を、書面により、日本郵便株式会社を経て当該郵便物の名宛人に通知しなければならないこととされており、当該郵便物に係る関税を納付しようとする者は、当該書面に記載された税額に相当する金銭に納付書を添えて、これを日本郵便株式会社に交付し、その納付を委託することができる。,○×,○,"関税法77条1項、77条の2第1項にその通りの規定がある。賦課課税方式が適用される郵便物は、通常の貨物の輸入の手続とは異なり、日本郵便株式会社を通して関税を納めることができる。
[参照　第2編（関税法）-第6章（郵便物の輸出入）-3.関税の納付、交付、関税納付前受取承認-（1）関税の納付、交付]"
輸入通関,53-20-5,A,貨物を輸入しようとする者が輸入申告と併せて納税申告を行った場合において、その輸入の許可までに、これらの申告の撤回を申し出たときは、その理由の内容にかかわらず、これらの申告の撤回が認められる。,○×,×,"「貨物を輸入しようとする者が輸入申告と併せて納税申告を行った場合」というのは、輸入(引取)申告と納税申告（特例申告）を別々に行う輸入申告の特例制度を利用した場合ではなく、通常の輸入申告である輸入(納税)申告を行った場合を指している。
この場合、申告後輸入許可を受けるまでの間は輸入申告の撤回を行うことができるが、納税に関する申告に誤りがありこれを是正する目的の撤回はできない(関通7-7、67-3-7)。つまり、「その理由の内容にかかわらず、これらの申告の撤回が認められる」わけではない。
[参照　第2編（関税法）-第3章（輸出入申告）-17.撤回、取止め、取消し]"
輸入通関,53-21-1,A,関税関係法令以外の法令の規定により輸入に関して承認を必要とする貨物を輸入しようとする場合において、当該承認を受けることにつき日時を要するときは、当該承認を受けた後直ちにその旨を税関に証明することを条件として、当該貨物について輸入の許可前における貨物の引取りの承認を受けることができる。,○×,×,"関税関係法令以外の法令の規定（他法令）により輸入に関して承認を必要とする貨物については、輸入申告の際、当該承認を受けている旨を税関に証明しなければならず、この証明がされなければ輸入の許可はされない(関70条1項、3項)。そして、輸入の許可を与えることができない場合においては、原則として、税関長は輸入許可前引取承認をしてはならない(関73条2項)。したがって、本問のような条件をつけて輸入許可前引取承認を受けることはできない。
[参照　第2編（関税法）-第3章（輸出入申告）-11.輸入許可前引取承認(輸入のみ)-（2）承認の要件]"
関税の確定,53-21-2,A,輸入の許可前における貨物の引取りの承認を受けた場合には、その輸入の許可を受けるまでは、その承認を受けた貨物の納税申告に係る課税標準又は納付すべき税額について修正申告をすることはできない。,○×,×,"修正申告は、更正があるまではすることができる(関7条の14第1項)。輸入許可前引取承認を受けた場合に輸入許可を受けるまでは修正申告をすることができないといった規定は存在しない。なお、輸入許可前を受けるまでは、修正申告書の提出ではなく補正により修正申告を行うことができる(関7条の14第2項)。
[参照　第2編（関税法）-第15章（関税の確定、賦課権の期間制限と徴収権の消滅時効）-1.申告納税方式-（2）輸入者が行う手続-②修正申告] "
輸入通関,53-21-3,A,特例輸入者は、輸入の許可前における貨物の引取りの承認を受けようとする場合において、関税額に相当する担保を提供することを要しない。,○×,×,"特例輸入者であっても、輸入許可前引取承認を受けようとするときは、関税額に相当する担保を提供しなければならず、担保提供を免除する規定はない(関73条1項)。なお、特例申告貨物を輸入する場合は輸入許可前引取承認を受けることができないので、本問は特例輸入者が特例輸入申告ではなく通常の輸入申告を選択した場合に担保提供を要するのかを問うている。
[参照　第2編（関税法）-第3章（輸出入申告）-11.輸入許可前引取承認(輸入のみ)-（1）概要]"
加算税,53-21-4,B,輸入者に課税標準の確定に日時を要する事情があり、輸入の許可前における貨物の引取りの承認を受けて貨物が引き取られた場合には、その輸入の許可後に当該貨物の納税申告に係る納付すべき税額を増加させる更正があったときであっても、当該更正により納付すべき税額に過少申告加算税が課されることはない。,○×,×,"輸入者に課税標準の確定に日時を要する事情があり、輸入許可前引取承認を受けて貨物が引き取られた場合で、輸入許可前に輸入者からの申し出に基づいて課税標準を確定したときは、その事実に基づく税額の部分については、「正当な理由」として過少申告加算税の税額の計算の基礎となる納付すべき税額から控除されるので、過少申告加算税が課されないこととなる(関12条の2第4項1号、関通12の2-17(5))。しかし、例えば輸入許可前に課税標準を確定した段階では発覚していなかった事情（申告した数量が不足している等）が輸入許可後に発覚し、それによって増額更正を受けたような場合は輸入者が悪いのであり、正当な理由に当たらない。つまり、輸入許可前引取承認を受けて引き取った貨物だからといって、どんなときも過少申告加算税が課されないわけではない。
[参照　第2編（関税法）-第20章（附帯税2（加算税））-1.過少申告加算税と無申告加算税-（3）加算税額計算-②納付すべき税額-ⅱ「正当な理由」等による納付すべき税額の控除]"
輸入通関,53-21-5,A,外国貨物を輸入申告の後輸入の許可前に引き取ろうとする者は、当該貨物の課税価格に相当する額の担保を提供して税関長の承認を受けなければならない。,○×,×,"輸入許可前引取承認を受けようとする者が提供する担保の金額は、「課税価格」ではなく「関税額」に相当する額である(関73条1項)。
[参照　第2編（関税法）-第3章（輸出入申告）-11.輸入許可前引取承認(輸入のみ)-（2）承認の要件]"
保税運送,53-22-1,A,税関長は、保税運送の承認をする場合においては、相当と認められる運送の期間を指定しなければならないこととされており、その指定後災害が生じたため必要があると認めるときは、その指定した期間を延長することができる。,○×,○,"税関長は、保税運送の承認をする場合においては、相当と認められる運送の期間を指定しなければならないこととされており、その指定後災害その他やむを得ない事由が生じたため必要があると認めるときは、その指定した期間を延長することができる(関63条4項)。
[参照　第2編（関税法）-第11章（保税運送）-1.通常の保税運送-（4）保税運送の手続]"
保税運送,53-22-2,A,特定委託輸出申告が行われ、税関長の輸出の許可を受けた貨物について、税関空港相互間を外国貨物のまま運送しようとするときは、保税運送の承認を受けることを要しない。,○×,○,"税関空港相互間は特定区間であるから、ここを外国貨物のまま運送するには原則として保税運送の承認を要するが、例外として、特例輸出貨物であれば承認が不要となる(関63条1項)。特定委託輸出申告が行われ、税関長の輸出の許可を受けた貨物は特例輸出貨物であるから(関30条1項5号)、保税運送の承認が不要である。
[参照　第2編（関税法）-第4章（輸出入申告の特例）-1.輸出申告の特例-（1）特徴、第2編（関税法）-第11章（保税運送）-1.通常の保税運送-（1）保税運送とは、（2）保税運送の承認を要しない場合]"
保税運送,53-22-3,A,税関長は、保税運送の承認をする場合において必要があると認めるときは、税関職員に当該承認に係る貨物の検査をさせ、また、関税額に相当する担保を提供させることができる。,○×,○,"税関長は、保税運送の承認をする場合において必要があると認めるときは、税関職員に当該承認に係る貨物の検査をさせ、また、関税額に相当する担保を提供させることができる(関63条2項)。
[参照　第2編（関税法）-第11章（保税運送）-1.通常の保税運送-（4）保税運送の手続]"
保税運送,53-22-4,A,1年の範囲内で税関長が指定する期間内に発送される外国貨物の運送について一括して保税運送の承認を受けた者は、当該承認に係る外国貨物の運送に際しては、当該承認に係る期間を当該承認をした税関長が1月ごとに区分して指定した期間ごとに、当該期間内に発送された外国貨物に係る運送目録について一括して税関の確認を受けることができる。,○×,○,"包括保税運送のことであり、正しい(関63条1項、3項、関令53条の2)。
[参照　第2編（関税法）-第11章（保税運送）-2.包括保税運送]"
納税義務者,53-22-5,A,保税運送の承認を受けて運送された外国貨物(輸出の許可を受けた貨物を除く。)が、その運送者の不注意により亡失し、当該承認の際に税関長が指定した運送の期間内に運送先に到着しないときは、当該貨物の所有者から、直ちにその関税を徴収することとされている。,○×,×,"「当該貨物の所有者」ではなく「運送の承認を受けた者」からである(関65条1項)。
[参照　第2編（関税法）-第11章（保税運送）-6.運送期間の経過による関税の徴収、第2編（関税法）-第14章（納税義務者）-2.例外-（1）例外的納税義務者-②指定期間経過]"
減免戻し税,53-23-1,A,国際的な運動競技会において使用される物品で輸入され、その輸入の許可の日から1年以内に輸出されるものについては、関税定率法第17条第1項(再輸出免税)の規定により、その関税の免除を受けることができる。,○×,○,"国際的な運動競技会において使用される物品で輸入され、その輸入の許可の日から1年以内に輸出されるものについては、関税定率法第17条第1項(再輸出免税)の規定により、その関税の免除を受けることができる(関率17条1項7号の2)。
 [参照　第3編（関税定率法、関税暫定措置法）-第6章（減免戻し税4（再輸出））-1.再輸出免税（関率17条）-（1）要件、金額]"
減免戻し税,53-23-2,C,保税蔵置場に置くことの承認を受けて当該保税蔵置場に置かれている輸入貨物が輸入申告の時までに変質し、又は損傷した場合には、関税定率法第10条第1項(変質、損傷等の場合の減税又は戻し税等)の規定により、当該貨物の変質又は損傷による価値の減少に基づく価格の低下率を基準として、その関税の軽減を受けることができる。,○×,×,"蔵入承認を受けて保税蔵置場に置かれている貨物が輸入申告の時までに変質し、又は損傷した場合には適用税率の変更がなければ課税価格を控除し、適用税率の変更があれば関税の軽減（減税）を行う(関率4条の5、10条1項、関率通4の5-1(2)、10-1)。本問では、適用税率の変更があるのかどうかが書かれておらず不明なので、関税の軽減を受けることができる場合の他、課税価格を控除する場合であることも考えられるが、関税の軽減を受けることができると言い切っている点で誤りとなる。しかし、この問題文は、適用税率の変更があり関税の軽減を受けることができる場合について述べているだけという読み方も一応できるので、そうであれば正しいことになる。文章の意味が不明確であり、あまりいい問題とは言えない。
[参照　第3編（関税定率法、関税暫定措置法）-第3章（減免戻し税1（無条件））-1.変質、損傷の場合の減税、戻し税等（関率4条の5、10条1項、2項）-（1）要件]"
減免戻し税,53-23-3,A,関税を納付して輸入された貨物のうち、数量が契約の内容と相違するため返送することがやむを得ないと認められるもので、その輸入の時の性質及び形状に変更を加えないものを、その輸入の許可の日から6月以内に保税地域に入れ、返送のために輸出する場合には、関税定率法第20条第1項(違約品等の再輸出又は廃棄の場合の戻し税等)の規定により、その関税の払戻しを受けることができる。,○×,○,"関税を納付して輸入された貨物のうち、品質又は数量等が契約の内容と相違するため返送することがやむを得ないと認められるもの（違約品）で、その輸入の時の性質及び形状に変更を加えないものを、その輸入の許可の日から6月以内に保税地域に入れ、返送のために輸出する場合には、関税定率法第20条第1項(違約品等の再輸出又は廃棄の場合の戻し税等)の規定により、その関税の払戻しを受けることができる(関率20条1項1号)。
[参照　第3編（関税定率法、関税暫定措置法）-第6章（減免戻し税4（再輸出））-6.違約品等の再輸出又は廃棄の場合の戻し税（関率20条）-（1）要件]"
減免戻し税,53-23-4,B,飼料以外の用途に適さないもので財務省令で定める規格を備える配合飼料の製造に使用するためのとうもろこし(原料品)で輸入され、その輸入の許可の日から1年以内に税関長の承認を受けた製造工場で当該製造が終了するものについては、関税定率法第13条第1項(製造用原料品の減税又は免税)の規定により、その関税の免除を受けることができる。,○×,○,"飼料以外の用途に適さないもので財務省令で定める規格を備える配合飼料の製造に使用するための原料品で輸入され、その輸入の許可の日から1年以内に税関長の承認を受けた製造工場で当該製造が終了するものについては、関税の免除を受けることができる(関率13条1項)。そして、この原料品には、配合飼料としても単体飼料としても、とうもろこしが挙げられている(関率13条1項1号、関率令6条、6条の2第1号)。
[参照　第3編（関税定率法、関税暫定措置法）-第4章（減免戻し税2（条件付き））-2.製造用原料品の減免税（関率13条）-（1）要件、金額]"
減免戻し税,53-23-5,B,本邦に来遊する外国の元首若しくはその家族(配偶者、直系尊属、直系卑属及びこれらに準ずる地位にあると認められる親族をいう。)又はこれらの者の随員に属する物品で輸入されるものについては、関税定率法第14条(無条件免税)の規定により、その関税の免除を受けることができる。,○×,○,"関税定率法14条2号に、無条件免税の適用対象としてその通りの規定がある。直系尊属とは、親、その親（祖父母）、さらにその親（曽祖父）...と真っ直ぐ（直系で）上に遡る世代（尊属）を指す。直系卑属とは、子、その子（孫）、さらにその子（ひ孫）...と真っ直ぐ（直系で）下る世代（卑属）を指す。
[参照　第3編（関税定率法、関税暫定措置法）-第3章（減免戻し税1（無条件））-3.無条件免税（関率14条）-（1）要件、金額]"
特恵関税、経済連携協定,53-24-1,A,一の特恵受益国等(関税暫定措置法第8条の2第1項に規定する特恵受益国等)を原産地とする物品であって、同項の特恵関税の適用の対象とされるものであっても、当該一の特恵受益国等を原産地とする当該物品の有する国際競争力の程度その他の事情を勘案して当該特恵関税を適用することが適当でないと認められるものがある場合においては、当該物品の原産地である特恵受益国等及び当該物品を指定し、当該物品について当該特恵関税を適用しないことができる。,○×,○,"一般特恵税率(暫8条の2第1項)の適用対象であっても、物品の有する国際競争力の程度等を勘案して関税についての便益を与えることが適当でないと認められるものがある場合は、特恵受益国等及び物品を指定し、一般特恵税率を適用しないことができる(適用除外措置　暫8条の2第2項)
[参照　第3編（関税定率法、関税暫定措置法）-第8章（特恵関税、経済連携協定、WTO協定）-1.特恵税率及びEPA税率の適用要件-（3）特恵税率又はEPA税率の設定されている物品-①特恵税率の設定されている物品]"
特恵関税、経済連携協定,53-24-2,A,関税暫定措置法第8条の2第1項に規定する特恵受益国等を原産地とする物品について、同項の特恵関税の適用を受けようとする場合であっても、当該物品の課税価格の総額が20万円以下であるときは、当該特恵関税に係る原産地証明書を税関長に提出することを要しない。,○×,○,"関税暫定措置法8条の2第1項に規定する特恵受益国等を原産地とする物品について、同項の特恵関税（一般特恵関税）の適用を受けようとする場合、物品の課税価格の総額が20万円以下であるときは、原産地証明書の提出が不要となる(関令61条1項2号)。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-②原産地証明書、原産品申告書]"
特恵関税、経済連携協定,53-24-3,A,関税暫定措置法第8条の2第1項に規定する特恵受益国等を原産地とする物品のうち、その原産地である特恵受益国等から非原産国(当該特恵受益国等以外の地域)を経由して本邦に向けて運送される物品で、当該非原産国において積替え及び一時蔵置又は博覧会、展示会その他これらに類するものへの出品以外の取扱いがされたものについては、同項の特恵関税の適用を受けることはできない。,○×,○,"「関税暫定措置法第8条の2第1項に規定する特恵受益国等を原産地とする物品」とは一般特恵関税の適用対象となる物品であるが、この文章だけではそこまで理解できなかったとしても、「関税暫定措置法8条の2第1項」「特恵受益国等」「原産地」といったワードから、一般特恵関税について問われていることくらいは推測してほしい。そうすると、「原産地である特恵受益国等から非原産国...を経由して本邦に向けて運送される物品」と書かれているのだから、特恵受益国等から日本へ直接運送されていない物品であり、積送基準について問われていることが分かる。

特恵関税を適用するに当たって積送基準を満たすのは、①直接運送品、②原産地である特恵受益国等から非原産国を経由して本邦へ向けて運送される物品で、当該非原産国において運送上の理由による積替え及び一時蔵置以外の取扱いがされなかったもの、③原産地である特恵受益国等から非原産国における一時蔵置又は博覧会等（博覧会、展示会その他これらに類するもの）への出品のため輸出された物品で、輸出をした者により当該非原産国から本邦に輸出されるものの3つである(暫令31条1項)。

本問の物品は①ではない。③にいう非原産国における博覧会等への出品へのため輸出された物品というのは、非原産国において博覧会等への出品という取扱いがされた物品と言い換えることもできるから、問題文に書かれている「非原産国において積替え及び一時蔵置又は博覧会、展示会その他これらに類するものへの出品以外の取扱いがされたもの」というのは、②でも③でもないものを意味している。そうすると、①②③いずれの積送基準も満たさないので、特恵関税の適用を受けることはできない。

[参照　第3編（関税定率法、関税暫定措置法）-第8章（特恵関税、経済連携協定、WTO協定）-4.積送基準-（1）特恵関税]"
特恵関税、経済連携協定,53-24-4,B,関税暫定措置法第8条の2第1項の特恵関税に係る原産地証明書は、税関長がやむを得ない特別の事由があると認める場合を除き、その証明に係る物品の輸出の際に、当該物品の輸入者の申告に基づき、原産地の税関又は当該原産地証明書の発給につき権限を有するその他の官公署若しくは商業会議所その他これに準ずる機関で税関長が適当と認めるものが発給したものでなければならない。,○×,×,"「当該物品の輸入者の申告に基づき」ではなく「当該物品の輸出者の申告に基づき」である(暫令27条4項)。原産地証明書は輸出国の原産品であることを証明するのだから、輸出者が原産地の税関等に申告して発給してもらい、それを輸入者に渡し、輸入者が日本の税関に提出して特恵関税の適用を受けることになる。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-②原産地証明書、原産品申告書]"
特恵関税、経済連携協定,53-24-5,A,関税暫定措置法第8条の2第1項の特恵関税に係る原産地証明書は、その証明に係る物品についての輸入申告の日において、その発給の日から1年以上を経過したものであってはならないが、災害その他やむを得ない理由によりその期間を経過した場合において、税関長の承認を受けたときは、この限りでない。,○×,○,"特恵関税の原産地証明書は、その証明に係る物品についての輸入申告の日において、その発給の日から1年以上を経過したものであってはならないが、災害その他やむを得ない理由によりその期間を経過した場合において、税関長の承認を受けたときは、発給の日から1年以上を経過したものでもよい(暫令29条)。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-②原産地証明書、原産品申告書]"
課税価格の決定,53-25-1,A,関税定率法第4条第1項に規定する課税価格の決定の原則に基づき輸入貨物の課税価格を計算することができない場合において、当該輸入貨物と同種の貨物(当該輸入貨物の本邦への輸出の日又はこれに近接する日に本邦へ輸出されたもので、当該輸入貨物の生産国で生産されたものに限る。)に係る取引価格(同項の規定により課税価格とされたものに限る。)があるときは、当該輸入貨物の課税価格は、当該同種の貨物に係る取引価格とすることとされている。,○×,○,"課税価格の決定につき原則ルールの適用ができないときは、例外ルールとしてまず同種又は類似の貨物に係る取引価格による課税価格の決定を検討する(関率4条の2第1項)。本問では同種の貨物に係る取引価格があると書かれており類似の貨物に係る取引価格については触れていないので、輸入貨物の課税価格を同種の貨物に係る取引価格とする。よって、正しい。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第4章（課税価格の決定（例外））-2.例外ルール-（2）例外ルール1 同種・類似の貨物に係る取引価格による課税価格の決定-①要件]"
課税価格の決定,53-25-2,A,関税定率法第4条第1項に規定する課税価格の決定の原則に基づき輸入貨物の課税価格を計算する場合において、当該輸入貨物の生産及び輸入取引に関連して、買手により無償で提供された物品のうち、当該輸入貨物の生産のために使用された工具に要する費用の額は課税価格に含まれる。,○×,○,"輸入貨物の生産のために使用された工具を、当該輸入貨物の生産及び輸入取引に関連して、買手が売手へ無償提供したときは、無償提供物品でありその工具に要する費用の額は加算費用であるから、課税価格に含まれる(関率4条1項3号ロ)。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第3章（課税価格の決定（原則））-5.加算費用-（4）無償提供物品・役務-①概要]"
課税価格の決定,53-25-3,A,関税定率法第4条第1項に規定する課税価格の決定の原則に基づき輸入貨物の課税価格を計算する場合において、当該輸入貨物に係る輸入取引に関し買手により負担される手数料のうち、買付けに関し当該買手を代理する者に対し、当該買付けに係る業務の対価として支払われるものの額は課税価格に含まれる。,○×,×,"いわゆる買付手数料であり、課税価格には含まれない(関率4条1項2号イ)。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第3章（課税価格の決定（原則））-5.加算費用-（3）買手により負担される手数料又は容器・包装の費用-①買手により負担される仲介料その他の手数料（買付手数料を除く）]"
課税価格の決定,53-25-4,A,関税定率法第4条から第4条の7までの規定により輸入貨物の課税価格を計算する場合において、当該計算の基礎となる額その他の事項は、合理的な根拠を示す資料により証明されるものでなければならず、かつ、一般に公正妥当と認められる会計の慣行に従って算定されたものでなければならない。,○×,○,"原則ルールや例外ルールで輸入貨物の課税価格を計算する場合において、計算の基礎となる額その他の事項は、合理的な根拠を示す資料により証明されるものでなければならず、かつ、一般に公正妥当と認められる会計の慣行に従って算定されたものでなければならない(関率4条の8)。課税価格を計算するときは、計算の元になる金額等は、しっかりした証拠があって、皆が正しいと考える会計のルールに沿って決められている必要があるんだよ、という心構えである。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第3章（課税価格の決定（原則））-1.課税価格の決定とは？]"
減免戻し税,53-25-5,C,輸入申告がされることなく輸入の許可を受けないで輸入された貨物について関税定率法第4条から第4条の4までの規定により課税価格を計算する場合において、当該貨物に係る取引の状況その他の事情からみて、その輸入の時までに当該貨物に変質又は損傷があったと認められるときは、当該貨物の課税価格は、当該変質又は損傷がなかったものとした場合に計算される課税価格からその変質又は損傷があったことによる減価に相当する額を控除して得られる価格とすることとされている。,○×,○,"変質・損傷時のルール（変質⼜は損傷に係る輸⼊貨物の課税価格の決定）である。課税物件確定時までの変質・損傷で減価した分は、課税価格から控除する(関率4条の5)。そして、輸入申告がされず、輸入の許可を受けないで輸入された貨物の課税物件確定時期は、輸入の時である(関4条1項8号)。そうすると、輸入の時までの変質・損傷で減価した分は課税価格から控除して、課税価格を計算する。この問題文はこのことを説明しているので、正しい。

変質⼜は損傷に係る輸⼊貨物の課税価格の決定(関率4条の5)が出題されるときは、課税物件確定時を原則通り輸入申告時とする設問が多いので、関税定率法4条の5と無申告無許可輸入の課税物件確定時期が輸入の時であるという知識をリンクできないと何を問われているのか分からないため、難問である。

なお、蔵⼊承認を受けて保税蔵置場に置かれた貨物と、総保⼊承認を受けて総合保税地域に置かれた貨物については、変質・損傷の結果適⽤税率を変更をすることになった場合、このルールではなく、関税定率法10条第1項の減税の規定（変質・損傷等の場合の減税）を適⽤することとなるが、本問では蔵入承認や総保入承認を受けたとは書かれていないので、この規定の適用はない。

[参照　第2編（関税法）-第13章（課税要件1（課税要件、課税物件、課税物件確定時期と適用法令））-3.課税物件確定時期と適用法令-（3）例外-②無申告無許可輸入、第3編（関税定率法、関税暫定措置法）-第3章（減免戻し税1（無条件））-1.変質、損傷の場合の減税、戻し税等（関率4条の5、10条1項、2項）-（1）要件、（2）金額-①課税価格控除]"
外国為替及び外国貿易法,53-26-1,B,外国為替及び外国貿易法第48条に規定する経済産業大臣の輸出の承認の有効期間はその承認をした日から1年であり、経済産業大臣は、特に必要があると認めるときは、当該承認について、1年と異なる有効期間を定め、又はその有効期間を延長することができる。,○×,×,"「1年」の部分は全て「6月」である(輸出令2条1項、8条)。
[参照　第6編（外国為替及び外国貿易法）-2.輸出の規制-（3）手続]"
外国為替及び外国貿易法,53-26-2,B,原産地を誤認させるべき貨物のうち、仮に陸揚げした貨物であって、「MADE IN JAPAN」又はこれと類似の表示を付した外国製のものを輸出しようとする場合には、外国為替及び外国貿易法第48条に規定する経済産業大臣の輸出の承認を受けることを要しない。,○×,×,"原則として経済産業大臣の輸出承認を要する貨物であっても、仮陸揚貨物を輸出しようとするときは特例として不要となる(輸出令2条、4条2項1号)。しかし、特例の例外として、輸出令別表2の37から41まで及び43から45までの貨物については、やはり輸出承認を要する(輸出令4条2項)。そして、仮陸揚貨物であって「MADE IN JAPAN」又はこれと類似の表示をした外国製のものは、輸出令別表2の44項の「原産地を誤認させるべき貨物」に該当するため(経済産業省告示56号)、特例の例外が適用される。よって、経済産業大臣の輸出承認を受けることを要する。 
[参照　第6編（外国為替及び外国貿易法）-2.輸出の規制-（2）輸出承認-②輸出承認を要する場合（原則）、③輸出承認が不要な場合（特例）、④輸出承認を要する場合（特例の例外）]"
外国為替及び外国貿易法,53-26-3,A,輸出貿易管理令別表第2の43の項の中欄に掲げる重要文化財に該当する貨物を輸出しようとする場合において、文化財保護法の規定による文化庁長官の輸出の許可を受けたときは、経済産業大臣の輸出の承認を受けることを要しない。,○×,×,"輸出令別表2の中欄に掲げる貨物を同表下欄の地域を仕向地として輸出しようとする場合においては、経済産業大臣の輸出の承認を要するのが原則である(外48条3項、輸出令2条1項1号)。また、その貨物が重要文化財であれば、文化財保護法による文化庁長官の輸出許可も要する(輸出令2条3項、文化財保護法44条)。そうすると、経済産業大臣の輸出承認と文化庁長官の輸出許可は別の法律に基づく規制であるから、文化庁長官の許可を受けているからといって経済産業大臣の承認が不要とはならない。
[参照　第6編（外国為替及び外国貿易法）-1.外為法による規制、2.輸出の規制-（2）輸出承認-②輸出承認を要する場合（原則）]"
