カテゴリー,問題番号,重要度,問題,選択肢,正解,解説
輸出申告の特例,54-19-3,A,特定委託輸出者が特定委託輸出申告を行うときは、その申告に係る貨物が置かれている場所から当該貨物を外国貿易船又は外国貿易機に積み込もうとする開港、税関空港又は不開港までの間において一の特定保税運送者が一貫して当該貨物を運送するよう特定保税運送者に委託しなければならないが、当該貨物について輸出の許可を受けた後は、当該特定保税運送者以外の特定保税運送者が運送を行っても差し支えないこととされている。,○×,○,"特定委託輸出者が特定委託輸出申告を行うときは、その申告に係る貨物が置かれている場所から当該貨物を外国貿易船又は外国貿易機に積み込もうとする開港、税関空港又は不開港までの間において一の特定保税運送者が一貫して当該貨物を運送するよう特定保税運送者に委託しなければならないのが原則である。ただし、当該貨物について輸出の許可を受けた後は、他の特定保税運送者が運送を行ってもよい(関67条の3第1項2号、関通67の3-2-2)。
[参照　第2編（関税法）-第4章（輸出入申告の特例）-1.輸出申告の特例-（1）特徴]"
輸出申告の特例,54-19-4,A,特定輸出申告が行われ税関長の輸出の許可を受けた貨物については、税関長の許可を受けることなく保税地域以外の場所に置くことができ、税関長の承認を受けることなく外国貨物のまま運送することができる。,○×,○,"特定輸出申告が行われ税関長の輸出の許可を受けた貨物については、税関長の許可を受けることなく保税地域以外の場所に置くことができ(関30条1項5号)、税関長の承認を受けることなく外国貨物のまま運送することができる(関63条1項)。
[参照　第2編（関税法）-第4章（輸出入申告の特例）-1.輸出申告の特例-（1）特徴]"
輸出通関,54-19-5,A,特定輸出者は、特定輸出申告を行い税関長の輸出の許可を受けた貨物が輸出されないこととなったことにより、当該貨物が当該許可を受けている必要がなくなったときは、その許可をした税関長に対し、当該許可を取り消すべき旨の申請をすることができる。,○×,○,"特定輸出者、特定委託輸出者又は特定製造貨物輸出者は、特例輸出貨物が輸出されないこととなったことその他の事由により当該特例輸出貨物が輸出の許可を受けている必要がなくなったときは、その許可をした税関長に対し、当該許可を取り消すべき旨の申請（輸出許可取消しの申請）をすることができる(関67条の4第1項)。貨物が積み込まれるまでの間であれば、税関長は輸出許可を取り消すことができる(関67条の4第2項)。
[参照　第2編（関税法）-第3章（輸出入申告）-17.撤回、取止め、取消し]"
輸入通関,54-20-1,A,輸入の許可を受けようとする貨物についての検査を税関長が指定した場所以外の場所で受けようとする者は、その貨物の品名及び数量並びに税関長が指定した場所以外の場所で検査を受けようとする期間、場所及び事由を記載した申請書を当該貨物の置かれている場所を所轄する税関長に提出し、その許可を受けなければならない。,○×,○,"輸入の許可を受けようとする貨物についての検査は、原則として税関長が指定した場所で行う(関69条1項)。例外的に、税関長が指定した場所以外の場所で検査を受けることもできるが、その場合、検査を受けようとする者は、その貨物の品名、数量、税関長が指定した場所以外の場所で検査を受けようとする期間、場所、事由を記載した申請書を、当該貨物の置かれている場所を所轄する税関長に提出し、その許可を受けなければならない(指定地外検査 関69条2項、関令62条)。
[参照　第2編（関税法）-第3章（輸出入申告）-7.審査、検査]"
輸入通関,54-20-2,A,外国貿易船に積み込んだ状態で輸入申告をすることが必要な貨物を輸入しようとする者は、税関長の承認を受けて、当該外国貿易船の係留場所を所轄する税関長に対して輸入申告をすることができる。,○×,○,"「本船扱い」のことである(関67条の2第2項)。
[参照　第2編（関税法）-第3章（輸出入申告）-1.申告先-（2）例外1 本船扱い、ふ中扱い、第2編（関税法）-第3章（輸出入申告）-2.申告と保税地域等への搬入-（2）輸入申告と搬入の例外1 本船扱い、ふ中扱い]"
輸入通関,54-20-3,A,輸入しようとする貨物についての輸入申告書に記載すべき当該貨物の数量は、財務大臣が貨物の種類ごとに定める単位による当該貨物の正味の数量とされている。,○×,○,"輸入しようとする貨物についての輸入申告書に記載すべき当該貨物の数量は、財務大臣が貨物の種類ごとに定める単位による当該貨物の正味の数量である(関67条、関令59条1項1号の2、59条の2第1項)。正味の数量とは、内容だけの数量ということであり、例えば箱を除いた中身だけの重量である。
[参照　第2編（関税法）-第3章（輸出入申告）-5.申告すべき数量と価格]"
法定納期限と納期限,54-20-4,A,特例委託輸入者が特例申告をしようとする場合において、その特例申告書の提出期限及び当該特例申告書に記載された納付すべき関税を納付すべき期限に関し、その延長を受けたい旨の申請書をその特例申告に係る貨物の輸入の許可をした税関長に提出し、かつ、当該特例申告書に記載された納付すべき関税額の全部に相当する額の担保を当該税関長に提供したときは、当該税関長は、これらの期限を2月以内に限り延長することができる。,○×,×,"「これらの期限を」というのは「その特例申告書の提出期限」と「当該特例申告書に記載された納付すべき関税を納付すべき期限」の2つを指しているが、前者については延長できるという規定が存在しないので、この部分が誤りである。後者は特例申告を行う貨物の納期限のことである。特例委託輸入者が期限内特例申告書を提出する場合は、提供された担保の額を超えない範囲内において2月以内に限り延長することができるので、この部分は正しい(関9条の2第3項)。
[参照　第2編（関税法）-第4章（輸出入申告の特例）-2.輸入申告の特例-（7）期限内特例申告と期限後特例申告、第2編（関税法）-第17章（関税の納付、法定納期限と納期限、還付）-2.法定納期限と納期限-（3）例外-①納期限の延長]"
特恵関税、経済連携協定,54-20-5,A,輸入申告に係る貨物について、経済連携協定における関税についての特別の規定による便益の適用を受けようとする場合において、当該貨物の課税価格の総額が20万円以下であるときは、当該貨物が当該経済連携協定の規定に基づき当該経済連携協定の締約国の原産品とされるものであることを証明した又は申告する書類を税関長に提出することを要しない。,○×,○,"「輸入申告に係る貨物について、経済連携協定における関税についての特別の規定による便益の適用を受けようとする場合」というのは、EPA税率を適用しようとする場合を指している。そして、「経済連携協定の締約国の原産品とされるものであることを証明した又は申告する書類」というのは、締約国原産地証明書や締約国原産品申告書等のことである。これらは原則として輸入申告の際税関長に提出することを要するが、貨物の課税価格の総額が20万円以下であるときは提出を要しない(関68条、関令61条1項2号イ)。
[参照　第2編（関税法）-第3章（輸出入申告）-6.申告書の添付書類-（2）原産地証明書等-②原産地証明書、原産品申告書]"
加算税,54-21-1,A,過少申告加算税が課される場合において、納税義務者が納付すべき税額の計算の基礎となるべき事実の一部を隠蔽し、その隠蔽したところに基づき納税申告をしていたときは、その税額の計算の基礎となるべき事実で隠蔽されていないものに基づくことが明らかであるものがあるときであっても、当該納税義務者に対し、過少申告加算税の額の計算の基礎となるべき税額の全部について、過少申告加算税に代え、重加算税が課される。,○×,×,"「その税額の計算の基礎となるべき事実で隠蔽されていないものに基づくことが明らかであるものがあるとき」は、その「隠蔽されていないものに基づくことが明らかである」部分を除いた事実（つまり隠蔽している部分の事実）を税額の計算の基礎として重加算税を課す(関12条の4第1項)。したがって、計算の基礎となるべき税額の「全部について」という点が誤りとなる。隠蔽してない部分は重加算税を課すべきではないのだから、隠蔽している部分の事実についてだけ重加算税を課すということである。
[参照　第2編（関税法）-第20章（附帯税2（加算税））-2.重加算税-（2）重加算税額計算公式-②重加算税額の計算の基礎となるべき税額]"
加算税,54-21-2,A,修正申告に基づき過少申告加算税が課される場合において、当該修正申告がその申告に係る関税についての調査があったことにより当該関税について更正があるべきことを予知してされたものであるときは、当該修正申告に基づき納付すべき税額に100分の5の割合を乗じて計算した金額に相当する過少申告加算税が課される。,○×,×,"「予知してされたものであるとき」ではなく「予知してされたものでないとき」である(関12条の2第1項)。過少申告加算税は原則として税率10%（つまり100分の10の割合）だが、調査があったとしても、その後調査の結果増額更正されるだろうとは納税者が予知していないときは、納税者も過少申告だと気づいていなかったということだしそんなに責められないのだから税率を原則の10%から5%（つまり100分の5の割合）減らして5%にしてあげるよということである。早めに修正申告すれば税率が低くなるという制度にすることで、早期の修正申告を促している。
[参照　第2編（関税法）-第20章（附帯税2（加算税））-1.過少申告加算税と無申告加算税-（3）加算税額計算-③加算税率-ⅰ基本の税率]"
加算税,54-21-3,A,更正に基づき過少申告加算税が課される場合において、当該更正に基づき納付すべき税額(当該更正前に当該更正に係る関税について修正申告又は更正がされたときは、その関税に係る累積増差税額を加算した金額)が、その関税に係る当初申告に係る税額に相当する金額と100万円とのいずれか多い金額を超えるときは、その超える部分に相当する税額に100分の5の割合を乗じて計算した金額を加算した過少申告加算税が課される。,○×,×,"過少申告加算税における高額加重時の5%加重の制度について問われているので、「100万」ではなく「50万円」である(関12条の2第2項)。
[参照　第2編（関税法）-第20章（附帯税2（加算税））-1.過少申告加算税と無申告加算税-（3）加算税額計算-③加算税率-ⅱ高額加重（基礎）]"
加算税,54-21-4,B,修正申告に基づき過少申告加算税が課される場合において、当該修正申告前に当該修正申告に係る関税について当初申告により納付すべき税額を減少させる更正(更正の請求に基づく更正を除く。)があったときは、当該修正申告により納付すべき税額から当該当初申告に係る税額に達するまでの税額として計算した金額を控除した税額について、過少申告加算税が課される。,○×,○,"関税法12条の2第4項2号にその通りの規定がある。例えば当初の納税申告により納付すべき税額が100万円で、その後税関長が減額更正を行い納付すべき税額が70万円になったとする。その後、やはり全部で税額は150万円だったということで不足分の80万円（150万円－70万円）を修正申告したとする。そうすると、当該修正申告により納付すべき税額80万円から、当該当初申告に係る税額100万円に達するまでの税額として計算した金額である30万円（100万円－70万円）を控除した税額である50万円（80万円－30万円）について過少申告加算税が課される。これは、当初の100万円から70万円に減額更正した際に差額の30万円分は多いから要らないよと税関が言い出した以上、この30万円分は不要なのだと納税者が信じても仕方がないためこの減額した30万円分は過少申告加算税の計算の基礎から控除し、80万円－30万円＝50万円を納付すべき税額とした上で過少申告加算税を計算するということである。
[参照　第2編（関税法）-第20章（附帯税2（加算税））-1.過少申告加算税と無申告加算税-（3）加算税額計算-②納付すべき税額-ⅱ「正当な理由」等による納付すべき税額の控除]"
加算税,54-21-5,A,"過少申告加算税の額が10,000円未満である場合においては、これを徴収せず、当該過少申告加算税の額に100円未満の端数がある場合においては、これを切り捨てる。",○×,×,"「10,000円未満」ではなく「5,000円未満」である(関12条の2第6項、12条4項)。
[参照　第2編（関税法）-第20章（附帯税2（加算税））-1.過少申告加算税と無申告加算税-（3）加算税額計算-①加算税額の計算公式、④加算税額]"
輸入通関,54-22-1,A,輸入の許可前における貨物の引取りの承認は、その目的を専ら関税の納期限の延長とする場合であっても、関税額に相当する担保を提供することにより受けることができる。,○×,×,"専ら関税の納期限の延長を目的とする場合は、制度の趣旨に反するので、担保提供がされたとしても輸入許可前引取承認を受けることができない(関73条1項、関通73-3-2)。輸入許可前引取承認は、貨物を迅速に国内で流通させることを目的とした制度なので、関税の納期限を延長する目的のみでこの制度を使ってはいけないのである。
[参照　第2編（関税法）-第3章（輸出入申告）-11.輸入許可前引取承認(輸入のみ)-（2）承認の要件]"
輸入通関,54-22-2,A,輸入の許可前における貨物の引取りの承認は、その貨物の関税が有税であるか否かにかかわらず受けることができる。,○×,○,"貨物が有税品であっても無税品であっても、輸入許可前引取承認を受けることができる(関通73-3-2)。
[参照　第2編（関税法）-第3章（輸出入申告）-11.輸入許可前引取承認(輸入のみ)-（2）承認の要件]"
輸入通関,54-22-3,A,貨物を輸入しようとする者が、その月において輸入しようとする貨物について、その月の前月末日までに、輸入の許可前における貨物の引取りの承認を一括して受けたい旨の申請書を税関長に提出し、かつ、当該貨物に係る関税額の合計額に相当する担保を当該税関長に提供したときは、その月に輸入される当該貨物について、一括して輸入の許可前における貨物の引取りの承認を受けることができる。,○×,×,"その月に輸入される貨物について、一括して輸入許可前引取承認を受けられるというような制度はない(関73条1項参照)。
[参照　第2編（関税法）-第3章（輸出入申告）-11.輸入許可前引取承認(輸入のみ)]"
輸入通関,54-22-4,A,特例輸入者が輸入の許可前における貨物の引取りの承認を受けようとする場合には、関税額に相当する担保を提供することを要しない。,○×,×,"特例輸入者だからといって輸入許可前引取承認を受けるに際しての担保提供を免除する規定はない(関73条1項)。なお、特例申告貨物については輸入許可前引取承認を受けることができないが(関73条1項)、特例輸入者は特例輸入申告を利用できる輸入者であって、特例輸入申告をしなければならない輸入者ではないため、通常の輸入申告と特例輸入申告のどちらかを選択できる。この問題は、特例輸入者が、特例輸入申告ではなく通常の輸入申告をした上で、輸入許可前引取承認を受けようとしている場合である。
[参照　第2編（関税法）-第3章（輸出入申告）-11.輸入許可前引取承認(輸入のみ)-（1）概要]"
輸入通関,54-22-5,A,輸入の許可前における貨物の引取りの承認を受けようとする場合において、当該承認の前に当該貨物の納税申告に係る納付すべき税額に更正があり、当該更正に基づき過少申告加算税が課されているときは、当該過少申告加算税に相当する額を加えた関税額に相当する担保を提供しなければならない。,○×,×,"輸入許可前引取承認の際に提供する担保は関税額に相当する金額であるが、過少申告加算税と重加算税の額はここから除かれる(関73条1項)。
[参照　第2編（関税法）-第3章（輸出入申告）-11.輸入許可前引取承認(輸入のみ)-（2）承認の要件]"
輸入申告の特例,54-23-1,A,特例輸入者は、輸入しようとする貨物の種類にかかわらず、特例申告を行うことができる。,○×,×,"関税法7条の2第4項に特例申告の対象とならない貨物が定められている。関税暫定措置法別表1の6(米、小麦、乳製品等)、7条の6(豚肉等)、7条の8第1項の修正対象物品がこれに当たる(関7条の2第4項、関令4条の3)。
[参照　第2編（関税法）-第4章（輸出入申告の特例）-2.輸入申告の特例-（4）輸入(引取)申告、特例申告ができない貨物-②特例申告ができない貨物]"
輸出申告の特例,54-23-2,A,特定輸出者が貨物を輸出しようとする場合において、当該貨物の輸出に係る通関手続を通関業者に委託するときは、認定通関業者に委託しなければならない。,○×,×,"特定輸出者が貨物を輸出する際にはそのような制限はない。特定委託輸出者が貨物を輸出する際の制限である(関67条の3第1項参照)。
[参照　第2編（関税法）-第4章（輸出入申告の特例）-1.輸出申告の特例-（2）流れ]"
輸入申告の特例,54-23-3,A,特例申告に係る貨物について、関税定率法その他の関税に関する法令の規定により関税の軽減、免除又は控除を受けようとする場合には、特例申告書に関税の軽減、免除又は控除の適用を受けたい旨及びその適用を受けようとする法令の条項を記載しなければならない。,○×,○,"特例申告に係る貨物について、関税定率法その他の関税に関する法令の規定により関税の軽減、免除又は控除を受けようとする場合には、特例申告書に関税の軽減、免除又は控除の適用を受けたい旨及びその適用を受けようとする法令の条項を記載しなければならない(関7条2第1項、関令4条の2第1項6号)。
[参照　第2編（関税法）-第4章（輸出入申告の特例）-2.輸入申告の特例-（5）輸入(引取)申告書と特例申告書]"
関税の確定,54-23-4,A,申告納税方式が適用される貨物を輸入しようとする者がその申告に係る関税を納付すべき期限に関し延長を受ける場合において、当該貨物を輸入しようとする者が特例輸入者であるときは、いかなるときも担保を提供することを要しない。,○×,×,"特例輸入者が納期限の延長を受けようとする場合、税関長が関税の保全のために必要があると認めて担保提供を命じたときは、担保を提供しなければならない(任意的担保　関9条の2第3項)。
[参照　第2編（関税法）-第17章（関税の納付、法定納期限と納期限、還付）-2.法定納期限と納期限-（3）例外-①納期限の延長]"
輸入申告の特例,54-23-5,A,特例申告を行う場合は、特例申告に係る貨物で輸入の許可を受けたものについて、特例申告書を作成し、当該許可の日の属する月の翌々月末日までに当該許可をした税関長に提出しなければならない。,○×,×,"特例申告書の提出期限は、「当該許可の日の属する月の翌々月末日まで」ではなく「当該許可の日の属する月の翌月末日まで」である(関7条の2第2項)。
[参照　第2編（関税法）-第4章（輸出入申告の特例）-2.輸入申告の特例-（7）期限内特例申告と期限後特例申告]"
課税価格の決定,54-24-1,A,関税定率法第4条の3（国内販売価格に基づく課税価格の決定）の規定により輸入貨物の課税価格を当該輸入貨物の国内販売価格に基づき決定する場合には、その国内において販売された輸入貨物に係る輸入港到着後国内において販売するまでの運送に要する通常の運賃、保険料その他当該運送に関連する費用の額は、当該国内販売価格から控除されない。,○×,×,"控除される(関率4条の3第1項1号ロ)。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第4章（課税価格の決定（例外））-2.例外ルール-（3）例外ルール2 国内販売価格に基づく課税価格の決定-③計算方法]"
課税価格の決定,54-24-2,B,関税定率法第4条の3（製造原価に基づく課税価格の決定）の規定により輸入貨物の課税価格を決定する場合において、当該輸入貨物の製造原価を確認することができる場合には、当該輸入貨物を輸入しようとする者が希望する旨を税関長に申し出たときは、当該輸入貨物又は当該輸入貨物と同種若しくは類似の貨物に係る国内販売価格に基づく課税価格の決定に先立って、当該輸入貨物の製造原価に基づく課税価格の決定によるものとされている。,○×,○,"本来は国内販売価格に基づく課税価格の決定ができないときに製造原価に基づく課税価格の決定を行う。しかし、製造原価が確認できて、かつ、輸入しようとする者が申し出たときは、国内販売価格に基づく課税価格の決定ができないときでなくても、それに先立って製造原価に基づく課税価格の決定を行うことができる(関率4条の3第3項)。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第4章（課税価格の決定（例外））-2.例外ルール-（3）例外ルール3 製造原価に基づく課税価格の決定-①要件]"
課税価格の決定,54-24-3,A,関税定率法第4条の3（国内販売価格に基づく課税価格の決定）の規定により輸入貨物の課税価格を決定する場合において、当該輸入貨物の課税物件の確定の時における性質及び形状により、当該輸入貨物の課税物件の確定の時の属する日に近接する期間内に国内において販売された当該輸入貨物と同種の貨物に係る国内販売価格があるときは、その販売が国内における売手と特殊関係のある買手に対しされたものであっても、当該国内販売価格に基づき課税価格を計算することができる。,○×,×,"国内販売価格に基づく課税価格の決定は、国内販売における売手と買手との間に特殊関係がないことを要件の1つとする(関率4条の3第1項1号)。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第4章（課税価格の決定（例外））-2.例外ルール-（3）例外ルール2 国内販売価格に基づく課税価格の決定-①要件]"
課税価格の決定,54-24-4,A,関税定率法第4条の2（同種又は類似の貨物に係る取引価格による課税価格の決定）の規定により輸入貨物の課税価格を決定する場合において、当該輸入貨物と同種の貨物に係る取引価格及び当該輸入貨物と類似の貨物に係る取引価格の双方があるときは、これらの取引価格のうち低いものに基づき課税価格を計算することとされている。,○×,×,"「これらの取引価格のうち低いもの」ではなく「同種の貨物に係る取引価格」に基づく(関率4条の2第1項)。つまり、同種の貨物に係る取引価格と類似の貨物に係る取引価格がどちらも存在すれば、取引価格の大小にかかわらず、同種の貨物に係る取引価格が類似の貨物に係る取引価格に優先する。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第4章（課税価格の決定（例外））-2.例外ルール-（2）例外ルール1 同種・類似の貨物に係る取引価格による課税価格の決定-②優先順位]"
課税価格の決定,54-24-5,A,関税定率法第4条の2（同種又は類似の貨物に係る取引価格による課税価格の決定）の規定により輸入貨物の課税価格を当該輸入貨物と同種又は類似の貨物に係る取引価格により決定する場合における取引価格は、当該輸入貨物の本邦への輸出の日又はこれに近接する日に本邦へ輸出された貨物に係る取引価格とされており、当該輸出された貨物が当該輸入貨物の生産国で生産されたものであることを要しない。,○×,×,"当該輸入貨物の生産国で生産されたことは要件の1つとなるので(関率法4条の2第1項)、「当該輸出された貨物が当該輸入貨物の生産国で生産されたものであることを要しない」という部分が誤りとなる。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第4章（課税価格の決定（例外））-2.例外ルール-（2）例外ルール1 同種・類似の貨物に係る取引価格による課税価格の決定-①要件]"
外国為替及び外国貿易法,54-25-1,B,輸出貿易管理令別表第1の2の項の中欄及び同令別表第2の20の項の中欄に掲げる核燃料物質に該当する貨物を輸出しようとする場合において、経済産業大臣の輸出の許可を受けたときは、経済産業大臣の輸出の承認を受けることを要しない。,○×,×,"核燃料物質は、経済産業大臣の輸出の許可が要る物品として輸出貿易管理令別表1の2の項(1)の中欄に挙げられている(輸出令1条1項)。一方で、同法2条1項1号により経済産業大臣の輸出の承認が要る物品として輸出貿易管理令別表2の20の項の中欄にも挙げられている(輸出令2条1項1号)。このとき、これらの許可と承認は別の根拠条文に基づいて要求されるものであるから、許可を受ければ承認も受けたことになるというものではない。
[参照　第6編（外国為替及び外国貿易法）-2.輸出の規制-（2）輸出承認-①概要]"
外国為替及び外国貿易法,54-25-2,A,経済産業大臣は、外国為替及び外国貿易法第48条第1項の規定により経済産業大臣の輸出の許可を受けなければならない貨物について、当該許可を受けないで輸出した者に対し、期間を限り、輸出を行うことを禁止することができる。,○×,○,"3年以内の期間を限り輸出を禁止できる(外53条1項)。
[参照　第6編（外国為替及び外国貿易法）-4.制裁]"
外国為替及び外国貿易法,54-25-3,B,経済産業大臣の輸出の許可及び承認の有効期間は、その許可又は承認をした日から1年であり、経済産業大臣は、特に必要があると認めるときは、1年と異なる有効期間を定め、又はその有効期間を延長することができる。,○×,×,"「1年」の部分は全て「6月」である(輸出令8条)。
[参照　第6編（外国為替及び外国貿易法）-2.輸出の規制-（3）手続]"
外国為替及び外国貿易法,54-25-4,B,輸出貿易管理令別表第1の1の項の中欄に掲げる銃砲に該当する貨物を輸出する場合において、当該貨物が外国貿易船が自己の用に供する船用品に該当するときは、経済産業大臣の輸出の許可を受けることを要しない。,○×,×,"原則として経済大臣の輸出許可を要する貨物であっても、外国貿易船が自己の用に供する船用品については特例として不要だが(輸出令4条1項2号イ)、別表第1の1の項の中欄に掲げる貨物については特例の例外として許可を要する(輸出令4条1項)。特例の例外が適用されない物品というのも存在するが(輸出令4条1項、2号ホ、通商産業省告示746号)、外国貿易船が自己の用に供する船用品はその物品には該当しない。そうすると、本問は特例の例外が適用されるので、経済産業大臣の輸出許可を要する。
[参照　第6編（外国為替及び外国貿易法）-1.外為法による規制、2.輸出の規制-（1）輸出許可-②輸出許可を要する場合（原則）、③輸出許可が不要な場合（特例）、④輸出許可を要する場合（特例の例外）]"
外国為替及び外国貿易法,54-25-5,B,輸出貿易管理令別表2の33の項の中欄に掲げるうなぎの稚魚を輸出する場合において、その貨物の総価額が30万円以下のものを輸出しようとするときは、経済産業大臣の輸出の承認を受けることを要しない。,○×,×,"「30万円以下」ではなく「5万円以下」である(輸令4条3項、別表2の33の項、別表7の貨物の区分の二)。
[参照　第6編（外国為替及び外国貿易法）-1.外為法による規制、2.輸出の規制-（1）輸出許可-②輸出許可を要する場合（原則）、③輸出許可が不要な場合（特例）]"
不服申立て、取消しの訴え,54-26-1,A,関税法又は他の関税に関する法律の規定による税関長の処分についての再調査の請求は、当該処分があった日の翌日から起算して1年又は当該処分があったことを知った日の翌日から起算して3月を経過したときは、正当な理由があるときを除き、することができない。,○×,○,"関税法又は他の関税に関する法律の規定による税関長の処分についての再調査の請求は、当該処分があった日の翌日から起算して1年又は当該処分があったことを知った日の翌日から起算して3月を経過したときは、正当な理由があるときを除き、することができない(行政不服審査法54条)。
[参照　第2編（関税法）-第21章（不服申立て、取消しの訴え）-2.再調査の請求]"
不服申立て、取消しの訴え,54-26-2,A,関税法又は他の関税に関する法律の規定による税関長の処分についての審査請求は、当該処分(当該処分について再調査の請求をしたときは、当該再調査の請求についての決定)があった日の翌日から起算して1年又は当該処分があったことを知った日の翌日から起算して3月(当該処分について再調査の請求をしたときは、当該再調査の請求についての決定があったことを知った日の翌日から起算して1月)を経過したときは、正当な理由があるときを除き、することができない。,○×,○,"関税法又は他の関税に関する法律の規定による税関長の処分についての審査請求は、当該処分（当該処分について再調査の請求をしたときは、当該再調査の請求についての決定）があった日の翌日から起算して1年又は当該処分があったことを知った日の翌日から起算して3月（当該処分について再調査の請求をしたときは、当該再調査の請求についての決定があったことを知った日の翌日から起算して1月）を経過したときは、正当な理由があるときを除き、することができない(行政不服審査法18条1項、2項)。
[参照　第2編（関税法）-第21章（不服申立て、取消しの訴え）-3.審査請求]"
不服申立て、取消しの訴え,54-26-3,A,関税の確定に関する処分についての審査請求は、当該処分についての再調査の請求をした後でなければ、することができない。,○×,×,"再調査の請求をしてもしなくても審査請求はできる(行政不服審査法2条、5条1項、関89条1項)。
[参照　第2編（関税法）-第21章（不服申立て、取消しの訴え）-3.審査請求]"
不服申立て、取消しの訴え,54-26-4,A,輸入しようとする貨物が商標権を侵害する貨物に該当すると認定した旨の税関長の通知の取消しの訴えは、当該通知についての審査請求をすることなく、提起することができる。,○×,○,"関税の確定・徴収に関する処分又は滞納処分と、輸出入してはならない貨物のうち公安又は風俗を害すべき書籍、図画、彫刻物その他の物品、児童ポルノに該当すると認めるのに相当の理由がある貨物がある旨の通知(関69条の2第3項、69条の11第3項) の取消しの訴えは、当該処分又は通知についての審査請求に対する裁決を経た後でなければ、提起することができないのが原則である(審査請求前置 関93条)。しかし、それ以外の取消しの訴えは、審査請求に対する裁決を経なくても提起できる。そうすると、輸入しようとする貨物が商標権を侵害する貨物に該当すると認定した旨の税関長の通知の取消しの訴えは、それ以外の取消しの訴えに当たるのだから、審査請求をすることなく提起できる。
[参照　第2編（関税法）-第21章（不服申立て、取消しの訴え）-4.取消しの訴え]"
不服申立て、取消しの訴え,54-26-5,A,関税の徴収に関する処分についての審査請求があった場合において、当該審査請求があった日から3か月を経過しても裁決がないときは、裁決を経ないで、当該処分の取消しの訴えを提起することができる。,○×,○,"関税の徴収に関する処分の取消しの訴えは、審査請求に対する裁決を経ないと提起できない(審査請求前置 関93条1号)。しかし、その場合でも、審査請求があった日から3ヶ月を経過しても裁決がないときは、裁決を経なくても提起できる(行政事件訴訟法8条2項1号)。
[参照　第2編（関税法）-第21章（不服申立て、取消しの訴え）-4.取消しの訴え]"
罰則（関税法）,54-27-1,C,法人の代表者がその法人の業務について、関税法第110条(関税を免れる等の罪)に該当する違反行為をしたときは、当該代表者が関税法の規定に基づき罰せられることがあるほか、その法人に対しても罰金刑が科されることがある。,○×,○,"関税法117条1項により「法人の代表者又は法人若しくは人の代理人、使用人その他の従業者がその法人又は人の業務又は財産について、108条の4から112条まで…に該当する違反行為…をしたときは、その行為者を罰するほか、その法人又は人に対して当該各条の罰金刑を科する。」とされており（両罰規定）、法人の代表者がその法人の業務について、関税法第110条(関税を免れる等の罪)に該当する違反行為をした場合には、当該代表者が同法の規定に基づき罰せられることがあるほか、その法人に対しても罰金刑が科せられることがある。
[参照　第2編（関税法）-第25章（罰則）-2.関税法の罰則-（2）関税を免れる等の罪]"
罰則（関税法）,54-27-2,C,関税法第111条第1項(許可を受けないで輸出入する等の罪)の犯罪に係る貨物について、情を知ってこれを運搬した者は、関税法の規定に基づき罰せられることがある。,○×,○,"関税法112条3項にその通りの規定がある。情を知ってというのは、事情を知りながらという意味であり、例えば、許可を受けないで輸入していることを知りながら運んだ、というようなことである。
[参照　第2編（関税法）-第25章（罰則）-2.関税法の罰則-（4）密輸貨物の運搬等の罪]"
罰則（関税法）,54-27-3,C,原産地について直接若しくは間接に偽った表示又は誤認を生じさせる表示がされている貨物を輸入しようと実行に着手してこれを遂げない者は、3年以下の拘禁刑若しくは500万円以下の罰金に処し、又はこれを併科することとされている。,○×,×,"原産地について直接若しくは間接に偽った表示又は誤認を生じさせる表示がされている貨物は、輸入許可がされない(関71条1項)。そのため、このような貨物を輸入するということは、輸入の許可を受けるべき貨物について許可を受けずに輸入する（無許可輸入する）ことになる。輸入の許可を受けるべき貨物について許可を受けずに輸入した者は、「5年以下の拘禁刑若しくは1,000万円以下の罰金」に処し、又はこれを併科することとされている(関111条1項1号)。また、この罪には未遂を罰する規定もある(関111条3項)。したがって、原産地について直接若しくは間接に偽った表示又は誤認を生じさせる表示がされている貨物を輸入しようと実行に着手してこれを遂げない者も罰せられるが、「3年以下の拘禁刑若しくは500万円以下の罰金」ではなく「5年以下の拘禁刑若しくは1,000万円以下の罰金」に処し、又はこれを併科することとされている。
[参照　第2編（関税法）-第3章（輸出入申告）-9.原産地虚偽・誤認表示(輸入のみ)、第2編（関税法）-第25章（罰則）-2.関税法の罰則-（3）無許可輸出入等の罪]"
罰則（関税法）,54-27-4,C,保税蔵置場において貨物を管理する者であって、その管理する外国貨物について設けなければならない帳簿について、当該帳簿の記載をせず、若しくは偽り、又は当該帳簿を隠したものは、1年以下の拘禁刑又は30万円以下の罰金に処することとされている。,○×,○,"保税蔵置場において貨物を管理する者は、その管理する外国貨物について帳簿を設けなければならないが、この者が当該帳簿の記載をしなかった場合や帳簿を偽った場合や隠した場合は、1年以下の拘禁刑又は30万円以下の罰金に処することとされている(関115条の2第7号、34条の2)。
[参照　第2編（関税法）-第25章（罰則）-2.関税法の罰則-（5）その他の罪-④保税地域等に関する罪]"
