カテゴリー,問題番号,問題,選択肢,正解,解説
関税法（認定通関業者）,51-24-4,税関長は、認定通関業者が、その通関業に係る経営の基礎が確実でなくなった場合には、関税法第79条第1項の認定を取り消すことができる。,○×,○,税関長は、認定通関業者が、その通関業に係る経営の基礎が確実でなくなった場合には、 関税法79条1項の認定を取り消すことができる(同法79条の5第1項1号、79条3項1号ハ、通関業法5条1号)。
関税法（認定通関業者）,51-24-5,税関長は、認定通関業者が、現に受けている通関業法第3条第1項の許可を失効した場合には、関税法第79条第1項の認定を取り消すことができる。,○×,×,認定通関業者が、現に受けている通関業の許可を失効したとき（通関業の許可が消滅又は取り消されたとき）は、税関長により認定が取り消されるのではなく、その通関業者の認定は勝手に失効する(関税法79条の4第1項3号、4号、通関業法10条1項、11条1項)。 
関税定率法（軽減・免除・払戻し）,51-25-1,価格を課税標準とする関税に係る輸入貨物に限り、関税定率法第10条第1項(変質、損傷等の場合の減税又は戻し税等)の規定の適用を受けることができる。,○×,×,価格を課税標準とする輸入貨物に限らず、数量を課税標準とする輸入貨物も関税定率法第10条1項の規定の適用を受けることができる。ただ、適用できる場合が異なるだけである。
関税定率法（軽減・免除・払戻し）,51-25-2,修繕のため本邦から輸出され、その輸出の許可の日から1年以内に輸入される貨物については、本邦において修繕することができると認められるものであっても、関税定率法第11条(加工又は修繕のため輸出された貨物の減税)の規定の適用を受けることができる。,○×,○,関税定率法11条(加工又は修繕のため輸出された貨物の減税)の規定の適用を受ける場合、加工のためのものについては、本邦においてその加工をすることが困難であると認められるものに限るとされるが、修繕のためのものについてはとくに限定はない。よって、修繕のため本邦から輸出され、その輸出の許可の日から1年以内に輸入される貨物については、本邦において修繕することができると認められるものであっても、関税定率法第11条(加工又は修繕のため輸出された貨物の減税)の規定の適用を受けることができる。
関税定率法（軽減・免除・払戻し）,51-25-3,関税定率法第14条(無条件免税)の規定により関税の免除を受けることができる同条第6号に規定する「注文の取集めのための見本」には、製作のための見本が含まれる。,○×,×,関税定率法14条6号に規定する「注文の取集めのための見本」は、既に生産されている特定の種類の貨物を代表する物品又は生産が計画されている貨物を示す物品で、これらによって代表される種類の物品の注文を取り集めるために使用されるものをいい、製作のための見本は含まないとされている(関税定率法基本通達4-19(1))。
関税定率法（軽減・免除・払戻し）,51-25-4,本邦に住所を移転するため本邦に入国する者がその入国の際に輸入する自動車については、当該入国者の個人的な使用に供するものであって、その入国前に1年以上当該入国者が使用したものに限り、関税定率法第15条第1項(特定用途免税)の規定の適用を受けることができる。,○×,×,「入国前に1年以上当該入国者が使用したもの」ではなく「その入国前に当該入国者が既に使用したもの」であればよい。「入国前に1年以上当該入国者が使用したもの」が要件とされているは「船舶及び航空機」である(関税定率法15条1項9号)。
関税定率法（軽減・免除・払戻し）,51-25-5,輸出時における貨物の性質及び形状が輸入時における当該貨物の性質及び形状と変わらないことが確実なものに限り、関税定率法第17条第1項(再輸出免税)の規定の適用を受けることができる。,○×,×,関税定率法19条の3（輸入時と同一状態で再輸出される場合の戻し税）とは異なり、輸出時における貨物の性質及び形状が輸入時における当該貨物の性質及び形状と変わらないことが確実なものに限るという限定は無い。
関税暫定措置法（特恵関税）,51-26-1,本邦から輸出された物品のみを原材料として、一の特恵受益国において生産された物品について特恵関税の適用を受けようとする場合には、当該物品に係る原産地証明書のみを税関に提出すればよい。,○×,×,この場合、当該物品に係る原産地証明書に加えて、当該物品の原材料として使用された本邦からの輸出物品の品名及び数量について当該原産地証明書を発給した者が証明した書類を添付しなければならない(暫定措置法施行令30条1項)。
関税暫定措置法（特恵関税）,51-26-2,特恵関税の対象物品について関税定率法第8条(不当廉売関税)の規定により不当廉売関税が課されることとなった場合、当該物品については、特恵関税の適用を受けることができない。,○×,×,特恵関税と不当廉売関税は併存できる(暫定措置法8条の5第1項)。
関税暫定措置法（特恵関税）,51-26-3,特恵関税の適用を受けようとする物品の輸入申告の際に原産地証明書を税関長に提出する必要がない場合は、税関長が物品の種類若しくは形状によりその原産地が明らかであると認めた物品又は課税価格の総額が20万円以下の物品である場合に限られる。,○×,×,特例申告貨物を輸入する場合も、原則として原産地証明書を提出する必要が無い(暫定措置法施行令27条1項3号)。
関税暫定措置法（特恵関税）,51-26-4,特別特恵受益国を原産地とする物品については、関税率表に掲げるすべての物品について特恵関税の適用を受けることができ、その税率はすべて無税である。,○×,×,その税率はすべて無税という部分は正しいが、関税率表に掲げるすべての物品について、特恵関税の適用が受けられるわけではない(暫定措置法8条の2第3項、同法別表第5)。
関税暫定措置法（特恵関税）,51-26-5,包括的な経済上の連携に関する日本国及び東南アジア諸国連合構成国の間の協定において関税の譲許が定められている物品であって、特別特恵受益国を原産地とするものについては、特恵関税の適用を受けることができない物品には指定されていない。,○×,○,経済連携協定に基づくEPA税率と一般特恵税率との関係については、暫定措置法施行令25条4項の表の3の項により、EPA税率の方が一般特恵税率より高いときも輸入者が希望すればEPA税率の適用が可能で、同率か一般特恵税率の方が高いときは輸入者が希望しても一般特恵税率の適用は出来ないことが定められている。しかし、本問の「包括的な経済上の連携に関する日本国及び東南アジア諸国連合構成国の間の協定」において関税の譲許が定められている物品であって、特別特恵受益国（カンボジア、ラオス及びミャンマー）を原産地とするものについては、EPA税率と特別特恵税率が併存しているが、この場合は特に規制がないため、輸入者が選択できる 。
関税定率法（課税価格の決定）,51-27-1,関税定率法第4条の2(同種又は類似の貨物に係る取引価格による課税価格の決定)の規定により輸入貨物の課税価格を計算する場合において、当該輸入貨物の生産者により生産された同種の貨物に係る取引価格と当該生産者以外の者により生産された同種の貨物に係る取引価格の双方があるときは、いずれか高いほうの取引価格が優先される。,○×,×,「いずれか高い方の取引価格が優先される」のではなく「当該輸入貨物の生産者により生産された同種の貨物に係る取引価格が優先される」のである(関税定率法施行令1条の10第1項)。 
関税定率法（課税価格の決定）,51-27-2,関税定率法第4条の3(国内販売価格又は製造原価に基づく課税価格の決定)第1項第1号の規定により輸入貨物の課税価格を計算する場合において、当該輸入貨物と同種又は類似の貨物に係る国内販売価格を用いるときは、当該輸入貨物と同種又は類似の貨物は、当該輸入貨物の生産国で生産されたものでなければならない。,○×,○,関税定率法4条の3第1項本文にその通りの規定がある。
関税定率法（課税価格の決定）,51-27-3,関税定率法第4条の3第1項第2号の規定により輸入貨物の課税価格を計算する場合において、当該輸入貨物の国内における加工により付加された価額は当該輸入貨物の国内販売価格から控除される。,○×,○,関税定率法4条の3第1項2号にその通りの規定がある。日本国内で付加された価値というのは、CIF価格に入らないので、例外ルールによっても課税価格から除かれるのである。
関税定率法（課税価格の決定）,51-27-4,関税定率法第4条の3第2項の規定により輸入貨物の課税価格を計算する場合において、当該輸入貨物の製造原価には、当該輸入貨物の生産のために買手が無償で提供した鋳型の費用が含まれる。,○×,○,「製造原価」には、輸入貨物の生産に関連して、輸入者が無償で又は値引きをして提供した物品及び役務の費用も含まれるため、鋳型の費用もこれに該当する(関税定率法基本通達4の3-2(2))。
関税定率法（課税価格の決定）,51-27-5,関税定率法第4条の3第1項第1号の規定により輸入貨物の国内販売価格に基づく課税価格の決定方法が適用可能であっても、当該輸入貨物の製造原価を確認することができる場合は、当該輸入貨物を輸入しようとする者が希望する旨を税関長に申し出たときは、製造原価に基づく課税価格の決定方法により、当該輸入貨物の課税価格を計算する。,○×,○,国内販売価格と製造原価の適用順序については、原則として、国内販売価格が優先する。しかし、例外的に、当該輸入貨物の製造原価を確認することができる場合において、当該輸入貨物を輸入しようとする者が希望する旨を税関長に申し出たときは製造原価による(関税定率法4条の3第2項3項)
外国為替及び外国貿易法,51-28-1,一時的に出国する者が、現に使用中の銃砲を携帯して輸出する場合には、経済産業大臣の輸出の許可を要しない。,○×,×,銃砲は、輸出貿易管理令別表第1の1の項（兵器）に該当する貨物であり、これはすべて輸出の許可の特例の除外貨物とされていることから、経済産業大臣の輸出の許可を要する(同令4条1項ただし書)。
外国為替及び外国貿易法,51-28-2,外国貿易船が自己の用に供する船用品として貨物を輸出しようとする場合には、当該貨物の種類にかかわらず経済産業大臣の輸出の許可を要しない。,○×,×,外国貿易船が自己の用に供する船用品を輸出しようとする場合は、原則として経済産業大臣の輸出の許可不要だが、輸出貿易管理令別表第1の1の項（兵器）に該当する物品なら、例外的に経済産業大臣の輸出の許可を要する(同令4条1項ただし書、同項2号イ)。
外国為替及び外国貿易法,51-28-3,税関長は、輸出貿易管理令第2条第1項(輸出の承認)の規定による輸出の承認の有効期間を延長することができる。,○×,○,外為法法48条1項の規定による経済産業大臣の許可と輸出貿易管理令2条1項の規定による経済産業大臣の承認の有効期間は、その許可又は承認をした日から6月であるが、経済産業大臣は、特に必要があると認めるときは、これと異なる有効期間を定め、又はその有効期間を延長することができる(輸出貿易管理令8条2項)。そして、この延長する権限については、税関長に委任されているので、税関長も延長することができる(同令12条2号ニ)。
外国為替及び外国貿易法,51-28-4,本邦から輸出された輸出貿易管理令別表第1に掲げる貨物を本邦で修理するために輸入し、当該修理を行った後に再輸出する場合には、当該再輸出が有償で行われるときであっても、経済産業大臣の輸出の許可を要しない。,○×,×,「当該再輸出が有償で行われるときであっても」ではなく「当該再輸出が無償で行われるときは」である(輸出貿易管理令4条1項2号ホ、平成12年通商産業省746号 1号1の項)。
外国為替及び外国貿易法,51-28-5,物品の一時輸入のための通関手帳に関する通関条約(ATA条約)に規定するATAカルネにより輸入された貨物であって、当該ATAカルネにより輸出されるものにあっては、当該貨物の種類にかかわらず経済産業大臣の輸出の承認を要しない。,○×,×,物品の一時輸入のための通関手帳に関する通関条約（ATA条約）に規定するATAカルネにより輸入された貨物であって、当該ATAカルネにより輸出されるものは、原則として輸出の承認の特例の適用により経済産業大臣の輸出の承認を要しないが(輸出貿易管理令4条2項2号、別表第5第14号、平成12年通商産業省告示742号)、この輸出の承認の特例の除外貨物（ダイヤモンド原石等）の場合は、例外的に輸出の承認を要する(輸出貿易管理令4条2項2号ただし書)。したがって、「当該貨物の種類にかかわらず経済産業大臣の輸出の承認を要しない。」という部分は誤っている。
外国為替及び外国貿易法,51-29-1,経済産業大臣以外の政府機関が貨物の輸入を行う場合であっても、必ず経済産業大臣の輸入の承認を要する。,○×,×,経済産業大臣以外の政府機関が貨物の輸入を行う場合に、当該政府機関が経済産業大臣の定める貨物の輸入を行うときには、輸入貿易管理令の規定は適用しないため、このとき経済産業大臣の輸入の承認を要しない(輸入貿易管理令19条1項本文)。ただし、経済産業大臣以外の政府機関は、当該輸入について、あらかじめ経済産業大臣に協議しなければならない(同項ただし書)。 
外国為替及び外国貿易法,51-29-2,委託加工貿易契約による貨物の輸出について輸出貿易管理令第2条第1項第2号(輸出の承認)の規定による承認を受けた者が、その承認を受けたところに従って輸出した貨物を加工原材料として加工された貨物につき、当該承認を受けた日から3年以内に輸入する場合には、経済産業大臣の輸入の承認を要しない。,○×,×,「3年」ではなく「1年」である(輸入貿易管理令4条3項、輸入貿易管理規則3条)。
外国為替及び外国貿易法,51-29-3,貨物を輸入しようとする者は、当該貨物の輸入について輸入貿易管理令第9条第1項(輸入割当て)の規定による経済産業大臣の輸入割当てを受けたときは、当該貨物につき経済産業大臣の輸入の承認を受けることを要しない。,○×,×,輸入割当てを要する貨物を輸入しようとする者は、経済産業大臣から輸入割当てを受けた後に、経済産業大臣の輸入の承認を受けることを要する(輸入貿易管理令4条1項1号、9条1項1号)。
外国為替及び外国貿易法,51-29-4,輸入貿易管理令第4条第1項(輸入の承認)の規定による輸入の承認の有効期間は、経済産業大臣が特に必要があると認めた場合であって、有効期間を別に定め、又は輸入の承認の有効期間を延長したときを除き、その承認をした日から1年である。,○×,×,「1年」ではなく「6箇月」である(輸入貿易管理令5条1項)。
外国為替及び外国貿易法,51-29-5,輸入貿易管理令第9条第1項の規定による経済産業大臣の輸入割当てを受けた者から輸入の委託を受けた者が、当該輸入割当てに係る貨物を輸入しようとする場合において、経済産業大臣の確認を受けたときは、あらためて輸入割当てを受けることを要しない。,○×,○,"輸入割当てを受けるべきものとして公表された品目の貨物を輸入しようとする者は、経済産業大臣に申請して、当該貨物の輸入に係る輸入割当てを受けた後でなければ、経済産業大臣による輸入の承認を受けることができない。ただし、輸入割当てを受けた者から輸入の委託を受けた者が当該貨物を輸入しようとする場合において、経済産業大臣が定める場合に該当するとき、又は経済産業大臣の確認を受けたときは、この限りでない(輸入貿易管理令9条1項)。

本問は、輸入貿易管理令第9条第1項の規定による経済産業大臣の輸入割当てを受けた者から輸入の委託を受けた者が、当該輸入割当てに係る貨物を輸入しようとする場合において、経済産業大臣の確認を受けたときであるから、あらためて輸入割当てを受けなくても輸入の承認を受けることができるので、正しい。"
関税関係特例法,51-30-1,NACCS法において「電子情報処理組織」とは、輸出入・港湾関連情報処理センター株式会社の使用に係る電子計算機と税関その他の関係行政機関の使用に係る電子計算機及び当該関係行政機関以外の輸出入等関連業務を行う者の使用に係る電子計算機とを電気通信回線で接続した電子情報処理組織をいう。,○×,○,NACCS法2条1項にその通りの規定がある。
関税関係特例法,51-30-2,関税法第70条第1項又は第2項(証明又は確認)の規定による証明は、電子情報処理組織を使用して行うことができる。,○×,○,関税法第70条第１項又は第２項（証明又は確認）の規定による証明は、NACCS法2条2号イ、同法施行令1条1項1号、別表第44号により出来るとされている。
関税関係特例法,51-30-3,NACCS法において「関税等」とは、関税、とん税、特別とん税及び輸入品に対する内国消費税の徴収等に関する法律第2条第1号(定義)に規定する内国消費税をいう。,○×,○,NACCS法2条3号にその通りの規定がある。
関税関係特例法,51-30-4,関税法施行令第69条第1項(認定通関業者の認定の申請の手続等)の規定による申請書の提出は、電子情報処理組織を使用して行うことができる。,○×,○,関税法69条1項の認定通関業者に係る認定申請書の提出は、NACCS法2条2号イ、同法施行令1条1項1号、別表第57号の26により出来るとされている。
関税関係特例法,51-30-5,電子情報処理組織を使用して行う申請及び処分通知については、行政手続等における情報通信の技術の利用に関する法律の規定の適用を受けることはない。,○×,×,電子情報処理組織（NACCS）を使用して行う申請等又は処分通知等については、当該電子情報処理組織を行政手続等における情報通信の技術の利用に関する法律（情報通信技術利用法）3条1項（電子情報処理組織による申請等）又は4条1項（電子情報処理組織による処分通知等）に規定する電子情報処理組織とみなして、これらの規定が適用される(NACCS法3条1項) 。
